,Index,Player,Pos
179,0.07559055118110236,Patrick Patterson,C
142,0.07330677290836653,Patrick Patterson,PF
124,0.5697940503432495,Paul George,PF
73,0.4652956298200514,Paul George,SF
155,0.07628676470588236,Paul Millsap,PF
182,0.08145948239287229,Paul Millsap,C
55,0.057904411764705885,Raymond Felton,SG
15,0.04738706820194863,Raymond Felton,PG
149,0.1011326860841424,Richaun Holmes,PF
180,0.10443159922928709,Richaun Holmes,C
171,0.2557235421166307,Serge Ibaka,C
123,0.24206708975521304,Serge Ibaka,PF
157,0.06179286335944299,Skal Labissiere,PF
183,0.06720741599073002,Skal Labissiere,C
71,0.20772442588726514,T.J. Warren,SF
131,0.2508896797153025,T.J. Warren,PF
63,0.08286252354048965,Terrence Ross,SG
114,0.08062930186823992,Terrence Ross,SF
20,0.08730873087308731,Terry Rozier,PG
42,0.10344827586206896,Terry Rozier,SG
128,0.16077441077441076,Thaddeus Young,PF
95,0.14652711703139867,Thaddeus Young,SF
108,0.08426395939086294,Trey Lyles,SF
160,0.07481296758104738,Trey Lyles,PF
103,0.10412573673870335,Tyreke Evans,SF
57,0.11200716845878136,Tyreke Evans,SG
22,0.007633587786259542,Victor Oladipo,PG
70,0.00902061855670103,Victor Oladipo,SG
106,0.10707456978967496,Wesley Johnson,SF
140,0.12151067323481117,Wesley Johnson,PF
115,0.05402843601895735,Wilson Chandler,SF
164,0.07385892116182573,Wilson Chandler,PF
66,0.10877862595419847,Yogi Ferrell,SG
21,0.07835325365205843,Yogi Ferrell,PG
