
,Index,Player,Pos
57,0.1033013844515442,Pat Connaughton,SG
160,0.20287868403015763,Robert Covington,PF
108,0.17281348788198103,Robert Covington,SF
70,0.10461538461538461,Rodney McGruder,SG
109,0.11515151515151516,Rodney McGruder,SF
141,0.20613409415121256,Serge Ibaka,PF
176,0.17267605633802816,Serge Ibaka,C
51,0.11030927835051546,Shabazz Napier,SG
8,0.12442631310555839,Shabazz Napier,PG
0,0.3835005574136009,Spencer Dinwiddie,PG
36,0.3670212765957447,Spencer Dinwiddie,SG
15,0.07124148768989,Terry Rozier,PG
77,0.06209150326797386,Terry Rozier,SG
94,0.07149950347567031,Thabo Sefolosha,SF
136,0.09408773045136681,Thabo Sefolosha,PF
110,0.0907258064516129,Thaddeus Young,SF
163,0.10680272108843537,Thaddeus Young,PF
140,0.13501805054151625,Thon Maker,PF
171,0.11400052534804307,Thon Maker,C
31,0.3506637168141593,Tim Hardaway Jr.,SG
85,0.3610188261351052,Tim Hardaway Jr.,SF
20,0.08257804632426989,Tomas Satoransky,PG
40,0.06672932330827068,Tomas Satoransky,SG
49,0.11534603811434303,Tony Snell,SG
87,0.10341365461847389,Tony Snell,SF
30,0.21155830753353974,Trey Burke,SG
1,0.23797338792221084,Trey Burke,PG
28,0.16632443531827515,Tyler Johnson,SG
9,0.1768595041322314,Tyler Johnson,PG
44,0.345565749235474,Tyreke Evans,SG
80,0.3361433087460485,Tyreke Evans,SF
79,0.02375,Victor Oladipo,SG
26,0.03504218040233614,Victor Oladipo,PG
38,0.093,Wayne Ellington,SG
106,0.11,Wayne Ellington,SF
125,0.06598984771573604,Wesley Johnson,SF
165,0.08718980549966465,Wesley Johnson,PF
112,0.06540084388185655,Wilson Chandler,SF
144,0.06934306569343066,Wilson Chandler,PF
25,0.13008130081300814,Zach LaVine,PG
72,0.10545454545454545,Zach LaVine,SG
