,Index,Player,Pos
76,0.191,Gordon Hayward,SF
161,0.06398435317127689,Gorgui Dieng,C
137,0.04708520179372197,Gorgui Dieng,PF
47,0.17075306479859895,Iman Shumpert,SG
85,0.15666041275797374,Iman Shumpert,SF
27,0.15962837837837837,JJ Redick,SG
77,0.1628131021194605,JJ Redick,SF
128,0.30752688172043013,Jae Crowder,PF
64,0.30009680542110356,Jae Crowder,SF
41,0.15597235932872655,Jamal Murray,SG
10,0.10563090834360872,Jamal Murray,PG
104,0.027488151658767772,James Nunnally,SF
63,0.02168256721595837,James Nunnally,SG
140,0.08146487294469357,Jared Dudley,PF
83,0.058653846153846154,Jared Dudley,SF
160,0.04327323162274618,Jarell Martin,C
148,0.036575875486381325,Jarell Martin,PF
86,0.0967098703888335,Jaylen Brown,SF
44,0.08631211857018309,Jaylen Brown,SG
116,0.36486486486486486,Jayson Tatum,PF
67,0.33611691022964507,Jayson Tatum,SF
93,0.12284263959390863,Jeff Green,SF
132,0.14422369389256806,Jeff Green,PF
72,0.18856569709127383,Jeremy Lamb,SF
37,0.20992676973148902,Jeremy Lamb,SG
1,0.22302446851183313,Jeremy Lin,PG
30,0.2727272727272727,Jeremy Lin,SG
74,0.23060344827586207,Jimmy Butler,SF
46,0.2336802270577105,Jimmy Butler,SG
42,0.09326424870466321,Joe Harris,SG
96,0.09658536585365854,Joe Harris,SF
68,0.48541666666666666,Joe Ingles,SF
23,0.4434389140271493,Joe Ingles,SG
159,0.03920485919381557,Jon Leuer,C
141,0.030347890451517395,Jon Leuer,PF
53,0.06213753106876554,Jonathon Simmons,SG
105,0.05028462998102467,Jonathon Simmons,SF
25,0.1615180935569285,Josh Richardson,SG
80,0.18609406952965235,Josh Richardson,SF
109,0.028712871287128714,Juancho Hernangomez,SF
149,0.04105571847507331,Juancho Hernangomez,PF
135,0.13597122302158274,Justise Winslow,PF
98,0.137524557956778,Justise Winslow,SF
150,0.24965893587994542,Kelly Olynyk,C
126,0.2124087591240876,Kelly Olynyk,PF
66,0.19449715370018975,Kelly Oubre Jr.,SF
36,0.17470881863560733,Kelly Oubre Jr.,SG
56,0.06766256590509666,Kent Bazemore,SG
106,0.056074766355140186,Kent Bazemore,SF
8,0.11000383288616328,Langston Galloway,PG
26,0.15114235500878734,Langston Galloway,SG
82,0.20078740157480315,Marcus Morris,SF
131,0.2114695340501792,Marcus Morris,PF
4,0.2735993860322333,Marcus Smart,PG
22,0.2991840435176791,Marcus Smart,SG
14,0.06963562753036437,Markelle Fultz,PG
50,0.11813186813186813,Markelle Fultz,SG
95,0.0738255033557047,Markieff Morris,SF
125,0.11329305135951662,Markieff Morris,PF
92,0.03812316715542522,Marvin Williams,SF
146,0.0649895178197065,Marvin Williams,PF
144,0.08327246165084003,Mason Plumlee,PF
163,0.08932461873638345,Mason Plumlee,C
73,0.2507177033492823,Michael Kidd-Gilchrist,SF
114,0.2695970695970696,Michael Kidd-Gilchrist,PF
79,0.188050930460333,Nemanja Bjelica,SF
134,0.21729150726855395,Nemanja Bjelica,PF
61,0.057803468208092484,Nicolas Batum,SG
103,0.05456453305351522,Nicolas Batum,SF
94,0.08396226415094339,Otto Porter Jr.,SF
129,0.13535502958579881,Otto Porter Jr.,PF
118,0.18415094339622642,Paul Millsap,PF
156,0.2170079635949943,Paul Millsap,C
75,0.15139826422372227,Reggie Bullock,SF
39,0.13725490196078433,Reggie Bullock,SG
13,0.06695212144803425,Reggie Jackson,PG
60,0.09351851851851851,Reggie Jackson,SG
127,0.13658881811748053,Robert Covington,PF
88,0.121524201853759,Robert Covington,SF
45,0.1642304385210662,Rodney McGruder,SG
81,0.1524390243902439,Rodney McGruder,SF
117,0.12045454545454545,Rondae Hollis-Jefferson,PF
154,0.14145932345540957,Rondae Hollis-Jefferson,C
5,0.16431027894535727,Spencer Dinwiddie,PG
28,0.1994704324801412,Spencer Dinwiddie,SG
65,0.3490838958534233,Stanley Johnson,SF
113,0.4004408523144746,Stanley Johnson,PF
62,0.03653355989804588,T.J. McConnell,SG
17,0.01701622477245746,T.J. McConnell,PG
43,0.1621160409556314,Terrence Ross,SG
78,0.20080321285140562,Terrence Ross,SF
6,0.22575387123064386,Terry Rozier,PG
35,0.2538671519563239,Terry Rozier,SG
107,0.04007820136852395,Thaddeus Young,SF
147,0.051590106007067135,Thaddeus Young,PF
58,0.029386343993085567,Tomas Satoransky,SG
19,0.008904374758033295,Tomas Satoransky,PG
112,0.04277566539923954,Torrey Craig,SF
59,0.048305084745762714,Torrey Craig,SG
89,0.08820709491850431,Trey Lyles,SF
138,0.11875452570601014,Trey Lyles,PF
32,0.164804469273743,Tyler Johnson,SG
9,0.11384371281237604,Tyler Johnson,PG
111,0.05977229601518026,Tyreke Evans,SF
48,0.04888507718696398,Tyreke Evans,SG
33,0.09663120567375887,Tyus Jones,SG
15,0.06110056925996205,Tyus Jones,PG
31,0.43008678881388623,Victor Oladipo,SG
3,0.40734265734265734,Victor Oladipo,PG
99,0.06763285024154589,Wayne Ellington,SF
55,0.04814189189189189,Wayne Ellington,SG
139,0.11801242236024845,Wilson Chandler,PF
102,0.0920666013712047,Wilson Chandler,SF
49,0.0791111111111111,Yogi Ferrell,SG
11,0.04524539877300614,Yogi Ferrell,PG
