,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
34,SF,11595436,5300,Carmelo Anthony,HOU,34,1,0,1,20.4,2,1,11,9.1,0,6,0.0,0,0,0.0,1,4,5,0,1,0,0,2,7.0,0,0,-22
35,PF,11595436,5300,Carmelo Anthony,HOU,34,1,0,1,20.4,2,1,11,9.1,0,6,0.0,0,0,0.0,1,4,5,0,1,0,0,2,7.0,0,0,-22
36,SG,11595440,5100,Gordon Hayward,BOS,28,1,1,0,24.9,8,3,8,37.5,2,5,40.0,0,0,0.0,0,4,4,2,0,0,0,1,15.8,0,0,0
37,SF,11595440,5100,Gordon Hayward,BOS,28,1,1,0,24.9,8,3,8,37.5,2,5,40.0,0,0,0.0,0,4,4,2,0,0,0,1,15.8,0,0,0
38,SG,11595445,5000,Evan Turner,POR,30,1,1,0,29.5,7,3,7,42.9,0,1,0.0,1,2,50.0,0,1,1,7,0,1,1,1,24.7,0,0,10
39,SF,11595445,5000,Evan Turner,POR,30,1,1,0,29.5,7,3,7,42.9,0,1,0.0,1,2,50.0,0,1,1,7,0,1,1,1,24.7,0,0,10
40,SF,11595450,4900,Jerami Grant,OKC,24,1,1,0,34.1,11,3,5,60.0,1,3,33.3,4,4,100.0,0,6,6,2,1,0,0,4,20.2,0,0,25
41,PF,11595450,4900,Jerami Grant,OKC,24,1,1,0,34.1,11,3,5,60.0,1,3,33.3,4,4,100.0,0,6,6,2,1,0,0,4,20.2,0,0,25
42,SG,11595454,4800,Jaylen Brown,BOS,22,1,1,0,38.6,17,6,13,46.2,1,3,33.3,4,6,66.7,1,5,6,1,2,0,0,2,23.7,0,0,8
43,SF,11595454,4800,Jaylen Brown,BOS,22,1,1,0,38.6,17,6,13,46.2,1,3,33.3,4,6,66.7,1,5,6,1,2,0,0,2,23.7,0,0,8
44,SF,11595459,4700,Al-Farouq Aminu,POR,28,1,1,0,26.3,11,3,4,75.0,2,2,100.0,3,3,100.0,1,7,8,0,0,1,1,1,26.6,0,0,13
45,PF,11595459,4700,Al-Farouq Aminu,POR,28,1,1,0,26.3,11,3,4,75.0,2,2,100.0,3,3,100.0,1,7,8,0,0,1,1,1,26.6,0,0,13
46,SF,11595463,4600,Trevor Ariza,PHX,33,1,0,1,41.8,11,3,7,42.9,3,7,42.9,2,2,100.0,0,9,9,6,1,0,1,2,32.8,0,0,-6
47,PF,11595463,4600,Trevor Ariza,PHX,33,1,0,1,41.8,11,3,7,42.9,3,7,42.9,2,2,100.0,0,9,9,6,1,0,1,2,32.8,0,0,-6
48,PG,11595467,4500,Malcolm Brogdon,MIL,25,1,1,0,24.8,20,9,14,64.3,2,4,50.0,0,0,0.0,1,2,3,1,0,2,0,3,31.1,0,0,-1
49,SG,11595467,4500,Malcolm Brogdon,MIL,25,1,1,0,24.8,20,9,14,64.3,2,4,50.0,0,0,0.0,1,2,3,1,0,2,0,3,31.1,0,0,-1
50,PF,11595473,4300,Ersan Ilyasova,MIL,31,1,1,0,23.2,5,1,1,100.0,1,1,100.0,2,2,100.0,0,8,8,3,1,1,0,2,21.1,0,0,28
51,C,11595473,4300,Ersan Ilyasova,MIL,31,1,1,0,23.2,5,1,1,100.0,1,1,100.0,2,2,100.0,0,8,8,3,1,1,0,2,21.1,0,0,28
52,SG,11595509,4300,Andre Iguodala,GSW,34,1,0,1,16.3,6,2,3,66.7,2,3,66.7,0,0,0.0,1,1,2,0,2,1,1,1,12.4,0,0,-4
53,SF,11595509,4300,Andre Iguodala,GSW,34,1,0,1,16.3,6,2,3,66.7,2,3,66.7,0,0,0.0,1,1,2,0,2,1,1,1,12.4,0,0,-4
54,PG,11595481,4100,Terry Rozier,BOS,24,1,1,0,20.6,10,3,8,37.5,1,3,33.3,3,4,75.0,2,4,6,1,1,0,0,1,17.7,0,0,-6
55,SG,11595481,4100,Terry Rozier,BOS,24,1,1,0,20.6,10,3,8,37.5,1,3,33.3,3,4,75.0,2,4,6,1,1,0,0,1,17.7,0,0,-6
56,SF,11595489,4100,T.J. Warren,PHX,25,1,0,1,41.7,29,9,17,52.9,3,4,75.0,8,8,100.0,1,6,7,1,0,1,1,2,44.9,0,0,1
57,PF,11595489,4100,T.J. Warren,PHX,25,1,0,1,41.7,29,9,17,52.9,3,4,75.0,8,8,100.0,1,6,7,1,0,1,1,2,44.9,0,0,1
58,PF,11595485,4000,Zach Collins,POR,20,1,1,0,26.6,10,3,6,50.0,0,1,0.0,4,4,100.0,3,6,9,0,1,0,0,2,19.8,0,0,7
59,C,11595485,4000,Zach Collins,POR,20,1,1,0,26.6,10,3,6,50.0,0,1,0.0,4,4,100.0,3,6,9,0,1,0,0,2,19.8,0,0,7
60,PF,11595501,3900,Jordan Bell,GSW,23,1,0,1,21.6,4,2,3,66.7,0,0,0.0,0,0,0.0,1,4,5,3,0,1,1,4,20.5,0,0,1
61,C,11595501,3900,Jordan Bell,GSW,23,1,0,1,21.6,4,2,3,66.7,0,0,0.0,0,0,0.0,1,4,5,3,0,1,1,4,20.5,0,0,1
62,SG,11595493,3900,Alex Abrines,OKC,25,1,1,0,19.2,0,0,3,0.0,0,3,0.0,0,0,0.0,1,3,4,0,1,1,0,0,6.8,0,0,-8
63,SF,11595493,3900,Alex Abrines,OKC,25,1,1,0,19.2,0,0,3,0.0,0,3,0.0,0,0,0.0,1,3,4,0,1,1,0,0,6.8,0,0,-8
64,PG,11595505,3800,Patrick Beverley,LAC,30,1,0,1,35.3,4,2,4,50.0,0,2,0.0,0,0,0.0,0,3,3,4,0,1,2,4,22.6,0,0,-7
65,SG,11595505,3800,Patrick Beverley,LAC,30,1,0,1,35.3,4,2,4,50.0,0,2,0.0,0,0,0.0,0,3,3,4,0,1,2,4,22.6,0,0,-7
66,SF,11595514,3800,Alfonzo McKinnie,GSW,26,1,0,1,20.4,7,2,10,20.0,1,7,14.3,2,2,100.0,2,3,5,2,0,0,0,1,16.0,0,0,-4
67,PF,11595514,3800,Alfonzo McKinnie,GSW,26,1,0,1,20.4,7,2,10,20.0,1,7,14.3,2,2,100.0,2,3,5,2,0,0,0,1,16.0,0,0,-4
68,PG,11595518,3800,Raymond Felton,OKC,34,1,1,0,13.3,10,5,9,55.6,0,3,0.0,0,0,0.0,0,0,0,1,0,0,0,0,11.5,0,0,-1
69,SG,11595518,3800,Raymond Felton,OKC,34,1,1,0,13.3,10,5,9,55.6,0,3,0.0,0,0,0.0,0,0,0,1,0,0,0,0,11.5,0,0,-1
70,SG,11595522,3800,James Ennis III,HOU,28,1,0,1,24.3,6,2,7,28.6,1,3,33.3,1,1,100.0,3,0,3,0,0,0,0,5,9.6,0,0,-6
71,SF,11595522,3800,James Ennis III,HOU,28,1,0,1,24.3,6,2,7,28.6,1,3,33.3,1,1,100.0,3,0,3,0,0,0,0,5,9.6,0,0,-6
72,PG,11595527,3700,Marcus Smart,BOS,24,1,1,0,27.0,7,1,4,25.0,1,3,33.3,4,6,66.7,0,4,4,2,3,2,0,3,17.8,0,0,-2
73,SG,11595527,3700,Marcus Smart,BOS,24,1,1,0,27.0,7,1,4,25.0,1,3,33.3,4,6,66.7,0,4,4,2,3,2,0,3,17.8,0,0,-2
74,PF,11595531,3700,Richaun Holmes,PHX,25,1,0,1,14.7,2,1,3,33.3,0,0,0.0,0,0,0.0,1,2,3,0,2,1,1,4,9.6,0,0,4
75,C,11595531,3700,Richaun Holmes,PHX,25,1,0,1,14.7,2,1,3,33.3,0,0,0.0,0,0,0.0,1,2,3,0,2,1,1,4,9.6,0,0,4
76,PG,11595535,3600,Shai Gilgeous-Alexander,LAC,20,1,0,1,35.4,19,7,12,58.3,2,2,100.0,3,6,50.0,1,2,3,2,1,0,1,3,27.6,0,0,-16
77,SG,11595535,3600,Shai Gilgeous-Alexander,LAC,20,1,0,1,35.4,19,7,12,58.3,2,2,100.0,3,6,50.0,1,2,3,2,1,0,1,3,27.6,0,0,-16
78,SF,11595541,3600,Jonas Jerebko,GSW,31,1,0,1,16.2,0,0,4,0.0,0,4,0.0,0,0,0.0,2,2,4,0,1,0,0,2,3.8,0,0,-10
79,PF,11595541,3600,Jonas Jerebko,GSW,31,1,0,1,16.2,0,0,4,0.0,0,4,0.0,0,0,0.0,2,2,4,0,1,0,0,2,3.8,0,0,-10
80,SF,11595547,3600,Gary Clark,HOU,23,1,0,1,27.1,3,1,6,16.7,1,6,16.7,0,0,0.0,1,3,4,0,0,0,1,0,10.8,0,0,-18
81,PF,11595547,3600,Gary Clark,HOU,23,1,0,1,27.1,3,1,6,16.7,1,6,16.7,0,0,0.0,1,3,4,0,0,0,1,0,10.8,0,0,-18
82,PF,11595554,3500,Kevon Looney,GSW,22,1,0,1,21.3,8,2,3,66.7,0,0,0.0,4,4,100.0,0,5,5,2,1,0,1,3,19.0,0,0,-14
83,C,11595554,3500,Kevon Looney,GSW,22,1,0,1,21.3,8,2,3,66.7,0,0,0.0,4,4,100.0,0,5,5,2,1,0,1,3,19.0,0,0,-14
84,SG,11595558,3500,Gerald Green,HOU,32,1,0,1,16.3,8,3,6,50.0,2,5,40.0,0,0,0.0,0,2,2,0,1,0,0,3,9.4,0,0,-11
85,SF,11595558,3500,Gerald Green,HOU,32,1,0,1,16.3,8,3,6,50.0,2,5,40.0,0,0,0.0,0,2,2,0,1,0,0,3,9.4,0,0,-11
86,SG,11595563,3500,Mikal Bridges,PHX,22,1,0,1,12.9,2,1,5,20.0,0,1,0.0,0,0,0.0,0,0,0,0,0,2,0,0,8.0,0,0,-3
87,SF,11595563,3500,Mikal Bridges,PHX,22,1,0,1,12.9,2,1,5,20.0,0,1,0.0,0,0,0.0,0,0,0,0,0,2,0,0,8.0,0,0,-3
88,SG,11595568,3400,Nik Stauskas,POR,25,1,1,0,17.9,8,3,8,37.5,1,5,20.0,1,2,50.0,0,3,3,2,1,0,1,3,16.6,0,0,3
89,SF,11595568,3400,Nik Stauskas,POR,25,1,1,0,17.9,8,3,8,37.5,1,5,20.0,1,2,50.0,0,3,3,2,1,0,1,3,16.6,0,0,3
90,SF,11595573,3400,Jake Layman,POR,24,1,1,0,13.7,0,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,3.6,0,0,4
91,PF,11595573,3400,Jake Layman,POR,24,1,1,0,13.7,0,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,3.6,0,0,4
92,SF,11595579,3400,Mike Scott,LAC,30,1,0,1,19.1,2,1,5,20.0,0,3,0.0,0,0,0.0,0,4,4,0,0,0,1,3,9.8,0,0,-3
93,PF,11595579,3400,Mike Scott,LAC,30,1,0,1,19.1,2,1,5,20.0,0,3,0.0,0,0,0.0,0,4,4,0,0,0,1,3,9.8,0,0,-3
94,PG,11595583,3400,Donte DiVincenzo,MIL,21,1,1,0,14.0,4,2,6,33.3,0,4,0.0,0,0,0.0,1,2,3,3,0,0,0,3,12.1,0,0,13
95,SF,11595583,3400,Donte DiVincenzo,MIL,21,1,1,0,14.0,4,2,6,33.3,0,4,0.0,0,0,0.0,1,2,3,3,0,0,0,3,12.1,0,0,13
96,PF,11595588,3400,Patrick Patterson,OKC,29,1,1,0,12.9,3,1,3,33.3,1,3,33.3,0,0,0.0,0,2,2,0,1,0,0,1,4.4,0,0,-4
97,C,11595588,3400,Patrick Patterson,OKC,29,1,1,0,12.9,3,1,3,33.3,1,3,33.3,0,0,0.0,0,2,2,0,1,0,0,1,4.4,0,0,-4
98,SG,11595595,3400,Josh Jackson,PHX,21,1,0,1,5.2,2,1,1,100.0,0,0,0.0,0,0,0.0,0,2,2,0,2,0,2,2,8.4,0,0,0
99,SF,11595595,3400,Josh Jackson,PHX,21,1,0,1,5.2,2,1,1,100.0,0,0,0.0,0,0,0.0,0,2,2,0,2,0,2,2,8.4,0,0,0
100,SG,11595623,3200,Tony Snell,MIL,26,1,1,0,20.3,6,2,8,25.0,1,3,33.3,1,1,100.0,0,3,3,3,0,0,0,1,14.1,0,0,-12
101,SF,11595623,3200,Tony Snell,MIL,26,1,1,0,20.3,6,2,8,25.0,1,3,33.3,1,1,100.0,0,3,3,3,0,0,0,1,14.1,0,0,-12
102,SG,11595630,3200,Hamidou Diallo,OKC,20,1,1,0,11.7,5,2,4,50.0,0,1,0.0,1,2,50.0,2,2,4,0,1,0,0,1,8.8,0,0,-15
103,SF,11595630,3200,Hamidou Diallo,OKC,20,1,1,0,11.7,5,2,4,50.0,0,1,0.0,1,2,50.0,2,2,4,0,1,0,0,1,8.8,0,0,-15
104,SG,11595635,3200,Terrance Ferguson,OKC,20,1,1,0,29.9,14,5,10,50.0,4,9,44.4,0,0,0.0,1,3,4,0,2,1,1,4,22.8,0,0,24
105,SF,11595635,3200,Terrance Ferguson,OKC,20,1,1,0,29.9,14,5,10,50.0,4,9,44.4,0,0,0.0,1,3,4,0,2,1,1,4,22.8,0,0,24
106,PF,11595640,3200,Marquese Chriss,HOU,21,1,0,1,5.9,2,1,3,33.3,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,0,5.9,0,0,4
107,C,11595640,3200,Marquese Chriss,HOU,21,1,0,1,5.9,2,1,3,33.3,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,0,5.9,0,0,4
108,PF,11595646,3200,Ryan Anderson,PHX,30,1,0,1,15.3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,1,0,3,6.9,0,0,-9
109,C,11595646,3200,Ryan Anderson,PHX,30,1,0,1,15.3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,1,0,3,6.9,0,0,-9
110,PG,11595650,3100,Seth Curry,POR,28,1,1,0,13.1,5,1,5,20.0,1,1,100.0,2,2,100.0,0,1,1,0,0,0,0,1,6.2,0,0,6
111,SG,11595650,3100,Seth Curry,POR,28,1,1,0,13.1,5,1,5,20.0,1,1,100.0,2,2,100.0,0,1,1,0,0,0,0,1,6.2,0,0,6
112,SG,11595654,3100,Pat Connaughton,MIL,25,1,1,0,21.3,15,7,11,63.6,1,3,33.3,0,1,0.0,2,2,4,2,1,0,1,3,24.8,0,0,9
113,SF,11595654,3100,Pat Connaughton,MIL,25,1,1,0,21.3,15,7,11,63.6,1,3,33.3,0,1,0.0,2,2,4,2,1,0,1,3,24.8,0,0,9
114,PF,11595659,3100,Isaiah Hartenstein,HOU,20,1,0,1,6.1,0,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,0,1,0,0,2,2.6,0,0,-1
115,C,11595659,3100,Isaiah Hartenstein,HOU,20,1,0,1,6.1,0,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,0,1,0,0,2,2.6,0,0,-1
116,SF,11595667,3100,Semi Ojeleye,BOS,23,1,1,0,7.4,3,1,2,50.0,0,1,0.0,1,1,100.0,0,1,1,0,0,0,1,0,7.2,0,0,2
117,PF,11595667,3100,Semi Ojeleye,BOS,23,1,1,0,7.4,3,1,2,50.0,0,1,0.0,1,1,100.0,0,1,1,0,0,0,1,0,7.2,0,0,2
118,PF,11595671,3000,Caleb Swanigan,POR,21,1,1,0,8.0,4,2,5,40.0,0,0,0.0,0,0,0.0,2,1,3,1,1,1,0,1,11.1,0,0,-1
119,C,11595671,3000,Caleb Swanigan,POR,21,1,1,0,8.0,4,2,5,40.0,0,0,0.0,0,0,0.0,2,1,3,1,1,1,0,1,11.1,0,0,-1
120,PF,11595708,3000,Thon Maker,MIL,21,1,1,0,6.7,8,4,6,66.7,0,1,0.0,0,0,0.0,1,0,1,0,0,1,0,0,12.2,0,0,-4
121,C,11595708,3000,Thon Maker,MIL,21,1,1,0,6.7,8,4,6,66.7,0,1,0.0,0,0,0.0,1,0,1,0,0,1,0,0,12.2,0,0,-4
122,PG,11595712,3000,Matthew Dellavedova,MIL,28,1,1,0,6.7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,3,1,0,0,0,4.7,0,0,-4
123,SG,11595712,3000,Matthew Dellavedova,MIL,28,1,1,0,6.7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,3,1,0,0,0,4.7,0,0,-4
124,SG,11595729,3000,Sterling Brown,MIL,23,1,1,0,6.7,3,1,2,50.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,1,1,6.0,0,0,-4
125,SF,11595729,3000,Sterling Brown,MIL,23,1,1,0,6.7,3,1,2,50.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,1,1,6.0,0,0,-4
126,SG,11595744,3000,Damion Lee,GSW,26,1,0,1,12.0,8,2,3,66.7,1,1,100.0,3,4,75.0,0,2,2,0,0,1,0,2,13.4,0,0,3
127,SF,11595744,3000,Damion Lee,GSW,26,1,0,1,12.0,8,2,3,66.7,1,1,100.0,3,4,75.0,0,2,2,0,0,1,0,2,13.4,0,0,3
128,SG,11595757,3000,Timothe Luwawu-Cabarrot,OKC,23,1,1,0,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,-3
129,SF,11595757,3000,Timothe Luwawu-Cabarrot,OKC,23,1,1,0,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,-3
130,PF,11595814,3000,Guerschon Yabusele,BOS,22,1,1,0,4.8,0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,1,0,0,1,2.9,0,0,-1
131,C,11595814,3000,Guerschon Yabusele,BOS,22,1,1,0,4.8,0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,1,0,0,1,2.9,0,0,-1
