,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
51,SF,11587453,6100,Evan Fournier,ORL,26,1,0,1,31.0,27,12,19,63.2,3,6,50.0,0,0,0.0,1,4,5,3,4,3,1,2,45.5,0,0,16
52,SG,11587448,6000,Andrew Wiggins,MIN,23,1,0,1,41.0,19,8,14,57.1,3,7,42.9,0,0,0.0,1,3,4,5,1,3,1,3,42.3,0,0,6
53,SF,11587448,6000,Andrew Wiggins,MIN,23,1,0,1,41.0,19,8,14,57.1,3,7,42.9,0,0,0.0,1,3,4,5,1,3,1,3,42.3,0,0,6
54,SF,11587461,6000,Nemanja Bjelica,SAC,30,1,0,1,18.9,0,0,5,0.0,0,2,0.0,0,0,0.0,0,1,1,3,1,4,1,4,19.7,0,0,1
55,PF,11587461,6000,Nemanja Bjelica,SAC,30,1,0,1,18.9,0,0,5,0.0,0,2,0.0,0,0,0.0,0,1,1,3,1,4,1,4,19.7,0,0,1
56,PF,11587465,5900,Kyle Kuzma,LAL,23,1,1,0,32.6,21,8,15,53.3,4,7,57.1,1,2,50.0,0,2,2,1,2,1,0,2,25.9,0,0,3
57,C,11587465,5900,Kyle Kuzma,LAL,23,1,1,0,32.6,21,8,15,53.3,4,7,57.1,1,2,50.0,0,2,2,1,2,1,0,2,25.9,0,0,3
58,SF,11587469,5800,Robert Covington,PHI,27,1,1,0,35.9,13,5,9,55.6,2,6,33.3,1,1,100.0,0,4,4,1,1,2,2,3,30.3,0,0,18
59,PF,11587469,5800,Robert Covington,PHI,27,1,1,0,35.9,13,5,9,55.6,2,6,33.3,1,1,100.0,0,4,4,1,1,2,2,3,30.3,0,0,18
60,SF,11587476,5800,Jabari Parker,CHI,23,1,0,1,35.9,20,7,14,50.0,0,3,0.0,6,8,75.0,0,13,13,3,2,0,0,3,38.1,1,0,-11
61,PF,11587476,5800,Jabari Parker,CHI,23,1,0,1,35.9,20,7,14,50.0,0,3,0.0,6,8,75.0,0,13,13,3,2,0,0,3,38.1,1,0,-11
62,PG,11587480,5700,Brandon Ingram,LAL,21,1,1,0,34.6,20,8,14,57.1,2,3,66.7,2,2,100.0,1,4,5,6,3,1,2,2,41.0,0,0,-2
63,SF,11587480,5700,Brandon Ingram,LAL,21,1,1,0,34.6,20,8,14,57.1,2,3,66.7,2,2,100.0,1,4,5,6,3,1,2,2,41.0,0,0,-2
64,SG,11587485,5700,Kent Bazemore,ATL,29,1,0,1,31.3,16,4,16,25.0,1,7,14.3,7,9,77.8,2,5,7,3,2,1,0,2,29.9,0,0,-17
65,SF,11587485,5700,Kent Bazemore,ATL,29,1,0,1,31.3,16,4,16,25.0,1,7,14.3,7,9,77.8,2,5,7,3,2,1,0,2,29.9,0,0,-17
66,PG,11587502,5600,Derrick Rose,MIN,30,1,0,1,36.5,31,11,17,64.7,7,9,77.8,2,2,100.0,1,2,3,5,4,0,0,1,38.1,0,0,11
67,SG,11587502,5600,Derrick Rose,MIN,30,1,0,1,36.5,31,11,17,64.7,7,9,77.8,2,2,100.0,1,2,3,5,4,0,0,1,38.1,0,0,11
68,PG,11587490,5600,Reggie Jackson,DET,28,1,1,0,26.4,15,5,11,45.5,1,6,16.7,4,5,80.0,0,1,1,4,5,0,0,4,17.2,0,0,-11
69,SG,11587490,5600,Reggie Jackson,DET,28,1,1,0,26.4,15,5,11,45.5,1,6,16.7,4,5,80.0,0,1,1,4,5,0,0,4,17.2,0,0,-11
70,SF,11587494,5600,Justise Winslow,MIA,22,1,1,0,30.8,16,7,17,41.2,1,6,16.7,1,1,100.0,0,5,5,3,4,0,0,3,22.5,0,0,-2
71,PF,11587494,5600,Justise Winslow,MIA,22,1,1,0,30.8,16,7,17,41.2,1,6,16.7,1,1,100.0,0,5,5,3,4,0,0,3,22.5,0,0,-2
72,SF,11587516,5500,Jae Crowder,UTA,28,1,1,0,30.4,14,6,12,50.0,1,6,16.7,1,2,50.0,0,6,6,0,2,1,0,5,22.2,0,0,13
73,PF,11587516,5500,Jae Crowder,UTA,28,1,1,0,30.4,14,6,12,50.0,1,6,16.7,1,2,50.0,0,6,6,0,2,1,0,5,22.2,0,0,13
74,SG,11587506,5400,JJ Redick,PHI,34,1,1,0,28.8,10,2,9,22.2,0,7,0.0,6,6,100.0,1,0,1,6,3,0,0,1,17.2,0,0,9
75,SF,11587506,5400,JJ Redick,PHI,34,1,1,0,28.8,10,2,9,22.2,0,7,0.0,6,6,100.0,1,0,1,6,3,0,0,1,17.2,0,0,9
76,PF,11587532,5300,Paul Millsap,DEN,33,1,0,1,19.7,2,1,7,14.3,0,1,0.0,0,0,0.0,1,2,3,1,2,1,0,2,8.1,0,0,-5
77,C,11587532,5300,Paul Millsap,DEN,33,1,0,1,19.7,2,1,7,14.3,0,1,0.0,0,0,0.0,1,2,3,1,2,1,0,2,8.1,0,0,-5
78,SF,11587536,5300,Harrison Barnes,DAL,26,1,0,1,35.8,14,4,13,30.8,2,5,40.0,4,4,100.0,1,4,5,0,5,0,0,2,15.0,0,0,-16
79,PF,11587536,5300,Harrison Barnes,DAL,26,1,0,1,35.8,14,4,13,30.8,2,5,40.0,4,4,100.0,1,4,5,0,5,0,0,2,15.0,0,0,-16
80,PF,11587543,5300,Serge Ibaka,TOR,29,1,1,0,28.0,14,6,10,60.0,2,3,66.7,0,0,0.0,3,11,14,0,3,0,3,4,36.8,1,0,5
81,C,11587543,5300,Serge Ibaka,TOR,29,1,1,0,28.0,14,6,10,60.0,2,3,66.7,0,0,0.0,3,11,14,0,3,0,3,4,36.8,1,0,5
82,PF,11587553,5200,Noah Vonleh,NYK,23,1,1,0,39.0,11,4,10,40.0,2,5,40.0,1,2,50.0,3,10,13,2,1,2,1,5,37.6,1,0,16
83,C,11587553,5200,Noah Vonleh,NYK,23,1,1,0,39.0,11,4,10,40.0,2,5,40.0,1,2,50.0,3,10,13,2,1,2,1,5,37.6,1,0,16
84,SF,11587563,5100,Jerami Grant,OKC,24,1,1,0,27.4,12,4,9,44.4,2,3,66.7,2,2,100.0,1,7,8,0,1,1,1,3,26.6,0,0,14
85,PF,11587563,5100,Jerami Grant,OKC,24,1,1,0,27.4,12,4,9,44.4,2,3,66.7,2,2,100.0,1,7,8,0,1,1,1,3,26.6,0,0,14
86,SG,11587567,5100,Rodney Hood,CLE,26,1,0,1,22.6,11,3,7,42.9,2,3,66.7,3,3,100.0,0,5,5,4,1,0,0,3,22.0,0,0,-2
87,SF,11587567,5100,Rodney Hood,CLE,26,1,0,1,22.6,11,3,7,42.9,2,3,66.7,3,3,100.0,0,5,5,4,1,0,0,3,22.0,0,0,-2
88,PF,11587572,5100,Kelly Olynyk,MIA,27,1,1,0,12.6,1,0,0,0.0,0,0,0.0,1,2,50.0,1,3,4,3,2,0,0,4,8.3,0,0,10
89,C,11587572,5100,Kelly Olynyk,MIA,27,1,1,0,12.6,1,0,0,0.0,0,0,0.0,1,2,50.0,1,3,4,3,2,0,0,4,8.3,0,0,10
90,PG,11587578,5000,Markelle Fultz,PHI,20,1,1,0,25.6,7,3,7,42.9,0,0,0.0,1,2,50.0,1,2,3,4,1,3,0,3,24.6,0,0,14
91,SG,11587578,5000,Markelle Fultz,PHI,20,1,1,0,25.6,7,3,7,42.9,0,0,0.0,1,2,50.0,1,2,3,4,1,3,0,3,24.6,0,0,14
92,PG,11587590,4900,Tyus Jones,MIN,22,1,0,1,12.3,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,3,1,0,0,1,4.7,0,0,-17
93,SG,11587590,4900,Tyus Jones,MIN,22,1,0,1,12.3,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,3,1,0,0,1,4.7,0,0,-17
94,SF,11587594,4900,Thaddeus Young,IND,30,1,0,1,21.2,6,3,8,37.5,0,3,0.0,0,0,0.0,3,2,5,0,4,2,0,3,14.0,0,0,-16
95,PF,11587594,4900,Thaddeus Young,IND,30,1,0,1,21.2,6,3,8,37.5,0,3,0.0,0,0,0.0,3,2,5,0,4,2,0,3,14.0,0,0,-16
96,SG,11587604,4900,Wesley Matthews,DAL,32,1,0,1,33.6,13,4,10,40.0,0,3,0.0,5,6,83.3,1,5,6,4,0,1,0,2,29.2,0,0,-22
97,SF,11587604,4900,Wesley Matthews,DAL,32,1,0,1,33.6,13,4,10,40.0,0,3,0.0,5,6,83.3,1,5,6,4,0,1,0,2,29.2,0,0,-22
98,SF,11587617,4800,Dario Saric,PHI,24,1,1,0,35.9,18,6,13,46.2,4,6,66.7,2,2,100.0,0,7,7,2,1,0,0,0,28.4,0,0,-1
99,PF,11587617,4800,Dario Saric,PHI,24,1,1,0,35.9,18,6,13,46.2,4,6,66.7,2,2,100.0,0,7,7,2,1,0,0,0,28.4,0,0,-1
100,PF,11587621,4800,Derrick Favors,UTA,27,1,1,0,24.7,13,5,9,55.6,1,1,100.0,2,4,50.0,4,2,6,0,1,2,3,2,34.2,0,0,10
101,C,11587621,4800,Derrick Favors,UTA,27,1,1,0,24.7,13,5,9,55.6,1,1,100.0,2,4,50.0,4,2,6,0,1,2,3,2,34.2,0,0,10
102,SG,11587629,4800,Bogdan Bogdanovic,SAC,26,1,0,1,18.4,7,3,7,42.9,1,3,33.3,0,0,0.0,0,2,2,1,0,0,0,2,10.9,0,0,-12
103,SF,11587629,4800,Bogdan Bogdanovic,SAC,26,1,0,1,18.4,7,3,7,42.9,1,3,33.3,0,0,0.0,0,2,2,1,0,0,0,2,10.9,0,0,-12
104,SG,11587634,4700,Terrence Ross,ORL,27,1,0,1,27.6,15,6,12,50.0,2,5,40.0,1,2,50.0,1,3,4,0,3,1,1,0,22.8,0,0,-24
105,SF,11587634,4700,Terrence Ross,ORL,27,1,0,1,27.6,15,6,12,50.0,2,5,40.0,1,2,50.0,1,3,4,0,3,1,1,0,22.8,0,0,-24
106,SG,11587644,4700,Justin Holiday,CHI,29,1,0,1,38.1,17,6,16,37.5,3,12,25.0,2,2,100.0,0,1,1,2,1,3,1,3,32.2,0,0,-6
107,SF,11587644,4700,Justin Holiday,CHI,29,1,0,1,38.1,17,6,16,37.5,3,12,25.0,2,2,100.0,0,1,1,2,1,3,1,3,32.2,0,0,-6
108,PF,11587649,4600,Larry Nance Jr.,CLE,25,1,0,1,22.3,6,3,6,50.0,0,0,0.0,0,0,0.0,1,5,6,1,2,0,1,3,15.7,0,0,2
109,C,11587649,4600,Larry Nance Jr.,CLE,25,1,0,1,22.3,6,3,6,50.0,0,0,0.0,0,0,0.0,1,5,6,1,2,0,1,3,15.7,0,0,2
110,PG,11587666,4600,Jordan Clarkson,CLE,26,1,0,1,32.9,11,5,17,29.4,1,7,14.3,0,1,0.0,4,5,9,8,3,1,0,3,33.8,0,0,-5
111,SG,11587666,4600,Jordan Clarkson,CLE,26,1,0,1,32.9,11,5,17,29.4,1,7,14.3,0,1,0.0,4,5,9,8,3,1,0,3,33.8,0,0,-5
112,PF,11587656,4600,Dewayne Dedmon,ATL,29,1,0,1,17.1,2,1,3,33.3,0,1,0.0,0,0,0.0,0,3,3,1,1,0,1,4,9.1,0,0,-12
113,C,11587656,4600,Dewayne Dedmon,ATL,29,1,0,1,17.1,2,1,3,33.3,0,1,0.0,0,0,0.0,0,3,3,1,1,0,1,4,9.1,0,0,-12
114,SG,11587670,4500,Bojan Bogdanovic,IND,29,1,0,1,36.6,13,4,11,36.4,3,6,50.0,2,2,100.0,0,5,5,1,0,1,0,3,23.5,0,0,-6
115,SF,11587670,4500,Bojan Bogdanovic,IND,29,1,0,1,36.6,13,4,11,36.4,3,6,50.0,2,2,100.0,0,5,5,1,0,1,0,3,23.5,0,0,-6
116,PG,11587675,4500,Tyler Johnson,MIA,26,1,1,0,31.5,9,4,10,40.0,1,5,20.0,0,2,0.0,0,3,3,2,1,4,1,0,29.6,0,0,-1
117,SG,11587675,4500,Tyler Johnson,MIA,26,1,1,0,31.5,9,4,10,40.0,1,5,20.0,0,2,0.0,0,3,3,2,1,4,1,0,29.6,0,0,-1
118,SG,11587684,4500,E'Twaun Moore,NOP,29,1,1,0,31.2,8,3,9,33.3,1,3,33.3,1,1,100.0,1,1,2,4,0,0,1,2,19.4,0,0,11
119,SF,11587684,4500,E'Twaun Moore,NOP,29,1,1,0,31.2,8,3,9,33.3,1,3,33.3,1,1,100.0,1,1,2,4,0,0,1,2,19.4,0,0,11
120,SG,11587696,4400,Tyreke Evans,IND,29,1,0,1,21.1,7,3,10,30.0,0,2,0.0,1,2,50.0,0,2,2,2,1,0,0,1,11.4,0,0,1
121,SF,11587696,4400,Tyreke Evans,IND,29,1,0,1,21.1,7,3,10,30.0,0,2,0.0,1,2,50.0,0,2,2,2,1,0,0,1,11.4,0,0,1
122,SG,11587704,4400,Garrett Temple,MEM,32,1,1,0,30.0,5,1,4,25.0,0,2,0.0,3,4,75.0,0,2,2,0,1,0,0,3,6.4,0,0,10
123,SF,11587704,4400,Garrett Temple,MEM,32,1,1,0,30.0,5,1,4,25.0,0,2,0.0,3,4,75.0,0,2,2,0,1,0,0,3,6.4,0,0,10
124,SF,11587709,4400,Trey Lyles,DEN,23,1,0,1,28.1,16,6,9,66.7,2,5,40.0,2,3,66.7,0,9,9,1,0,1,0,3,31.3,0,0,5
125,PF,11587709,4400,Trey Lyles,DEN,23,1,0,1,28.1,16,6,9,66.7,2,5,40.0,2,3,66.7,0,9,9,1,0,1,0,3,31.3,0,0,5
126,PG,11587713,4400,Fred VanVleet,TOR,24,1,1,0,21.4,8,3,9,33.3,2,6,33.3,0,0,0.0,0,1,1,2,0,2,0,3,18.2,0,0,3
127,SG,11587713,4400,Fred VanVleet,TOR,24,1,1,0,21.4,8,3,9,33.3,2,6,33.3,0,0,0.0,0,1,1,2,0,2,0,3,18.2,0,0,3
128,SG,11587731,4300,Danny Green,TOR,31,1,1,0,31.1,6,2,10,20.0,2,8,25.0,0,0,0.0,1,4,5,2,5,1,0,1,13.0,0,0,11
129,SF,11587731,4300,Danny Green,TOR,31,1,1,0,31.1,6,2,10,20.0,2,8,25.0,0,0,0.0,1,4,5,2,5,1,0,1,13.0,0,0,11
130,SG,11587742,4200,Marco Belinelli,SAS,32,1,0,1,27.6,8,3,13,23.1,2,6,33.3,0,0,0.0,0,0,0,3,2,2,0,1,16.5,0,0,1
131,SF,11587742,4200,Marco Belinelli,SAS,32,1,0,1,27.6,8,3,13,23.1,2,6,33.3,0,0,0.0,0,0,0,3,2,2,0,1,16.5,0,0,1
132,SG,11587753,4100,Reggie Bullock,DET,27,1,1,0,18.1,1,0,6,0.0,0,2,0.0,1,1,100.0,0,3,3,1,1,1,0,0,8.1,0,0,-10
133,SF,11587753,4100,Reggie Bullock,DET,27,1,1,0,18.1,1,0,6,0.0,0,2,0.0,1,1,100.0,0,3,3,1,1,1,0,0,8.1,0,0,-10
134,PG,11587758,4100,Kyle Anderson,MEM,25,1,1,0,32.5,14,5,9,55.6,1,2,50.0,3,4,75.0,0,5,5,1,2,1,0,1,22.5,0,0,-1
135,SF,11587758,4100,Kyle Anderson,MEM,25,1,1,0,32.5,14,5,9,55.6,1,2,50.0,3,4,75.0,0,5,5,1,2,1,0,1,22.5,0,0,-1
136,PG,11587774,4000,Dante Exum,UTA,23,1,1,0,11.4,9,2,3,66.7,1,2,50.0,4,4,100.0,1,0,1,2,0,0,1,4,16.2,0,0,10
137,SG,11587774,4000,Dante Exum,UTA,23,1,1,0,11.4,9,2,3,66.7,1,2,50.0,4,4,100.0,1,0,1,2,0,0,1,4,16.2,0,0,10
138,PG,11587778,4000,Bryn Forbes,SAS,25,1,0,1,31.9,12,4,12,33.3,2,5,40.0,2,2,100.0,0,1,1,3,0,1,0,4,20.7,0,0,-13
139,SG,11587778,4000,Bryn Forbes,SAS,25,1,0,1,31.9,12,4,12,33.3,2,5,40.0,2,2,100.0,0,1,1,3,0,1,0,4,20.7,0,0,-13
140,PG,11587785,4000,Cameron Payne,CHI,24,1,0,1,14.9,4,2,7,28.6,0,2,0.0,0,0,0.0,0,0,0,2,2,3,0,1,14.0,0,0,-7
141,SG,11587785,4000,Cameron Payne,CHI,24,1,0,1,14.9,4,2,7,28.6,0,2,0.0,0,0,0.0,0,0,0,2,2,3,0,1,14.0,0,0,-7
142,PG,11587794,3900,Raymond Felton,OKC,34,1,1,0,14.0,4,2,6,33.3,0,2,0.0,0,0,0.0,0,1,1,2,1,3,1,1,19.2,0,0,-11
143,SG,11587794,3900,Raymond Felton,OKC,34,1,1,0,14.0,4,2,6,33.3,0,2,0.0,0,0,0.0,0,1,1,2,1,3,1,1,19.2,0,0,-11
144,PG,11587798,3900,Langston Galloway,DET,26,1,1,0,26.1,12,4,8,50.0,4,8,50.0,0,0,0.0,0,6,6,3,1,0,0,2,22.7,0,0,20
145,SG,11587798,3900,Langston Galloway,DET,26,1,1,0,26.1,12,4,8,50.0,4,8,50.0,0,0,0.0,0,6,6,3,1,0,0,2,22.7,0,0,20
146,PG,11587807,3900,Patty Mills,SAS,30,1,0,1,27.8,20,8,22,36.4,4,12,33.3,0,0,0.0,1,3,4,0,2,0,0,0,22.8,0,0,-3
147,SG,11587807,3900,Patty Mills,SAS,30,1,0,1,27.8,20,8,22,36.4,4,12,33.3,0,0,0.0,1,3,4,0,2,0,0,0,22.8,0,0,-3
148,SF,11587811,3900,Mario Hezonja,NYK,23,1,1,0,11.6,1,0,2,0.0,0,1,0.0,1,2,50.0,0,2,2,0,0,0,0,2,3.4,0,0,-13
149,PF,11587811,3900,Mario Hezonja,NYK,23,1,1,0,11.6,1,0,2,0.0,0,1,0.0,1,2,50.0,0,2,2,0,0,0,0,2,3.4,0,0,-13
150,PG,11587815,3800,Lance Stephenson,LAL,28,1,1,0,4.0,0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1.2,0,0,-2
151,SG,11587815,3800,Lance Stephenson,LAL,28,1,1,0,4.0,0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1.2,0,0,-2
152,SF,11587819,3800,Juancho Hernangomez,DEN,23,1,0,1,22.3,7,3,6,50.0,1,4,25.0,0,0,0.0,3,2,5,0,0,0,1,2,16.0,0,0,4
153,PF,11587819,3800,Juancho Hernangomez,DEN,23,1,0,1,22.3,7,3,6,50.0,1,4,25.0,0,0,0.0,3,2,5,0,0,0,1,2,16.0,0,0,4
