,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
31,C,11619743,3800,Kevon Looney,GSW,22,1,1,0,19,4,1,2,50.0,0,0,0.0,2,3,66.7,2,1,3,3,1,1,2,3,20.1,0,0,-2
32,PG,11619751,3800,Jeremy Lin,ATL,30,1,0,1,21,10,4,9,44.4,2,5,40.0,0,0,0.0,1,2,3,4,2,1,0,2,20.6,0,0,4
33,SG,11619751,3800,Jeremy Lin,ATL,30,1,0,1,21,10,4,9,44.4,2,5,40.0,0,0,0.0,1,2,3,4,2,1,0,2,20.6,0,0,4
34,SG,11619764,3600,James Ennis III,HOU,28,1,1,0,34,16,6,8,75.0,2,4,50.0,2,2,100.0,0,4,4,1,1,1,2,3,30.3,0,0,9
35,SF,11619764,3600,James Ennis III,HOU,28,1,1,0,34,16,6,8,75.0,2,4,50.0,2,2,100.0,0,4,4,1,1,1,2,3,30.3,0,0,9
36,PF,11619769,3600,Mason Plumlee,DEN,28,1,0,1,14,4,1,4,25.0,0,0,0.0,2,4,50.0,2,0,2,4,0,1,0,4,15.4,0,0,4
37,C,11619769,3600,Mason Plumlee,DEN,28,1,0,1,14,4,1,4,25.0,0,0,0.0,2,4,50.0,2,0,2,4,0,1,0,4,15.4,0,0,4
38,SF,11619798,3300,Jonas Jerebko,GSW,31,1,1,0,25,14,5,10,50.0,4,7,57.1,0,0,0.0,4,9,13,2,0,0,0,3,32.6,1,0,23
39,PF,11619798,3300,Jonas Jerebko,GSW,31,1,1,0,25,14,5,10,50.0,4,7,57.1,0,0,0.0,4,9,13,2,0,0,0,3,32.6,1,0,23
40,SG,11619805,3200,David Nwaba,CLE,25,1,1,0,27,18,7,9,77.8,2,2,100.0,2,3,66.7,1,4,5,2,0,1,0,3,30.0,0,0,22
41,SF,11619805,3200,David Nwaba,CLE,25,1,1,0,27,18,7,9,77.8,2,2,100.0,2,3,66.7,1,4,5,2,0,1,0,3,30.0,0,0,22
42,SG,11619824,3100,Torrey Craig,DEN,27,1,0,1,7,5,2,2,100.0,1,1,100.0,0,0,0.0,0,1,1,0,2,0,1,1,7.2,0,0,2
43,SF,11619824,3100,Torrey Craig,DEN,27,1,0,1,7,5,2,2,100.0,1,1,100.0,0,0,0.0,0,1,1,0,2,0,1,1,7.2,0,0,2
44,PF,11619831,3000,Frank Kaminsky,CHA,25,1,0,1,5,5,1,2,50.0,1,1,100.0,2,2,100.0,2,1,3,1,1,0,0,0,9.1,0,0,-1
45,C,11619831,3000,Frank Kaminsky,CHA,25,1,0,1,5,5,1,2,50.0,1,1,100.0,2,2,100.0,2,1,3,1,1,0,0,0,9.1,0,0,-1
46,PF,11619850,3000,Channing Frye,CLE,35,1,1,0,3,6,2,2,100.0,2,2,100.0,0,0,0.0,0,2,2,0,0,1,0,0,11.4,0,0,2
47,C,11619850,3000,Channing Frye,CLE,35,1,1,0,3,6,2,2,100.0,2,2,100.0,0,0,0.0,0,2,2,0,0,1,0,0,11.4,0,0,2
