,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
23,SF,11602924,6400,Evan Fournier,ORL,26,1,1,0,37,15,6,17,35.3,3,10,30.0,0,0,0.0,0,4,4,6,3,2,1,2,34.8,0,0,-1
24,PF,11602929,6300,Domantas Sabonis,IND,22,1,1,0,24,17,6,7,85.7,0,0,0.0,5,8,62.5,2,9,11,1,2,0,1,4,32.7,1,0,-12
25,C,11602929,6300,Domantas Sabonis,IND,22,1,1,0,24,17,6,7,85.7,0,0,0.0,5,8,62.5,2,9,11,1,2,0,1,4,32.7,1,0,-12
26,SG,11602933,6300,Nicolas Batum,CHA,29,1,0,1,17,5,2,4,50.0,1,1,100.0,0,0,0.0,0,2,2,2,1,2,0,0,15.4,0,0,-9
27,SF,11602933,6300,Nicolas Batum,CHA,29,1,0,1,17,5,2,4,50.0,1,1,100.0,0,0,0.0,0,2,2,2,1,2,0,0,15.4,0,0,-9
28,PF,11602950,6200,Al Horford,BOS,32,1,0,1,29,13,6,10,60.0,1,3,33.3,0,0,0.0,0,4,4,3,2,1,2,2,29.3,0,0,-11
29,C,11602950,6200,Al Horford,BOS,32,1,0,1,29,13,6,10,60.0,1,3,33.3,0,0,0.0,0,4,4,3,2,1,2,2,29.3,0,0,-11
30,SG,11602956,6000,Rodney McGruder,MIA,27,1,0,1,34,11,4,11,36.4,3,3,100.0,0,0,0.0,3,1,4,5,2,1,0,3,24.3,0,0,-20
31,SF,11602956,6000,Rodney McGruder,MIA,27,1,0,1,34,11,4,11,36.4,3,3,100.0,0,0,0.0,3,1,4,5,2,1,0,3,24.3,0,0,-20
32,SF,11602961,5900,Marcus Morris,BOS,29,1,0,1,27,16,5,11,45.5,2,4,50.0,4,4,100.0,0,5,5,2,2,2,0,1,29.0,0,0,9
33,PF,11602961,5900,Marcus Morris,BOS,29,1,0,1,27,16,5,11,45.5,2,4,50.0,4,4,100.0,0,5,5,2,2,2,0,1,29.0,0,0,9
34,PG,11602968,5800,Reggie Jackson,DET,28,1,1,0,21,10,4,9,44.4,2,4,50.0,0,0,0.0,0,2,2,3,1,1,0,4,18.9,0,0,15
35,SG,11602968,5800,Reggie Jackson,DET,28,1,1,0,21,10,4,9,44.4,2,4,50.0,0,0,0.0,0,2,2,3,1,1,0,4,18.9,0,0,15
36,SG,11602972,5800,Kent Bazemore,ATL,29,1,0,1,22,8,3,6,50.0,0,0,0.0,2,2,100.0,0,3,3,1,2,0,1,1,14.1,0,0,-19
37,SF,11602972,5800,Kent Bazemore,ATL,29,1,0,1,22,8,3,6,50.0,0,0,0.0,2,2,100.0,0,3,3,1,2,0,1,1,14.1,0,0,-19
38,SG,11602981,5700,Joe Ingles,UTA,31,1,1,0,35,27,10,14,71.4,5,9,55.6,2,2,100.0,0,5,5,7,1,1,1,3,48.5,0,0,23
39,SF,11602981,5700,Joe Ingles,UTA,31,1,1,0,35,27,10,14,71.4,5,9,55.6,2,2,100.0,0,5,5,7,1,1,1,3,48.5,0,0,23
40,SF,11602993,5700,Nemanja Bjelica,SAC,30,1,1,0,27,14,6,13,46.2,2,6,33.3,0,0,0.0,1,7,8,1,4,1,2,5,30.1,0,0,0
41,PF,11602993,5700,Nemanja Bjelica,SAC,30,1,1,0,27,14,6,13,46.2,2,6,33.3,0,0,0.0,1,7,8,1,4,1,2,5,30.1,0,0,0
42,PG,11602977,5600,D'Angelo Russell,BKN,22,1,1,0,26,23,7,14,50.0,3,5,60.0,6,8,75.0,0,4,4,5,2,2,0,2,39.3,0,0,3
43,SG,11602977,5600,D'Angelo Russell,BKN,22,1,1,0,26,23,7,14,50.0,3,5,60.0,6,8,75.0,0,4,4,5,2,2,0,2,39.3,0,0,3
44,SF,11602989,5600,Justise Winslow,MIA,22,1,0,1,28,11,4,13,30.8,1,2,50.0,2,3,66.7,0,2,2,5,3,1,0,3,20.9,0,0,-18
45,PF,11602989,5600,Justise Winslow,MIA,22,1,0,1,28,11,4,13,30.8,1,2,50.0,2,3,66.7,0,2,2,5,3,1,0,3,20.9,0,0,-18
46,SF,11603004,5400,Robert Covington,PHI,27,1,1,0,30,7,2,8,25.0,1,7,14.3,2,2,100.0,1,2,3,1,0,0,4,5,24.1,0,0,-9
47,PF,11603004,5400,Robert Covington,PHI,27,1,1,0,30,7,2,8,25.0,1,7,14.3,2,2,100.0,1,2,3,1,0,0,4,5,24.1,0,0,-9
48,SF,11603010,5300,Jae Crowder,UTA,28,1,1,0,30,20,8,15,53.3,4,9,44.4,0,0,0.0,0,6,6,4,1,1,1,3,38.2,0,0,-1
49,PF,11603010,5300,Jae Crowder,UTA,28,1,1,0,30,20,8,15,53.3,4,9,44.4,0,0,0.0,0,6,6,4,1,1,1,3,38.2,0,0,-1
50,SF,11603014,5200,Otto Porter Jr.,WAS,25,1,0,1,23,8,3,7,42.9,2,4,50.0,0,0,0.0,0,3,3,1,1,2,0,1,18.1,0,0,-9
51,PF,11603014,5200,Otto Porter Jr.,WAS,25,1,0,1,23,8,3,7,42.9,2,4,50.0,0,0,0.0,0,3,3,1,1,2,0,1,18.1,0,0,-9
52,SG,11603018,5200,JJ Redick,PHI,34,1,1,0,37,17,7,16,43.8,2,9,22.2,1,1,100.0,0,2,2,4,1,0,0,1,24.4,0,0,8
53,SF,11603018,5200,JJ Redick,PHI,34,1,1,0,37,17,7,16,43.8,2,9,22.2,1,1,100.0,0,2,2,4,1,0,0,1,24.4,0,0,8
54,PF,11603023,5100,Paul Millsap,DEN,33,1,0,1,27,11,4,8,50.0,0,1,0.0,3,6,50.0,4,7,11,0,3,0,1,2,24.2,1,0,-1
55,C,11603023,5100,Paul Millsap,DEN,33,1,0,1,27,11,4,8,50.0,0,1,0.0,3,6,50.0,4,7,11,0,3,0,1,2,24.2,1,0,-1
56,SF,11603036,5100,Markieff Morris,WAS,29,1,0,1,26,7,3,8,37.5,1,2,50.0,0,0,0.0,1,4,5,3,3,0,0,3,14.5,0,0,-7
57,PF,11603036,5100,Markieff Morris,WAS,29,1,0,1,26,7,3,8,37.5,1,2,50.0,0,0,0.0,1,4,5,3,3,0,0,3,14.5,0,0,-7
58,SG,11603027,5000,Gordon Hayward,BOS,28,1,0,1,26,13,3,9,33.3,1,5,20.0,6,6,100.0,0,1,1,7,1,1,0,3,26.7,0,0,-8
59,SF,11603027,5000,Gordon Hayward,BOS,28,1,0,1,26,13,3,9,33.3,1,5,20.0,6,6,100.0,0,1,1,7,1,1,0,3,26.7,0,0,-8
60,SF,11603032,5000,Dario Saric,PHI,24,1,1,0,40,18,6,13,46.2,4,8,50.0,2,2,100.0,3,6,9,2,5,0,1,4,29.8,0,0,-3
61,PF,11603032,5000,Dario Saric,PHI,24,1,1,0,40,18,6,13,46.2,4,8,50.0,2,2,100.0,3,6,9,2,5,0,1,4,29.8,0,0,-3
62,PG,11603182,4900,Terry Rozier,BOS,24,1,0,1,36,22,7,13,53.8,5,8,62.5,3,3,100.0,1,5,6,3,0,0,0,1,33.7,0,0,-18
63,SG,11603182,4900,Terry Rozier,BOS,24,1,0,1,36,22,7,13,53.8,5,8,62.5,3,3,100.0,1,5,6,3,0,0,0,1,33.7,0,0,-18
64,SG,11603040,4900,Jeremy Lamb,CHA,26,1,0,1,24,17,6,12,50.0,3,4,75.0,2,2,100.0,0,3,3,1,1,2,1,1,30.1,0,0,5
65,SF,11603040,4900,Jeremy Lamb,CHA,26,1,0,1,24,17,6,12,50.0,3,4,75.0,2,2,100.0,0,3,3,1,1,2,1,1,30.1,0,0,5
66,SF,11603056,4800,Thaddeus Young,IND,30,1,1,0,17,3,1,2,50.0,0,0,0.0,1,4,25.0,2,2,4,1,3,1,0,1,9.3,0,0,-1
67,PF,11603056,4800,Thaddeus Young,IND,30,1,1,0,17,3,1,2,50.0,0,0,0.0,1,4,25.0,2,2,4,1,3,1,0,1,9.3,0,0,-1
68,SF,11603088,4700,Trey Lyles,DEN,23,1,0,1,21,10,3,7,42.9,0,0,0.0,4,6,66.7,0,3,3,2,0,0,1,0,19.6,0,0,-1
69,PF,11603088,4700,Trey Lyles,DEN,23,1,0,1,21,10,3,7,42.9,0,0,0.0,4,6,66.7,0,3,3,2,0,0,1,0,19.6,0,0,-1
70,SG,11603067,4700,Terrence Ross,ORL,27,1,1,0,30,12,5,11,45.5,1,5,20.0,1,2,50.0,0,7,7,3,4,2,0,2,26.9,0,0,6
71,SF,11603067,4700,Terrence Ross,ORL,27,1,1,0,30,12,5,11,45.5,1,5,20.0,1,2,50.0,0,7,7,3,4,2,0,2,26.9,0,0,6
72,PG,11603081,4700,Markelle Fultz,PHI,20,1,1,0,23,7,2,5,40.0,0,0,0.0,3,6,50.0,2,3,5,4,2,0,0,5,17.0,0,0,2
73,SG,11603081,4700,Markelle Fultz,PHI,20,1,1,0,23,7,2,5,40.0,0,0,0.0,3,6,50.0,2,3,5,4,2,0,0,5,17.0,0,0,2
74,PG,11603063,4600,Spencer Dinwiddie,BKN,25,1,1,0,30,12,3,11,27.3,1,5,20.0,5,6,83.3,2,4,6,6,0,0,1,2,31.2,0,0,-1
75,SG,11603063,4600,Spencer Dinwiddie,BKN,25,1,1,0,30,12,3,11,27.3,1,5,20.0,5,6,83.3,2,4,6,6,0,0,1,2,31.2,0,0,-1
76,PF,11603095,4600,Derrick Favors,UTA,27,1,1,0,22,14,5,5,100.0,1,1,100.0,3,5,60.0,4,2,6,1,0,0,0,3,22.7,0,0,-4
77,C,11603095,4600,Derrick Favors,UTA,27,1,1,0,22,14,5,5,100.0,1,1,100.0,3,5,60.0,4,2,6,1,0,0,0,3,22.7,0,0,-4
78,SG,11603099,4600,Jaylen Brown,BOS,22,1,0,1,30,9,4,17,23.5,1,7,14.3,0,0,0.0,1,3,4,1,0,0,1,4,18.3,0,0,-17
79,SF,11603099,4600,Jaylen Brown,BOS,22,1,0,1,30,9,4,17,23.5,1,7,14.3,0,0,0.0,1,3,4,1,0,0,1,4,18.3,0,0,-17
80,PF,11603107,4500,Rondae Hollis-Jefferson,BKN,23,1,1,0,18,8,2,9,22.2,1,4,25.0,3,4,75.0,2,1,3,2,0,1,1,2,20.6,0,0,-2
81,C,11603107,4500,Rondae Hollis-Jefferson,BKN,23,1,1,0,18,8,2,9,22.2,1,4,25.0,3,4,75.0,2,1,3,2,0,1,1,2,20.6,0,0,-2
82,SG,11603111,4500,Kelly Oubre Jr.,WAS,22,1,0,1,25,19,6,10,60.0,2,5,40.0,5,6,83.3,1,3,4,0,0,2,0,2,29.8,0,0,-9
83,SF,11603111,4500,Kelly Oubre Jr.,WAS,22,1,0,1,25,19,6,10,60.0,2,5,40.0,5,6,83.3,1,3,4,0,0,2,0,2,29.8,0,0,-9
84,SG,11603125,4400,Bojan Bogdanovic,IND,29,1,1,0,30,16,6,9,66.7,3,4,75.0,1,2,50.0,0,2,2,1,2,2,0,3,23.9,0,0,13
85,SF,11603125,4400,Bojan Bogdanovic,IND,29,1,1,0,30,16,6,9,66.7,3,4,75.0,1,2,50.0,0,2,2,1,2,2,0,3,23.9,0,0,13
86,SG,11603136,4300,Joe Harris,BKN,27,1,1,0,27,11,4,6,66.7,2,2,100.0,1,1,100.0,1,3,4,0,3,1,0,4,15.8,0,0,-2
87,SF,11603136,4300,Joe Harris,BKN,27,1,1,0,27,11,4,6,66.7,2,2,100.0,1,1,100.0,1,3,4,0,3,1,0,4,15.8,0,0,-2
88,PG,11603121,4300,Tyler Johnson,MIA,26,1,0,1,33,15,5,12,41.7,3,6,50.0,2,4,50.0,0,2,2,5,5,0,1,2,22.9,0,0,-1
89,SG,11603121,4300,Tyler Johnson,MIA,26,1,0,1,33,15,5,12,41.7,3,6,50.0,2,4,50.0,0,2,2,5,5,0,1,2,22.9,0,0,-1
90,PF,11603141,4300,Kelly Olynyk,MIA,27,1,0,1,21,20,6,8,75.0,3,5,60.0,5,7,71.4,0,4,4,2,1,0,0,1,26.8,0,0,2
91,C,11603141,4300,Kelly Olynyk,MIA,27,1,0,1,21,20,6,8,75.0,3,5,60.0,5,7,71.4,0,4,4,2,1,0,0,1,26.8,0,0,2
92,PF,11603145,4300,Dewayne Dedmon,ATL,29,1,0,1,26,13,4,8,50.0,1,3,33.3,4,4,100.0,0,9,9,0,1,0,0,4,22.8,0,0,-7
93,C,11603145,4300,Dewayne Dedmon,ATL,29,1,0,1,26,13,4,8,50.0,1,3,33.3,4,4,100.0,0,9,9,0,1,0,0,4,22.8,0,0,-7
94,SF,11603163,4200,Marvin Williams,CHA,32,1,0,1,15,3,1,3,33.3,1,2,50.0,0,0,0.0,0,1,1,1,0,1,0,2,8.7,0,0,-15
95,PF,11603163,4200,Marvin Williams,CHA,32,1,0,1,15,3,1,3,33.3,1,2,50.0,0,0,0.0,0,1,1,1,0,1,0,2,8.7,0,0,-15
96,PG,11603231,4100,Marcus Smart,BOS,24,1,0,1,33,13,4,9,44.4,4,9,44.4,1,2,50.0,1,2,3,10,1,2,0,2,36.6,1,0,10
97,SG,11603231,4100,Marcus Smart,BOS,24,1,0,1,33,13,4,9,44.4,4,9,44.4,1,2,50.0,1,2,3,10,1,2,0,2,36.6,1,0,10
98,SG,11603149,4100,Tyreke Evans,IND,29,1,1,0,18,8,3,10,30.0,0,3,0.0,2,2,100.0,0,0,0,1,4,1,0,5,8.5,0,0,-8
99,SF,11603149,4100,Tyreke Evans,IND,29,1,1,0,18,8,3,10,30.0,0,3,0.0,2,2,100.0,0,0,0,1,4,1,0,5,8.5,0,0,-8
100,PG,11603172,4000,Langston Galloway,DET,26,1,1,0,24,16,5,9,55.6,5,9,55.6,1,1,100.0,0,1,1,2,0,0,1,2,23.2,0,0,14
101,SG,11603172,4000,Langston Galloway,DET,26,1,1,0,24,16,5,9,55.6,5,9,55.6,1,1,100.0,0,1,1,2,0,0,1,2,23.2,0,0,14
102,SF,11603176,4000,Michael Kidd-Gilchrist,CHA,25,1,0,1,27,12,3,8,37.5,0,0,0.0,6,7,85.7,4,8,12,2,0,0,0,4,29.4,1,0,5
103,PF,11603176,4000,Michael Kidd-Gilchrist,CHA,25,1,0,1,27,12,3,8,37.5,0,0,0.0,6,7,85.7,4,8,12,2,0,0,0,4,29.4,1,0,5
104,SF,11603188,3900,Juancho Hernangomez,DEN,23,1,0,1,14,2,1,2,50.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,1,4.4,0,0,1
105,PF,11603188,3900,Juancho Hernangomez,DEN,23,1,0,1,14,2,1,2,50.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,1,4.4,0,0,1
106,SG,11603195,3900,Reggie Bullock,DET,27,1,1,0,24,13,5,9,55.6,3,6,50.0,0,0,0.0,0,3,3,4,1,0,0,2,21.6,0,0,15
107,SF,11603195,3900,Reggie Bullock,DET,27,1,1,0,24,13,5,9,55.6,3,6,50.0,0,0,0.0,0,3,3,4,1,0,0,2,21.6,0,0,15
108,PG,11603200,3900,Tyus Jones,MIN,22,1,0,1,26,7,2,8,25.0,0,3,0.0,3,4,75.0,0,3,3,3,1,1,0,1,17.1,0,0,-20
109,SG,11603200,3900,Tyus Jones,MIN,22,1,0,1,26,7,2,8,25.0,0,3,0.0,3,4,75.0,0,3,3,3,1,1,0,1,17.1,0,0,-20
110,PF,11603204,3800,Mason Plumlee,DEN,28,1,0,1,15,4,1,2,50.0,0,0,0.0,2,4,50.0,0,3,3,2,0,0,0,4,10.6,0,0,-7
111,C,11603204,3800,Mason Plumlee,DEN,28,1,0,1,15,4,1,2,50.0,0,0,0.0,2,4,50.0,0,3,3,2,0,0,0,4,10.6,0,0,-7
112,PF,11603253,3800,Ed Davis,BKN,29,1,1,0,16,2,1,2,50.0,0,0,0.0,0,0,0.0,2,4,6,0,0,1,0,6,12.2,0,0,5
113,C,11603253,3800,Ed Davis,BKN,29,1,1,0,16,2,1,2,50.0,0,0,0.0,0,0,0.0,2,4,6,0,0,1,0,6,12.2,0,0,5
114,SF,11603208,3800,Jeff Green,WAS,32,1,0,1,24,14,4,5,80.0,2,3,66.7,4,4,100.0,1,2,3,0,0,0,1,0,20.6,0,0,0
115,PF,11603208,3800,Jeff Green,WAS,32,1,0,1,24,14,4,5,80.0,2,3,66.7,4,4,100.0,1,2,3,0,0,0,1,0,20.6,0,0,0
116,PG,11603212,3800,Dante Exum,UTA,23,1,1,0,3,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,0,1,1.7,0,0,-4
117,SG,11603212,3800,Dante Exum,UTA,23,1,1,0,3,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,0,1,1.7,0,0,-4
118,SF,11603216,3800,Stanley Johnson,DET,22,1,1,0,24,22,8,16,50.0,4,9,44.4,2,3,66.7,2,5,7,2,0,3,0,3,42.4,0,0,-4
119,PF,11603216,3800,Stanley Johnson,DET,22,1,1,0,24,22,8,16,50.0,4,9,44.4,2,3,66.7,2,5,7,2,0,3,0,3,42.4,0,0,-4
120,SG,11603223,3700,Allen Crabbe,BKN,26,1,1,0,23,8,3,7,42.9,2,5,40.0,0,0,0.0,0,2,2,0,0,0,0,0,10.4,0,0,-1
121,SF,11603223,3700,Allen Crabbe,BKN,26,1,1,0,23,8,3,7,42.9,2,5,40.0,0,0,0.0,0,2,2,0,0,0,0,0,10.4,0,0,-1
122,SG,11603235,3700,Wayne Ellington,MIA,30,1,0,1,24,3,1,4,25.0,1,4,25.0,0,0,0.0,0,2,2,2,1,1,0,5,10.4,0,0,-6
123,SF,11603235,3700,Wayne Ellington,MIA,30,1,0,1,24,3,1,4,25.0,1,4,25.0,0,0,0.0,0,2,2,2,1,1,0,5,10.4,0,0,-6
124,SF,11603240,3700,Glenn Robinson III,DET,24,1,1,0,19,12,4,7,57.1,2,4,50.0,2,2,100.0,0,1,1,2,1,1,0,1,18.2,0,0,16
125,PF,11603240,3700,Glenn Robinson III,DET,24,1,1,0,19,12,4,7,57.1,2,4,50.0,2,2,100.0,0,1,1,2,1,1,0,1,18.2,0,0,16
126,PG,11603244,3700,Jeremy Lin,ATL,30,1,0,1,22,19,5,9,55.6,2,4,50.0,7,7,100.0,0,3,3,4,0,3,0,2,37.6,0,0,4
127,SG,11603244,3700,Jeremy Lin,ATL,30,1,0,1,22,19,5,9,55.6,2,4,50.0,7,7,100.0,0,3,3,4,0,3,0,2,37.6,0,0,4
128,SG,11603248,3700,Iman Shumpert,SAC,28,1,1,0,32,17,5,16,31.3,4,11,36.4,3,3,100.0,1,1,2,2,1,1,0,2,24.4,0,0,11
129,SF,11603248,3700,Iman Shumpert,SAC,28,1,1,0,32,17,5,16,31.3,4,11,36.4,3,3,100.0,1,1,2,2,1,1,0,2,24.4,0,0,11
130,SF,11603271,3500,DeMarre Carroll,BKN,32,1,1,0,14,9,2,6,33.3,1,4,25.0,4,4,100.0,0,2,2,0,1,0,0,0,10.4,0,0,4
131,PF,11603271,3500,DeMarre Carroll,BKN,32,1,1,0,14,9,2,6,33.3,1,4,25.0,4,4,100.0,0,2,2,0,1,0,0,0,10.4,0,0,4
132,SG,11603278,3500,Jonathon Simmons,ORL,29,1,1,0,15,6,2,6,33.3,0,1,0.0,2,2,100.0,0,1,1,0,0,1,0,2,10.2,0,0,10
133,SF,11603278,3500,Jonathon Simmons,ORL,29,1,1,0,15,6,2,6,33.3,0,1,0.0,2,2,100.0,0,1,1,0,0,1,0,2,10.2,0,0,10
134,SF,11603295,3400,Wilson Chandler,PHI,31,1,1,0,16,8,3,4,75.0,2,3,66.7,0,2,0.0,1,4,5,1,1,0,1,1,17.5,0,0,5
135,PF,11603295,3400,Wilson Chandler,PHI,31,1,1,0,16,8,3,4,75.0,2,3,66.7,0,2,0.0,1,4,5,1,1,0,1,1,17.5,0,0,5
136,SF,11603305,3300,Jared Dudley,BKN,33,1,1,0,24,4,1,5,20.0,1,4,25.0,1,2,50.0,1,3,4,1,2,0,1,3,11.3,0,0,9
137,PF,11603305,3300,Jared Dudley,BKN,33,1,1,0,24,4,1,5,20.0,1,4,25.0,1,2,50.0,1,3,4,1,2,0,1,3,11.3,0,0,9
138,SG,11603309,3300,Torrey Craig,DEN,27,1,0,1,9,3,1,5,20.0,1,4,25.0,0,0,0.0,0,1,1,1,0,0,0,2,5.7,0,0,-11
139,SF,11603309,3300,Torrey Craig,DEN,27,1,0,1,9,3,1,5,20.0,1,4,25.0,0,0,0.0,0,1,1,1,0,0,0,2,5.7,0,0,-11
140,PF,11603318,3300,Jon Leuer,DET,29,1,1,0,4,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,-7
141,C,11603318,3300,Jon Leuer,DET,29,1,1,0,4,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,-7
142,PG,11603325,3300,Yogi Ferrell,SAC,25,1,1,0,9,8,3,4,75.0,1,1,100.0,1,1,100.0,0,2,2,0,0,1,0,3,13.4,0,0,5
143,SG,11603325,3300,Yogi Ferrell,SAC,25,1,1,0,9,8,3,4,75.0,1,1,100.0,1,1,100.0,0,2,2,0,0,1,0,3,13.4,0,0,5
144,PF,11603329,3300,Gorgui Dieng,MIN,28,1,0,1,8,3,1,2,50.0,0,0,0.0,1,2,50.0,0,3,3,0,2,0,0,1,4.6,0,0,-6
145,C,11603329,3300,Gorgui Dieng,MIN,28,1,0,1,8,3,1,2,50.0,0,0,0.0,1,2,50.0,0,3,3,0,2,0,0,1,4.6,0,0,-6
146,PG,11603336,3200,Austin Rivers,WAS,26,1,0,1,23,2,1,1,100.0,0,0,0.0,0,1,0.0,0,1,1,1,3,0,0,4,1.7,0,0,3
147,SG,11603336,3200,Austin Rivers,WAS,26,1,0,1,23,2,1,1,100.0,0,0,0.0,0,1,0.0,0,1,1,1,3,0,0,4,1.7,0,0,3
148,SF,11603345,3200,Doug McDermott,IND,26,1,1,0,15,3,1,1,100.0,1,1,100.0,0,0,0.0,1,1,2,0,1,1,0,1,7.4,0,0,-7
149,PF,11603345,3200,Doug McDermott,IND,26,1,1,0,15,3,1,1,100.0,1,1,100.0,0,0,0.0,1,1,2,0,1,1,0,1,7.4,0,0,-7
150,PF,11603360,3200,Amir Johnson,PHI,31,1,1,0,6,4,2,3,66.7,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,1,10.9,0,0,-10
151,C,11603360,3200,Amir Johnson,PHI,31,1,1,0,6,4,2,3,66.7,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,1,10.9,0,0,-10
152,SF,11603366,3200,Anthony Tolliver,MIN,33,1,0,1,18,6,2,5,40.0,2,5,40.0,0,0,0.0,0,1,1,0,0,1,0,2,10.2,0,0,-5
153,PF,11603366,3200,Anthony Tolliver,MIN,33,1,0,1,18,6,2,5,40.0,2,5,40.0,0,0,0.0,0,1,1,0,0,1,0,2,10.2,0,0,-5
154,PG,11603386,3100,T.J. McConnell,PHI,26,1,1,0,4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,3.9,0,0,-2
155,SG,11603386,3100,T.J. McConnell,PHI,26,1,1,0,4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,3.9,0,0,-2
156,PG,11603441,3000,Tomas Satoransky,WAS,27,1,0,1,8,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0.5,0,0,-10
