,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
14,PF,11611857,6800,Domantas Sabonis,IND,22,1,0,1,22,11,4,4,100.0,0,0,0.0,3,6,50.0,1,5,6,2,4,0,1,3,20.2,0,0,0
15,C,11611857,6800,Domantas Sabonis,IND,22,1,0,1,22,11,4,4,100.0,0,0,0.0,3,6,50.0,1,5,6,2,4,0,1,3,20.2,0,0,0
16,SG,11611863,6500,Evan Fournier,ORL,26,1,1,0,19,12,5,13,38.5,2,6,33.3,0,0,0.0,0,2,2,4,0,1,0,2,23.4,0,0,19
17,SF,11611863,6500,Evan Fournier,ORL,26,1,1,0,19,12,5,13,38.5,2,6,33.3,0,0,0.0,0,2,2,4,0,1,0,2,23.4,0,0,19
18,PG,11611872,6200,CJ McCollum,POR,27,1,1,0,35,14,6,15,40.0,1,6,16.7,1,1,100.0,0,2,2,1,1,0,1,2,19.9,0,0,13
19,SG,11611872,6200,CJ McCollum,POR,27,1,1,0,35,14,6,15,40.0,1,6,16.7,1,1,100.0,0,2,2,1,1,0,1,2,19.9,0,0,13
20,SF,11611876,6200,Jayson Tatum,BOS,20,1,0,1,35,27,9,18,50.0,5,9,55.6,4,4,100.0,3,5,8,0,1,0,2,2,41.6,0,0,-7
21,PF,11611876,6200,Jayson Tatum,BOS,20,1,0,1,35,27,9,18,50.0,5,9,55.6,4,4,100.0,3,5,8,0,1,0,2,2,41.6,0,0,-7
22,SF,11611882,6000,Kyle Kuzma,LAL,23,1,1,0,32,18,8,18,44.4,1,6,16.7,1,1,100.0,4,4,8,1,1,2,0,3,34.1,0,0,14
23,PF,11611882,6000,Kyle Kuzma,LAL,23,1,1,0,32,18,8,18,44.4,1,6,16.7,1,1,100.0,4,4,8,1,1,2,0,3,34.1,0,0,14
24,PG,11611886,6000,Brandon Ingram,LAL,21,1,1,0,29,10,3,8,37.5,0,0,0.0,4,6,66.7,0,3,3,1,6,0,1,3,12.1,0,0,12
25,SF,11611886,6000,Brandon Ingram,LAL,21,1,1,0,29,10,3,8,37.5,0,0,0.0,4,6,66.7,0,3,3,1,6,0,1,3,12.1,0,0,12
26,PG,11611891,6000,Eric Bledsoe,MIL,28,1,1,0,30,12,4,10,40.0,1,3,33.3,3,3,100.0,0,8,8,3,1,3,1,2,37.1,0,0,14
27,SG,11611891,6000,Eric Bledsoe,MIL,28,1,1,0,30,12,4,10,40.0,1,3,33.3,3,3,100.0,0,8,8,3,1,3,1,2,37.1,0,0,14
28,PF,11611895,6000,Al Horford,BOS,32,1,0,1,34,10,4,14,28.6,0,5,0.0,2,4,50.0,4,4,8,3,1,2,2,0,35.1,0,0,2
29,C,11611895,6000,Al Horford,BOS,32,1,0,1,34,10,4,14,28.6,0,5,0.0,2,4,50.0,4,4,8,3,1,2,2,0,35.1,0,0,2
30,SG,11611899,5800,Kent Bazemore,ATL,29,1,0,1,33,21,7,12,58.3,3,5,60.0,4,4,100.0,0,3,3,3,1,5,1,1,46.1,0,0,12
31,SF,11611899,5800,Kent Bazemore,ATL,29,1,0,1,33,21,7,12,58.3,3,5,60.0,4,4,100.0,0,3,3,3,1,5,1,1,46.1,0,0,12
32,SF,11611907,5800,Marcus Morris,BOS,29,1,0,1,25,13,5,11,45.5,3,6,50.0,0,0,0.0,0,6,6,0,2,1,0,1,21.2,0,0,4
33,PF,11611907,5800,Marcus Morris,BOS,29,1,0,1,25,13,5,11,45.5,3,6,50.0,0,0,0.0,0,6,6,0,2,1,0,1,21.2,0,0,4
34,PG,11611924,5500,Eric Gordon,HOU,29,1,1,0,31,9,3,14,21.4,2,9,22.2,1,2,50.0,0,4,4,0,2,0,1,4,14.8,0,0,3
35,SG,11611924,5500,Eric Gordon,HOU,29,1,1,0,31,9,3,14,21.4,2,9,22.2,1,2,50.0,0,4,4,0,2,0,1,4,14.8,0,0,3
36,PF,11611928,5400,Noah Vonleh,NYK,23,1,0,1,23,4,2,6,33.3,0,1,0.0,0,0,0.0,1,8,9,0,3,0,1,1,14.8,0,0,-16
37,C,11611928,5400,Noah Vonleh,NYK,23,1,0,1,23,4,2,6,33.3,0,1,0.0,0,0,0.0,1,8,9,0,3,0,1,1,14.8,0,0,-16
38,PF,11611932,5100,Paul Millsap,DEN,33,1,0,1,31,25,6,14,42.9,5,8,62.5,8,11,72.7,3,5,8,6,0,0,2,3,49.6,0,0,-14
39,C,11611932,5100,Paul Millsap,DEN,33,1,0,1,31,25,6,14,42.9,5,8,62.5,8,11,72.7,3,5,8,6,0,0,2,3,49.6,0,0,-14
40,SG,11611939,5000,Evan Turner,POR,30,1,1,0,27,4,2,8,25.0,0,3,0.0,0,0,0.0,1,4,5,2,4,0,0,2,9.0,0,0,-4
41,SF,11611939,5000,Evan Turner,POR,30,1,1,0,27,4,2,8,25.0,0,3,0.0,0,0,0.0,1,4,5,2,4,0,0,2,9.0,0,0,-4
42,PG,11611944,4900,Malcolm Brogdon,MIL,25,1,1,0,33,20,7,13,53.8,3,3,100.0,3,3,100.0,1,5,6,5,2,2,0,1,38.7,0,0,4
43,SG,11611944,4900,Malcolm Brogdon,MIL,25,1,1,0,33,20,7,13,53.8,3,3,100.0,3,3,100.0,1,5,6,5,2,2,0,1,38.7,0,0,4
44,SF,11611951,4900,Al-Farouq Aminu,POR,28,1,1,0,30,11,3,8,37.5,3,7,42.9,2,4,50.0,0,9,9,0,0,2,0,0,27.8,0,0,12
45,PF,11611951,4900,Al-Farouq Aminu,POR,28,1,1,0,30,11,3,8,37.5,3,7,42.9,2,4,50.0,0,9,9,0,0,2,0,0,27.8,0,0,12
46,SG,11611955,4900,Gordon Hayward,BOS,28,1,0,1,31,7,3,7,42.9,1,3,33.3,0,0,0.0,1,8,9,5,1,1,0,1,27.3,0,0,-5
47,SF,11611955,4900,Gordon Hayward,BOS,28,1,0,1,31,7,3,7,42.9,1,3,33.3,0,0,0.0,1,8,9,5,1,1,0,1,27.3,0,0,-5
48,SG,11611960,4900,Terrence Ross,ORL,27,1,1,0,22,22,8,12,66.7,5,8,62.5,1,1,100.0,0,1,1,3,0,0,2,4,33.7,0,0,18
49,SF,11611960,4900,Terrence Ross,ORL,27,1,1,0,22,22,8,12,66.7,5,8,62.5,1,1,100.0,0,1,1,3,0,0,2,4,33.7,0,0,18
50,SF,11611965,4800,Trey Lyles,DEN,23,1,0,1,20,16,7,11,63.6,2,5,40.0,0,0,0.0,2,3,5,0,0,0,0,1,22.0,0,0,7
51,PF,11611965,4800,Trey Lyles,DEN,23,1,0,1,20,16,7,11,63.6,2,5,40.0,0,0,0.0,2,3,5,0,0,0,0,1,22.0,0,0,7
52,SF,11611978,4600,Thaddeus Young,IND,30,1,0,1,23,13,6,9,66.7,0,2,0.0,1,2,50.0,0,1,1,1,0,1,0,2,18.7,0,0,-11
53,PF,11611978,4600,Thaddeus Young,IND,30,1,0,1,23,13,6,9,66.7,0,2,0.0,1,2,50.0,0,1,1,1,0,1,0,2,18.7,0,0,-11
54,PF,11611982,4500,Ersan Ilyasova,MIL,31,1,1,0,17,6,3,5,60.0,0,2,0.0,0,0,0.0,2,2,4,2,1,0,0,6,12.8,0,0,-2
55,C,11611982,4500,Ersan Ilyasova,MIL,31,1,1,0,17,6,3,5,60.0,0,2,0.0,0,0,0.0,2,2,4,2,1,0,0,6,12.8,0,0,-2
56,PG,11611986,4500,Terry Rozier,BOS,24,1,0,1,19,7,3,7,42.9,1,3,33.3,0,0,0.0,0,0,0,1,0,0,0,2,8.5,0,0,3
57,SG,11611986,4500,Terry Rozier,BOS,24,1,0,1,19,7,3,7,42.9,1,3,33.3,0,0,0.0,0,0,0,1,0,0,0,2,8.5,0,0,3
58,SG,11611990,4500,Bojan Bogdanovic,IND,29,1,0,1,37,20,6,11,54.5,3,5,60.0,5,5,100.0,0,6,6,6,3,3,0,3,42.2,0,0,10
59,SF,11611990,4500,Bojan Bogdanovic,IND,29,1,0,1,37,20,6,11,54.5,3,5,60.0,5,5,100.0,0,6,6,6,3,3,0,3,42.2,0,0,10
60,SG,11612009,4400,Jaylen Brown,BOS,22,1,0,1,29,7,2,7,28.6,1,4,25.0,2,2,100.0,0,1,1,0,2,1,0,3,9.2,0,0,-10
61,SF,11612009,4400,Jaylen Brown,BOS,22,1,0,1,29,7,2,7,28.6,1,4,25.0,2,2,100.0,0,1,1,0,2,1,0,3,9.2,0,0,-10
62,PG,11612028,4100,Marcus Smart,BOS,24,1,0,1,22,0,0,3,0.0,0,1,0.0,0,0,0.0,2,2,4,4,0,0,1,2,13.8,0,0,1
63,SG,11612028,4100,Marcus Smart,BOS,24,1,0,1,22,0,0,3,0.0,0,1,0.0,0,0,0.0,2,2,4,4,0,0,1,2,13.8,0,0,1
64,SG,11612042,4000,Tyreke Evans,IND,29,1,0,1,19,6,2,7,28.6,0,2,0.0,2,2,100.0,1,2,3,1,1,2,1,2,19.1,0,0,-13
65,SF,11612042,4000,Tyreke Evans,IND,29,1,0,1,19,6,2,7,28.6,0,2,0.0,2,2,100.0,1,2,3,1,1,2,1,2,19.1,0,0,-13
66,PG,11612052,3900,Jeremy Lin,ATL,30,1,0,1,15,6,2,7,28.6,0,0,0.0,2,2,100.0,1,0,1,2,2,0,0,1,8.2,0,0,-17
67,SG,11612052,3900,Jeremy Lin,ATL,30,1,0,1,15,6,2,7,28.6,0,0,0.0,2,2,100.0,1,0,1,2,2,0,0,1,8.2,0,0,-17
68,SF,11612056,3900,Juancho Hernangomez,DEN,23,1,0,1,30,8,3,5,60.0,2,3,66.7,0,0,0.0,0,3,3,1,1,1,0,1,15.1,0,0,-5
69,PF,11612056,3900,Juancho Hernangomez,DEN,23,1,0,1,30,8,3,5,60.0,2,3,66.7,0,0,0.0,0,3,3,1,1,1,0,1,15.1,0,0,-5
70,PF,11612063,3800,Mason Plumlee,DEN,28,1,0,1,15,1,0,1,0.0,0,1,0.0,1,2,50.0,0,1,1,2,0,0,1,2,8.2,0,0,10
71,C,11612063,3800,Mason Plumlee,DEN,28,1,0,1,15,1,0,1,0.0,0,1,0.0,1,2,50.0,0,1,1,2,0,0,1,2,8.2,0,0,10
72,SG,11612067,3800,James Ennis III,HOU,28,1,1,0,22,0,0,3,0.0,0,2,0.0,0,2,0.0,0,1,1,2,0,1,0,2,7.2,0,0,-12
73,SF,11612067,3800,James Ennis III,HOU,28,1,1,0,22,0,0,3,0.0,0,2,0.0,0,2,0.0,0,1,1,2,0,1,0,2,7.2,0,0,-12
74,SF,11612072,3800,Mario Hezonja,NYK,23,1,0,1,27,12,3,9,33.3,2,3,66.7,4,6,66.7,0,5,5,1,0,0,1,4,22.5,0,0,-3
75,PF,11612072,3800,Mario Hezonja,NYK,23,1,0,1,27,12,3,9,33.3,2,3,66.7,4,6,66.7,0,5,5,1,0,0,1,4,22.5,0,0,-3
76,PG,11612096,3400,Lance Stephenson,LAL,28,1,1,0,15,11,3,7,42.9,3,5,60.0,2,2,100.0,0,1,1,0,1,1,1,3,17.2,0,0,-18
77,SG,11612096,3400,Lance Stephenson,LAL,28,1,1,0,15,11,3,7,42.9,3,5,60.0,2,2,100.0,0,1,1,0,1,1,1,3,17.2,0,0,-18
78,SG,11612106,3400,Nik Stauskas,POR,25,1,1,0,13,3,1,4,25.0,1,3,33.3,0,0,0.0,0,1,1,0,1,1,0,0,6.2,0,0,-7
79,SF,11612106,3400,Nik Stauskas,POR,25,1,1,0,13,3,1,4,25.0,1,3,33.3,0,0,0.0,0,1,1,0,1,1,0,0,6.2,0,0,-7
80,SG,11612111,3400,Jonathon Simmons,ORL,29,1,1,0,28,9,3,9,33.3,0,3,0.0,3,3,100.0,1,1,2,7,1,0,2,1,26.9,0,0,18
81,SF,11612111,3400,Jonathon Simmons,ORL,29,1,1,0,28,9,3,9,33.3,0,3,0.0,3,3,100.0,1,1,2,7,1,0,2,1,26.9,0,0,18
82,PF,11612126,3300,Daniel Theis,BOS,26,1,0,1,5,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,1,1.4,0,0,8
83,C,11612126,3300,Daniel Theis,BOS,26,1,0,1,5,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,1,1.4,0,0,8
84,PG,11612133,3300,Trey Burke,NYK,25,1,0,1,20,10,5,13,38.5,0,3,0.0,0,0,0.0,0,1,1,5,1,0,0,1,17.7,0,0,-1
85,SG,11612133,3300,Trey Burke,NYK,25,1,0,1,20,10,5,13,38.5,0,3,0.0,0,0,0.0,0,1,1,5,1,0,0,1,17.7,0,0,-1
86,SG,11612142,3200,Pat Connaughton,MIL,25,1,1,0,18,2,1,3,33.3,0,2,0.0,0,0,0.0,0,3,3,3,1,0,3,0,18.1,0,0,8
87,SF,11612142,3200,Pat Connaughton,MIL,25,1,1,0,18,2,1,3,33.3,0,2,0.0,0,0,0.0,0,3,3,3,1,0,3,0,18.1,0,0,8
88,SG,11612160,3100,Tony Snell,MIL,27,1,1,0,13,5,2,2,100.0,1,1,100.0,0,0,0.0,0,0,0,0,0,2,0,0,11.0,0,0,-4
89,SF,11612160,3100,Tony Snell,MIL,27,1,1,0,13,5,2,2,100.0,1,1,100.0,0,0,0.0,0,0,0,0,0,2,0,0,11.0,0,0,-4
90,PG,11612165,3100,Seth Curry,POR,28,1,1,0,20,9,3,5,60.0,3,4,75.0,0,0,0.0,0,0,0,2,2,0,0,2,10.0,0,0,5
91,SG,11612165,3100,Seth Curry,POR,28,1,1,0,20,9,3,5,60.0,3,4,75.0,0,0,0.0,0,0,0,2,2,0,0,2,10.0,0,0,5
92,SF,11612174,3100,Doug McDermott,IND,26,1,0,1,8,4,1,2,50.0,1,2,50.0,1,1,100.0,0,0,0,0,0,1,0,0,7.0,0,0,4
93,PF,11612174,3100,Doug McDermott,IND,26,1,0,1,8,4,1,2,50.0,1,2,50.0,1,1,100.0,0,0,0,0,0,1,0,0,7.0,0,0,4
94,SG,11612186,3000,Kentavious Caldwell-Pope,LAL,25,1,1,0,16,11,4,8,50.0,3,6,50.0,0,0,0.0,1,1,2,2,1,2,0,2,21.4,0,0,-24
95,SF,11612186,3000,Kentavious Caldwell-Pope,LAL,25,1,1,0,16,11,4,8,50.0,3,6,50.0,0,0,0.0,1,1,2,2,1,2,0,2,21.4,0,0,-24
96,PF,11612310,3000,Kyle O'Quinn,IND,28,1,0,1,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1.5,0,0,-11
97,C,11612310,3000,Kyle O'Quinn,IND,28,1,0,1,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1.5,0,0,-11
98,PF,11612331,3000,Jarell Martin,ORL,24,1,1,0,28,7,2,10,20.0,1,5,20.0,2,2,100.0,1,5,6,3,0,2,1,2,27.7,0,0,22
99,C,11612331,3000,Jarell Martin,ORL,24,1,1,0,28,7,2,10,20.0,1,5,20.0,2,2,100.0,1,5,6,3,0,2,1,2,27.7,0,0,22
100,PG,11612358,3000,Ron Baker,NYK,25,1,0,1,5,2,0,0,0.0,0,0,0.0,2,2,100.0,1,2,3,1,0,0,0,0,7.1,0,0,7
101,SG,11612358,3000,Ron Baker,NYK,25,1,0,1,5,2,0,0,0.0,0,0,0.0,2,2,100.0,1,2,3,1,0,0,0,0,7.1,0,0,7
