,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
103,PF,11650090,4000,Marvin Williams,CHA,32,1,0,1,26.7,4,1,3,33.3,1,2,50.0,1,2,50.0,1,4,5,1,1,0,1,6,13.5,0,0,-6
104,PG,11650083,4000,Terry Rozier,BOS,24,1,0,1,20.9,4,2,9,22.2,0,6,0.0,0,3,0.0,1,6,7,3,1,0,0,1,15.9,0,0,4
105,SG,11650083,4000,Terry Rozier,BOS,24,1,0,1,20.9,4,2,9,22.2,0,6,0.0,0,3,0.0,1,6,7,3,1,0,0,1,15.9,0,0,4
106,SG,11650066,4000,James Ennis III,HOU,28,1,1,0,27.5,6,2,4,50.0,0,1,0.0,2,2,100.0,0,3,3,0,0,1,1,3,15.6,0,0,6
107,SF,11650066,4000,James Ennis III,HOU,28,1,1,0,27.5,6,2,4,50.0,0,1,0.0,2,2,100.0,0,3,3,0,0,1,1,3,15.6,0,0,6
108,PG,11650104,3900,Fred VanVleet,TOR,24,1,1,0,29.1,18,7,11,63.6,4,7,57.1,0,0,0.0,2,2,4,4,1,1,1,2,33.8,0,0,31
109,SG,11650104,3900,Fred VanVleet,TOR,24,1,1,0,29.1,18,7,11,63.6,4,7,57.1,0,0,0.0,2,2,4,4,1,1,1,2,33.8,0,0,31
110,SG,11650112,3900,Danny Green,TOR,31,1,1,0,25.9,17,7,7,100.0,3,3,100.0,0,0,0.0,1,3,4,3,1,1,0,2,28.3,0,0,35
111,SF,11650112,3900,Danny Green,TOR,31,1,1,0,25.9,17,7,7,100.0,3,3,100.0,0,0,0.0,1,3,4,3,1,1,0,2,28.3,0,0,35
112,PG,11650108,3900,Jeremy Lin,ATL,30,1,0,1,24.3,16,7,11,63.6,2,3,66.7,0,0,0.0,0,4,4,4,4,3,0,5,31.8,0,0,6
113,SG,11650108,3900,Jeremy Lin,ATL,30,1,0,1,24.3,16,7,11,63.6,2,3,66.7,0,0,0.0,0,4,4,4,4,3,0,5,31.8,0,0,6
114,SG,11650117,3900,Tyreke Evans,IND,29,1,1,0,24.4,11,4,12,33.3,2,7,28.6,1,2,50.0,0,2,2,0,3,1,0,1,13.4,0,0,-7
