,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
157,SG,11629975,3900,Langston Galloway,DET,26,1,1,0,31,13,5,8,62.5,2,5,40.0,1,1,100.0,0,2,2,2,2,0,0,4,16.4,0,0,7
158,PG,11629982,3900,Bryn Forbes,SAS,25,1,0,1,28,13,4,9,44.4,3,5,60.0,2,2,100.0,0,1,1,1,1,0,0,1,14.7,0,0,-8
159,SG,11629982,3900,Bryn Forbes,SAS,25,1,0,1,28,13,4,9,44.4,3,5,60.0,2,2,100.0,0,1,1,1,1,0,0,1,14.7,0,0,-8
160,SG,11629989,3800,Allen Crabbe,BKN,26,1,0,1,26,6,2,6,33.3,2,4,50.0,0,0,0.0,0,1,1,0,1,2,0,6,12.2,0,0,-3
161,SF,11629989,3800,Allen Crabbe,BKN,26,1,0,1,26,6,2,6,33.3,2,4,50.0,0,0,0.0,0,1,1,0,1,2,0,6,12.2,0,0,-3
162,SF,11629994,3800,Mario Hezonja,NYK,23,1,0,1,22,6,3,9,33.3,0,2,0.0,0,0,0.0,1,5,6,2,3,0,1,1,16.2,0,0,-7
163,PF,11629994,3800,Mario Hezonja,NYK,23,1,0,1,22,6,3,9,33.3,0,2,0.0,0,0,0.0,1,5,6,2,3,0,1,1,16.2,0,0,-7
164,SF,11630015,3700,Stanley Johnson,DET,22,1,1,0,22,12,5,8,62.5,2,5,40.0,0,0,0.0,0,2,2,1,0,2,0,3,21.9,0,0,5
165,PF,11630015,3700,Stanley Johnson,DET,22,1,1,0,22,12,5,8,62.5,2,5,40.0,0,0,0.0,0,2,2,1,0,2,0,3,21.9,0,0,5
166,SF,11630028,3600,Wilson Chandler,PHI,31,1,0,1,23,14,6,10,60.0,2,4,50.0,0,0,0.0,3,1,4,0,1,1,0,2,20.8,0,0,2
167,PF,11630028,3600,Wilson Chandler,PHI,31,1,0,1,23,14,6,10,60.0,2,4,50.0,0,0,0.0,3,1,4,0,1,1,0,2,20.8,0,0,2
168,SF,11630038,3600,Glenn Robinson III,DET,24,1,1,0,17,7,1,3,33.3,1,2,50.0,4,5,80.0,0,1,1,0,1,0,0,1,7.2,0,0,-7
169,PF,11630038,3600,Glenn Robinson III,DET,24,1,1,0,17,7,1,3,33.3,1,2,50.0,4,5,80.0,0,1,1,0,1,0,0,1,7.2,0,0,-7
170,PG,11630042,3600,Raymond Felton,OKC,34,1,1,0,17,8,2,5,40.0,2,4,50.0,2,2,100.0,0,1,1,3,2,0,1,3,14.7,0,0,-9
171,SG,11630042,3600,Raymond Felton,OKC,34,1,1,0,17,8,2,5,40.0,2,4,50.0,2,2,100.0,0,1,1,3,2,0,1,3,14.7,0,0,-9
172,PF,11630046,3600,Davis Bertans,SAS,26,1,0,1,14,2,1,3,33.3,0,2,0.0,0,1,0.0,1,2,3,1,1,0,0,2,6.1,0,0,-1
173,C,11630046,3600,Davis Bertans,SAS,26,1,0,1,14,2,1,3,33.3,0,2,0.0,0,1,0.0,1,2,3,1,1,0,0,2,6.1,0,0,-1
174,SG,11630050,3600,Marco Belinelli,SAS,32,1,0,1,25,10,4,12,33.3,2,6,33.3,0,0,0.0,0,3,3,1,0,1,1,0,21.1,0,0,-7
175,SF,11630050,3600,Marco Belinelli,SAS,32,1,0,1,25,10,4,12,33.3,2,6,33.3,0,0,0.0,0,3,3,1,0,1,1,0,21.1,0,0,-7
176,PF,11630061,3500,Mike Muscala,PHI,27,1,0,1,26,5,2,6,33.3,1,4,25.0,0,2,0.0,3,2,5,2,2,0,0,4,12.0,0,0,-4
177,C,11630061,3500,Mike Muscala,PHI,27,1,0,1,26,5,2,6,33.3,1,4,25.0,0,2,0.0,3,2,5,2,2,0,0,4,12.0,0,0,-4
178,PG,11630070,3500,Dante Exum,UTA,23,1,0,1,21,3,1,5,20.0,0,2,0.0,1,2,50.0,0,1,1,2,0,1,0,2,10.2,0,0,-31
179,SG,11630070,3500,Dante Exum,UTA,23,1,0,1,21,3,1,5,20.0,0,2,0.0,1,2,50.0,0,1,1,2,0,1,0,2,10.2,0,0,-31
180,PG,11630093,3400,Austin Rivers,WAS,26,1,1,0,29,12,4,10,40.0,3,8,37.5,1,4,25.0,0,1,1,2,1,1,0,3,18.2,0,0,19
181,SG,11630093,3400,Austin Rivers,WAS,26,1,1,0,29,12,4,10,40.0,3,8,37.5,1,4,25.0,0,1,1,2,1,1,0,3,18.2,0,0,19
182,SF,11630108,3400,Wesley Johnson,NOP,31,1,0,1,30,5,2,3,66.7,1,1,100.0,0,0,0.0,1,6,7,5,1,1,0,3,22.9,0,0,9
183,PF,11630108,3400,Wesley Johnson,NOP,31,1,0,1,30,5,2,3,66.7,1,1,100.0,0,0,0.0,1,6,7,5,1,1,0,3,22.9,0,0,9
184,SG,11630080,3400,Jonathon Simmons,ORL,29,1,1,0,19,12,3,4,75.0,2,2,100.0,4,4,100.0,0,1,1,1,1,0,0,5,13.7,0,0,5
185,SF,11630080,3400,Jonathon Simmons,ORL,29,1,1,0,19,12,3,4,75.0,2,2,100.0,4,4,100.0,0,1,1,1,1,0,0,5,13.7,0,0,5
186,PG,11630112,3400,Cameron Payne,CHI,24,1,0,1,8,2,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2.2,0,0,-1
187,SG,11630112,3400,Cameron Payne,CHI,24,1,0,1,8,2,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2.2,0,0,-1
188,PF,11630085,3400,Dwight Powell,DAL,27,1,1,0,26,13,4,8,50.0,1,4,25.0,4,5,80.0,0,5,5,4,1,1,1,4,30.0,0,0,34
189,C,11630085,3400,Dwight Powell,DAL,27,1,1,0,26,13,4,8,50.0,1,4,25.0,4,5,80.0,0,5,5,4,1,1,1,4,30.0,0,0,34
190,SG,11630097,3400,Alex Abrines,OKC,25,1,1,0,7,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1.0,0,0,3
191,SF,11630097,3400,Alex Abrines,OKC,25,1,1,0,7,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1.0,0,0,3
192,SF,11630089,3400,Dante Cunningham,SAS,31,1,0,1,25,5,2,5,40.0,1,2,50.0,0,0,0.0,1,1,2,1,2,2,1,1,15.9,0,0,-18
193,PF,11630089,3400,Dante Cunningham,SAS,31,1,0,1,25,5,2,5,40.0,1,2,50.0,0,0,0.0,1,1,2,1,2,2,1,1,15.9,0,0,-18
194,PG,11630154,3300,Lance Stephenson,LAL,28,1,1,0,13,4,2,8,25.0,0,5,0.0,0,0,0.0,0,4,4,2,1,1,0,1,13.8,0,0,4
195,SG,11630154,3300,Lance Stephenson,LAL,28,1,1,0,13,4,2,8,25.0,0,5,0.0,0,0,0.0,0,4,4,2,1,1,0,1,13.8,0,0,4
196,SG,11630122,3300,Pat Connaughton,MIL,25,1,0,1,27,16,6,9,66.7,2,5,40.0,2,4,50.0,2,4,6,2,1,2,1,1,34.2,0,0,21
197,SF,11630122,3300,Pat Connaughton,MIL,25,1,0,1,27,16,6,9,66.7,2,5,40.0,2,4,50.0,2,4,6,2,1,2,1,1,34.2,0,0,21
198,PG,11630165,3300,Ian Clark,NOP,27,1,0,1,13,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,1,0,0,0,1.4,0,0,-13
199,SG,11630165,3300,Ian Clark,NOP,27,1,0,1,13,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,1,0,0,0,1.4,0,0,-13
200,PF,11630178,3300,Gorgui Dieng,MIN,28,1,1,0,13,2,1,4,25.0,0,0,0.0,0,0,0.0,0,4,4,0,0,1,0,4,9.8,0,0,-2
201,C,11630178,3300,Gorgui Dieng,MIN,28,1,1,0,13,2,1,4,25.0,0,0,0.0,0,0,0.0,0,4,4,0,0,1,0,4,9.8,0,0,-2
202,SF,11630127,3300,Jared Dudley,BKN,33,1,0,1,25,10,4,9,44.4,2,4,50.0,0,0,0.0,2,3,5,0,3,1,1,3,19.0,0,0,-5
203,PF,11630127,3300,Jared Dudley,BKN,33,1,0,1,25,10,4,9,44.4,2,4,50.0,0,0,0.0,2,3,5,0,3,1,1,3,19.0,0,0,-5
204,PG,11630137,3300,Delon Wright,TOR,26,1,0,1,14,0,0,4,0.0,0,3,0.0,0,0,0.0,1,1,2,2,1,1,0,0,7.4,0,0,-1
205,SG,11630137,3300,Delon Wright,TOR,26,1,0,1,14,0,0,4,0.0,0,3,0.0,0,0,0.0,1,1,2,2,1,1,0,0,7.4,0,0,-1
206,PF,11630146,3300,Jon Leuer,DET,29,1,1,0,7,4,2,3,66.7,0,1,0.0,0,0,0.0,1,3,4,1,2,1,0,3,11.3,0,0,8
207,C,11630146,3300,Jon Leuer,DET,29,1,1,0,7,4,2,3,66.7,0,1,0.0,0,0,0.0,1,3,4,1,2,1,0,3,11.3,0,0,8
208,PF,11630174,3300,Richaun Holmes,PHX,25,1,1,0,18,4,2,6,33.3,0,0,0.0,0,0,0.0,2,2,4,1,3,2,0,5,13.3,0,0,4
209,C,11630174,3300,Richaun Holmes,PHX,25,1,1,0,18,4,2,6,33.3,0,0,0.0,0,0,0.0,2,2,4,1,3,2,0,5,13.3,0,0,4
210,SG,11630239,3200,Nik Stauskas,POR,25,1,0,1,14,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,1,0,1,6.2,0,0,-6
211,SF,11630239,3200,Nik Stauskas,POR,25,1,0,1,14,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,1,0,1,6.2,0,0,-6
212,SG,11630189,3200,David Nwaba,CLE,25,1,0,1,29,11,5,8,62.5,0,2,0.0,1,2,50.0,1,6,7,1,1,2,1,2,28.9,0,0,-19
213,SF,11630189,3200,David Nwaba,CLE,25,1,0,1,29,11,5,8,62.5,0,2,0.0,1,2,50.0,1,6,7,1,1,2,1,2,28.9,0,0,-19
214,SF,11630194,3200,Darius Miller,NOP,28,1,0,1,18,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,1,0,0,4.7,0,0,-16
215,PF,11630194,3200,Darius Miller,NOP,28,1,0,1,18,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,1,0,0,4.7,0,0,-16
216,PG,11630221,3200,Shabazz Napier,BKN,27,1,0,1,26,13,5,13,38.5,1,3,33.3,2,2,100.0,0,2,2,2,0,2,0,3,24.4,0,0,-5
217,SG,11630221,3200,Shabazz Napier,BKN,27,1,0,1,26,13,5,13,38.5,1,3,33.3,2,2,100.0,0,2,2,2,0,2,0,3,24.4,0,0,-5
218,PG,11630198,3200,Devin Harris,DAL,35,1,1,0,13,4,2,4,50.0,0,1,0.0,0,1,0.0,0,1,1,0,3,1,0,1,5.2,0,0,11
219,SG,11630198,3200,Devin Harris,DAL,35,1,1,0,13,4,2,4,50.0,0,1,0.0,0,1,0.0,0,1,1,0,3,1,0,1,5.2,0,0,11
220,PG,11630256,3100,Seth Curry,POR,28,1,0,1,8,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1.2,0,0,2
221,SG,11630256,3100,Seth Curry,POR,28,1,0,1,8,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1.2,0,0,2
222,SG,11630264,3100,Tony Snell,MIL,27,1,0,1,18,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,2,2,8.7,0,0,14
223,SF,11630264,3100,Tony Snell,MIL,27,1,0,1,18,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,2,2,8.7,0,0,14
224,PF,11630301,3100,Amir Johnson,PHI,31,1,0,1,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,0,3.2,0,0,-1
225,C,11630301,3100,Amir Johnson,PHI,31,1,0,1,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,0,3.2,0,0,-1
226,PF,11630280,3100,Patrick Patterson,OKC,29,1,1,0,18,5,2,4,50.0,0,0,0.0,1,2,50.0,2,0,2,1,1,1,0,0,10.9,0,0,22
227,C,11630280,3100,Patrick Patterson,OKC,29,1,1,0,18,5,2,4,50.0,0,0,0.0,1,2,50.0,2,0,2,1,1,1,0,0,10.9,0,0,22
228,PG,11630288,3100,Jamal Crawford,PHX,38,1,1,0,17,11,4,5,80.0,2,3,66.7,1,2,50.0,0,1,1,4,3,0,1,0,18.2,0,0,6
229,SG,11630288,3100,Jamal Crawford,PHX,38,1,1,0,17,11,4,5,80.0,2,3,66.7,1,2,50.0,0,1,1,4,3,0,1,0,18.2,0,0,6
230,PF,11630292,3100,Ryan Anderson,PHX,30,1,1,0,7,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,2,4.2,0,0,-4
231,C,11630292,3100,Ryan Anderson,PHX,30,1,1,0,7,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,2,4.2,0,0,-4
232,SG,11630341,3000,Kentavious Caldwell-Pope,LAL,25,1,1,0,17,13,4,8,50.0,3,4,75.0,2,2,100.0,0,4,4,2,1,2,0,2,25.8,0,0,7
233,SF,11630341,3000,Kentavious Caldwell-Pope,LAL,25,1,1,0,17,13,4,8,50.0,3,4,75.0,2,2,100.0,0,4,4,2,1,2,0,2,25.8,0,0,7
234,PG,11630361,3000,Yuta Watanabe,MEM,24,1,1,0,8,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,0,5.4,0,0,3
235,SG,11630361,3000,Yuta Watanabe,MEM,24,1,1,0,8,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,0,5.4,0,0,3
236,PF,11630392,3000,Thon Maker,MIL,21,1,0,1,9,3,1,2,50.0,1,2,50.0,0,0,0.0,0,2,2,1,0,0,2,2,12.9,0,0,17
237,C,11630392,3000,Thon Maker,MIL,21,1,0,1,9,3,1,2,50.0,1,2,50.0,0,0,0.0,0,2,2,1,0,0,2,2,12.9,0,0,17
238,PG,11630402,3000,Tomas Satoransky,WAS,27,1,1,0,17,8,4,6,66.7,0,1,0.0,0,0,0.0,1,0,1,4,1,3,0,2,23.2,0,0,15
239,SG,11630402,3000,Tomas Satoransky,WAS,27,1,1,0,17,8,4,6,66.7,0,1,0.0,0,0,0.0,1,0,1,4,1,3,0,2,23.2,0,0,15
240,PF,11630409,3000,Jason Smith,WAS,32,1,1,0,3,2,0,0,0.0,0,0,0.0,2,2,100.0,0,2,2,0,0,0,0,0,4.4,0,0,3
241,C,11630409,3000,Jason Smith,WAS,32,1,1,0,3,2,0,0,0.0,0,0,0.0,2,2,100.0,0,2,2,0,0,0,0,0,4.4,0,0,3
242,PF,11630428,3000,Channing Frye,CLE,35,1,0,1,7,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,2,0,0,0,-0.8,0,0,-1
243,C,11630428,3000,Channing Frye,CLE,35,1,0,1,7,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,2,0,0,0,-0.8,0,0,-1
244,PG,11630308,3000,Tim Frazier,NOP,28,1,0,1,6,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,1,0,0,6.0,0,0,-8
245,SG,11630308,3000,Tim Frazier,NOP,28,1,0,1,6,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,1,0,0,6.0,0,0,-8
246,PF,11630667,3000,Kenneth Faried,BKN,28,1,0,1,9,5,2,4,50.0,0,0,0.0,1,2,50.0,1,0,1,0,0,0,0,1,6.2,0,0,3
247,C,11630667,3000,Kenneth Faried,BKN,28,1,0,1,9,5,2,4,50.0,0,0,0.0,1,2,50.0,1,0,1,0,0,0,0,1,6.2,0,0,3
248,PF,11630312,3000,Daniel Theis,BOS,26,1,1,0,9,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,0,1,1,1,2,8.2,0,0,-3
249,C,11630312,3000,Daniel Theis,BOS,26,1,1,0,9,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,0,1,1,1,2,8.2,0,0,-3
250,PG,11630531,3000,Brad Wanamaker,BOS,29,1,1,0,9,3,1,2,50.0,1,1,100.0,0,0,0.0,0,1,1,2,1,0,0,0,6.2,0,0,3
251,SG,11630531,3000,Brad Wanamaker,BOS,29,1,1,0,9,3,1,2,50.0,1,1,100.0,0,0,0.0,0,1,1,2,1,0,0,0,6.2,0,0,3
252,SF,11630561,3000,Thabo Sefolosha,UTA,34,1,0,1,12,0,0,1,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,0,3.6,0,0,-25
253,PF,11630561,3000,Thabo Sefolosha,UTA,34,1,0,1,12,0,0,1,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,0,3.6,0,0,-25
254,SG,11630575,3000,Ryan Broekhoff,DAL,28,1,1,0,8,5,2,2,100.0,1,1,100.0,0,0,0.0,0,2,2,0,0,0,0,1,7.4,0,0,17
255,SF,11630575,3000,Ryan Broekhoff,DAL,28,1,1,0,8,5,2,2,100.0,1,1,100.0,0,0,0.0,0,2,2,0,0,0,0,1,7.4,0,0,17
256,PG,11630627,3000,Ron Baker,NYK,25,1,0,1,5,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,2,2.5,0,0,-1
257,SG,11630627,3000,Ron Baker,NYK,25,1,0,1,5,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,2,2.5,0,0,-1
