,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
130,PF,11629908,4100,Ersan Ilyasova,MIL,31,1,0,1,25,6,3,7,42.9,0,2,0.0,0,0,0.0,3,2,5,0,2,0,0,3,10.0,0,0,-16
131,C,11629908,4100,Ersan Ilyasova,MIL,31,1,0,1,25,6,3,7,42.9,0,2,0.0,0,0,0.0,3,2,5,0,2,0,0,3,10.0,0,0,-16
132,SG,11629899,4100,Kelly Oubre Jr.,WAS,22,1,1,0,18,8,3,12,25.0,0,5,0.0,2,3,66.7,0,7,7,1,2,1,1,0,21.9,0,0,14
133,SF,11629899,4100,Kelly Oubre Jr.,WAS,22,1,1,0,18,8,3,12,25.0,0,5,0.0,2,3,66.7,0,7,7,1,2,1,1,0,21.9,0,0,14
134,SF,11629877,4100,DeMarre Carroll,BKN,32,1,0,1,28,8,2,9,22.2,1,4,25.0,3,4,75.0,2,4,6,1,0,0,0,1,16.7,0,0,-5
135,PF,11629877,4100,DeMarre Carroll,BKN,32,1,0,1,28,8,2,9,22.2,1,4,25.0,3,4,75.0,2,4,6,1,0,0,0,1,16.7,0,0,-5
136,PF,11629889,4100,Kelly Olynyk,MIA,27,1,1,0,16,8,3,4,75.0,1,2,50.0,1,3,33.3,1,4,5,3,3,0,1,4,18.5,0,0,6
137,C,11629889,4100,Kelly Olynyk,MIA,27,1,1,0,16,8,3,4,75.0,1,2,50.0,1,3,33.3,1,4,5,3,3,0,1,4,18.5,0,0,6
138,PG,11629895,4100,Tyler Johnson,MIA,26,1,1,0,31,24,9,12,75.0,2,5,40.0,4,4,100.0,1,4,5,1,1,0,2,0,36.5,0,0,6
139,SG,11629895,4100,Tyler Johnson,MIA,26,1,1,0,31,24,9,12,75.0,2,5,40.0,4,4,100.0,1,4,5,1,1,0,2,0,36.5,0,0,6
140,SG,11629884,4100,Reggie Bullock,DET,27,1,1,0,29,5,2,9,22.2,1,7,14.3,0,0,0.0,0,1,1,2,1,2,0,3,14.2,0,0,-1
141,SF,11629884,4100,Reggie Bullock,DET,27,1,1,0,29,5,2,9,22.2,1,7,14.3,0,0,0.0,0,1,1,2,1,2,0,3,14.2,0,0,-1
142,PG,11629904,4100,Patty Mills,SAS,30,1,0,1,21,8,4,6,66.7,0,2,0.0,0,0,0.0,1,0,1,3,1,3,0,3,21.7,0,0,-1
143,SG,11629904,4100,Patty Mills,SAS,30,1,0,1,21,8,4,6,66.7,0,2,0.0,0,0,0.0,1,0,1,3,1,3,0,3,21.7,0,0,-1
144,SG,11629939,4000,Garrett Temple,MEM,32,1,1,0,38,11,3,9,33.3,1,4,25.0,4,4,100.0,0,5,5,2,1,2,0,4,25.0,0,0,13
145,SF,11629939,4000,Garrett Temple,MEM,32,1,1,0,38,11,3,9,33.3,1,4,25.0,4,4,100.0,0,5,5,2,1,2,0,4,25.0,0,0,13
146,PG,11629949,4000,Markelle Fultz,PHI,20,1,0,1,21,8,4,6,66.7,0,0,0.0,0,0,0.0,2,1,3,2,1,0,0,3,13.6,0,0,0
147,SG,11629949,4000,Markelle Fultz,PHI,20,1,0,1,21,8,4,6,66.7,0,0,0.0,0,0,0.0,2,1,3,2,1,0,0,3,13.6,0,0,0
148,PG,11629933,4000,Fred VanVleet,TOR,24,1,0,1,23,4,2,8,25.0,0,2,0.0,0,0,0.0,1,1,2,5,0,1,0,1,16.9,0,0,-16
149,SG,11629933,4000,Fred VanVleet,TOR,24,1,0,1,23,4,2,8,25.0,0,2,0.0,0,0,0.0,1,1,2,5,0,1,0,1,16.9,0,0,-16
150,SG,11629944,4000,Danny Green,TOR,31,1,0,1,20,5,2,4,50.0,1,1,100.0,0,0,0.0,0,2,2,1,0,0,0,1,8.9,0,0,11
151,SF,11629944,4000,Danny Green,TOR,31,1,0,1,20,5,2,4,50.0,1,1,100.0,0,0,0.0,0,2,2,1,0,0,0,1,8.9,0,0,11
152,SG,11629961,3900,Wayne Ellington,MIA,30,1,1,0,26,8,3,6,50.0,2,5,40.0,0,0,0.0,0,1,1,3,0,3,0,2,22.7,0,0,-3
153,SF,11629961,3900,Wayne Ellington,MIA,30,1,1,0,26,8,3,6,50.0,2,5,40.0,0,0,0.0,0,1,1,3,0,3,0,2,22.7,0,0,-3
154,PG,11629971,3900,Marcus Smart,BOS,24,1,1,0,18,8,3,6,50.0,2,4,50.0,0,0,0.0,0,1,1,2,2,1,0,3,13.2,0,0,8
155,SG,11629971,3900,Marcus Smart,BOS,24,1,1,0,18,8,3,6,50.0,2,4,50.0,0,0,0.0,0,1,1,2,2,1,0,3,13.2,0,0,8
156,PG,11629975,3900,Langston Galloway,DET,26,1,1,0,31,13,5,8,62.5,2,5,40.0,1,1,100.0,0,2,2,2,2,0,0,4,16.4,0,0,7
