,PG,SG,SF,PF,C,Price,Score,Win
8156,Jeremy Lin,James Harden,Jeremy Lamb,Frank Kaminsky,Channing Frye,25300,134.25,0.0
7214,Jamal Murray,Andre Iguodala,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,24800,134.25,0.0
2808,Jordan Clarkson,Eric Gordon,Andre Iguodala,Kevin Durant,Kevon Looney,29800,134.25,0.0
23560,Eric Gordon,Jamal Murray,Jeremy Lamb,Kevin Durant,Channing Frye,31100,134.25,0.0
17375,Jordan Clarkson,James Ennis III,Jeremy Lamb,Marvin Williams,Channing Frye,21500,134.25,0.0
40952,James Harden,Jeremy Lin,David Nwaba,Paul Millsap,Channing Frye,26100,134.25,0.0
8245,Jeremy Lin,James Ennis III,Kent Bazemore,Kevin Durant,Mason Plumlee,28100,134.25,0.0
44677,James Harden,Jeremy Lamb,Rodney Hood,Trey Lyles,Frank Kaminsky,28500,134.25,0.0
22492,Jordan Clarkson,Jamal Murray,Jeremy Lamb,Trey Lyles,Larry Nance Jr.,27100,134.25,0.0
2865,Jordan Clarkson,Jeremy Lamb,Torrey Craig,Kevin Durant,Frank Kaminsky,28000,134.25,0.0
2860,Eric Gordon,Rodney Hood,Jonas Jerebko,Kevin Durant,Mason Plumlee,28800,134.25,0.0
23550,Jamal Murray,Jeremy Lin,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,24800,134.25,0.0
2846,James Harden,Andre Iguodala,David Nwaba,Channing Frye,Paul Millsap,26100,134.25,0.0
8930,Eric Gordon,Kent Bazemore,Andre Iguodala,Kevin Durant,Larry Nance Jr.,31400,134.25,0.0
9846,Jeremy Lin,Jordan Clarkson,Jonas Jerebko,Mason Plumlee,Larry Nance Jr.,21600,134.25,0.0
9479,James Harden,Jordan Clarkson,Nicolas Batum,Channing Frye,Mason Plumlee,28600,134.25,0.0
8342,Jordan Clarkson,James Harden,Nicolas Batum,Mason Plumlee,Channing Frye,28600,134.25,0.0
8363,James Harden,David Nwaba,Andre Iguodala,Channing Frye,Paul Millsap,26100,134.25,0.0
7037,James Harden,Jeremy Lin,Kent Bazemore,Kevon Looney,Paul Millsap,29600,134.25,0.0
15518,Jordan Clarkson,Jeremy Lamb,David Nwaba,Marvin Williams,Frank Kaminsky,21100,134.25,0.0
7044,James Harden,Jordan Clarkson,Marvin Williams,Mason Plumlee,Frank Kaminsky,27000,134.25,0.0
2476,Jamal Murray,Jeremy Lamb,Jonas Jerebko,Juancho Hernangomez,Mason Plumlee,22300,134.25,0.0
14761,Jordan Clarkson,Jeremy Lin,Jonas Jerebko,Mason Plumlee,Larry Nance Jr.,21600,134.25,0.0
24646,James Harden,Jeremy Lamb,Andre Iguodala,Frank Kaminsky,Channing Frye,25300,134.25,0.0
8454,Jordan Clarkson,Kent Bazemore,Jeremy Lamb,Channing Frye,Larry Nance Jr.,24800,134.25,0.0
48063,Jeremy Lin,Kent Bazemore,James Ennis III,Kevin Durant,Mason Plumlee,28100,134.25,0.0
31187,Jordan Clarkson,Torrey Craig,Jeremy Lamb,Kevin Durant,Frank Kaminsky,28000,134.25,0.0
45473,James Harden,Jamal Murray,James Ennis III,Frank Kaminsky,Paul Millsap,29300,134.25,0.0
9745,Eric Gordon,Jeremy Lin,Kent Bazemore,Kevin Durant,Larry Nance Jr.,31400,134.25,0.0
14868,James Harden,Rodney Hood,Juancho Hernangomez,Frank Kaminsky,Larry Nance Jr.,27900,134.25,0.0
1723,James Harden,Nicolas Batum,Kent Bazemore,Juancho Hernangomez,Mason Plumlee,29600,134.25,0.0
31353,Jamal Murray,Nicolas Batum,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,24300,134.25,0.0
13660,James Harden,David Nwaba,James Ennis III,Frank Kaminsky,Channing Frye,23300,134.25,0.0
2458,Jordan Clarkson,Jeremy Lamb,Kent Bazemore,Larry Nance Jr.,Channing Frye,24800,134.25,0.0
40883,Jordan Clarkson,Kent Bazemore,Jeremy Lamb,Larry Nance Jr.,Channing Frye,24800,134.25,0.0
10641,James Harden,Jordan Clarkson,Nicolas Batum,Mason Plumlee,Channing Frye,28600,134.25,0.0
48475,James Harden,Nicolas Batum,Rodney Hood,Larry Nance Jr.,Frank Kaminsky,29900,134.25,0.0
26428,James Harden,Rodney Hood,David Nwaba,Trey Lyles,Paul Millsap,29300,134.25,0.0
5578,Jordan Clarkson,Jeremy Lamb,Kent Bazemore,Channing Frye,Larry Nance Jr.,24800,134.25,0.0
6105,Jordan Clarkson,Jamal Murray,Andre Iguodala,Jonas Jerebko,Kevon Looney,23200,134.25,0.0
19660,Jordan Clarkson,David Nwaba,Torrey Craig,Kevin Durant,Paul Millsap,28800,134.25,0.0
12868,James Harden,James Ennis III,David Nwaba,Channing Frye,Frank Kaminsky,23300,134.25,0.0
428,Eric Gordon,Nicolas Batum,Jeremy Lamb,Kevin Durant,Mason Plumlee,30900,134.25,0.0
42432,Jordan Clarkson,James Harden,Marvin Williams,Frank Kaminsky,Mason Plumlee,27000,134.25,0.0
4717,Jamal Murray,Jordan Clarkson,Jeremy Lamb,Trey Lyles,Larry Nance Jr.,27100,134.25,0.0
4683,Jordan Clarkson,James Harden,Juancho Hernangomez,Mason Plumlee,Channing Frye,26600,134.25,0.0
49556,Eric Gordon,Andre Iguodala,Kent Bazemore,Kevin Durant,Larry Nance Jr.,31400,134.25,0.0
5753,James Harden,David Nwaba,Andre Iguodala,Trey Lyles,Kevon Looney,25900,134.25,0.0
35547,Jordan Clarkson,Jamal Murray,Jeremy Lamb,Juancho Hernangomez,Paul Millsap,26700,134.25,0.0
49907,Jamal Murray,James Harden,James Ennis III,Paul Millsap,Frank Kaminsky,29300,134.25,0.0
415,Jordan Clarkson,David Nwaba,Rodney Hood,Jonas Jerebko,Channing Frye,20600,134.25,0.0
41128,Jamal Murray,Kent Bazemore,Andre Iguodala,Jonas Jerebko,Larry Nance Jr.,24800,134.25,0.0
12465,James Harden,Jeremy Lamb,Trey Lyles,Mason Plumlee,Kevon Looney,27500,134.25,0.0
6026,Jordan Clarkson,David Nwaba,Jeremy Lamb,Juancho Hernangomez,Channing Frye,20700,134.25,0.0
49952,Jordan Clarkson,James Harden,Marvin Williams,Mason Plumlee,Frank Kaminsky,27000,134.25,0.0
35239,James Harden,Andre Iguodala,David Nwaba,Paul Millsap,Channing Frye,26100,134.25,0.0
18882,Jordan Clarkson,Jeremy Lamb,David Nwaba,Juancho Hernangomez,Channing Frye,20700,134.25,0.0
19957,Jeremy Lin,James Harden,Jeremy Lamb,Channing Frye,Frank Kaminsky,25300,134.25,0.0
12535,James Harden,Jeremy Lamb,Torrey Craig,Juancho Hernangomez,Mason Plumlee,26000,134.25,0.0
15649,Jamal Murray,Jeremy Lamb,Kent Bazemore,Jonas Jerebko,Channing Frye,23800,134.0,0.0
17001,James Harden,Andre Iguodala,Jeremy Lamb,Trey Lyles,Frank Kaminsky,26900,134.0,0.0
14813,James Harden,Jeremy Lin,Jeremy Lamb,Trey Lyles,Frank Kaminsky,26900,134.0,0.0
8845,James Harden,Jamal Murray,Juancho Hernangomez,Paul Millsap,Kevon Looney,30300,134.0,0.0
49410,James Harden,Nicolas Batum,Trey Lyles,Jonas Jerebko,Channing Frye,27200,134.0,0.0
12727,Jeremy Lin,David Nwaba,Jonas Jerebko,Kevon Looney,Larry Nance Jr.,19300,134.0,0.0
15184,James Harden,Andre Iguodala,David Nwaba,Trey Lyles,Paul Millsap,27700,134.0,0.0
18987,James Harden,Eric Gordon,Jonas Jerebko,Frank Kaminsky,Kevon Looney,25900,134.0,0.0
23021,James Harden,Andre Iguodala,Torrey Craig,Jonas Jerebko,Mason Plumlee,24300,134.0,0.0
20973,Jamal Murray,James Harden,Juancho Hernangomez,Kevon Looney,Paul Millsap,30300,134.0,0.0
8900,James Harden,James Ennis III,Marvin Williams,Kevon Looney,Channing Frye,25100,134.0,0.0
39646,James Harden,Nicolas Batum,David Nwaba,Kevon Looney,Channing Frye,26300,134.0,0.0
2384,Jordan Clarkson,Jamal Murray,James Ennis III,Jonas Jerebko,Frank Kaminsky,22200,134.0,0.0
13367,James Harden,James Ennis III,Marvin Williams,Channing Frye,Kevon Looney,25100,134.0,0.0
1697,Jordan Clarkson,David Nwaba,Andre Iguodala,Jonas Jerebko,Channing Frye,19000,134.0,0.0
9790,James Harden,Jordan Clarkson,Trey Lyles,Juancho Hernangomez,Mason Plumlee,28200,134.0,0.0
19738,Jeremy Lin,Eric Gordon,Jonas Jerebko,Kevin Durant,Mason Plumlee,27200,134.0,0.0
29835,Jamal Murray,James Ennis III,Kevin Durant,Juancho Hernangomez,Mason Plumlee,28800,134.0,0.0
11322,Jamal Murray,Kent Bazemore,Jeremy Lamb,Jonas Jerebko,Channing Frye,23800,134.0,0.0
43314,James Harden,Jeremy Lin,Nicolas Batum,Larry Nance Jr.,Frank Kaminsky,28300,134.0,0.0
6030,Eric Gordon,Jeremy Lin,Jonas Jerebko,Kevin Durant,Mason Plumlee,27200,134.0,0.0
4451,Jordan Clarkson,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,Channing Frye,20600,134.0,0.0
7397,Jordan Clarkson,Kent Bazemore,Jeremy Lamb,Trey Lyles,Larry Nance Jr.,26400,134.0,0.0
33944,Jordan Clarkson,Jeremy Lin,Kent Bazemore,Jonas Jerebko,Kevon Looney,22500,134.0,0.0
40773,Jeremy Lin,Jordan Clarkson,Kent Bazemore,Jonas Jerebko,Kevon Looney,22500,134.0,0.0
8980,Jamal Murray,James Harden,Trey Lyles,Larry Nance Jr.,Kevon Looney,30700,134.0,0.0
51,Jeremy Lin,James Harden,Jeremy Lamb,Trey Lyles,Frank Kaminsky,26900,134.0,0.0
6258,James Harden,David Nwaba,Marvin Williams,Kevon Looney,Frank Kaminsky,24700,134.0,0.0
33849,James Harden,David Nwaba,Nicolas Batum,Channing Frye,Kevon Looney,26300,134.0,0.0
9927,Jeremy Lin,Jordan Clarkson,David Nwaba,Jonas Jerebko,Channing Frye,19000,134.0,0.0
2932,James Harden,Andre Iguodala,Juancho Hernangomez,Larry Nance Jr.,Frank Kaminsky,26300,134.0,0.0
39537,James Harden,Jeremy Lin,Juancho Hernangomez,Frank Kaminsky,Larry Nance Jr.,26300,134.0,0.0
33463,Jordan Clarkson,Nicolas Batum,James Ennis III,Marvin Williams,Larry Nance Jr.,24500,134.0,0.0
1575,Jeremy Lin,Jordan Clarkson,Rodney Hood,Kevin Durant,Channing Frye,29100,134.0,0.0
33639,Jamal Murray,David Nwaba,Jeremy Lamb,Larry Nance Jr.,Mason Plumlee,23600,134.0,0.0
22506,James Harden,David Nwaba,Nicolas Batum,Kevon Looney,Channing Frye,26300,134.0,0.0
1867,Jamal Murray,James Ennis III,Nicolas Batum,Kevin Durant,Mason Plumlee,30800,134.0,0.0
28619,Jordan Clarkson,Kent Bazemore,Rodney Hood,Jonas Jerebko,Paul Millsap,25900,134.0,0.0
8474,James Harden,Jeremy Lin,Torrey Craig,Jonas Jerebko,Mason Plumlee,24300,134.0,0.0
41837,Jeremy Lin,Rodney Hood,Kevin Durant,Larry Nance Jr.,Kevon Looney,29400,134.0,0.0
4772,Jordan Clarkson,Nicolas Batum,Marvin Williams,Kevin Durant,Channing Frye,29900,134.0,0.0
12836,Jordan Clarkson,Jeremy Lamb,Kent Bazemore,Trey Lyles,Larry Nance Jr.,26400,134.0,0.0
5659,Eric Gordon,James Harden,James Ennis III,Juancho Hernangomez,Mason Plumlee,26800,134.0,0.0
47172,James Harden,Jeremy Lamb,Trey Lyles,Mason Plumlee,Paul Millsap,29300,134.0,0.0
20132,Jamal Murray,David Nwaba,Jeremy Lamb,Mason Plumlee,Larry Nance Jr.,23600,134.0,0.0
134,Eric Gordon,James Harden,Jonas Jerebko,Kevon Looney,Frank Kaminsky,25900,134.0,0.0
16703,James Harden,Nicolas Batum,Jonas Jerebko,Trey Lyles,Channing Frye,27200,134.0,0.0
3148,Jordan Clarkson,Jeremy Lin,Rodney Hood,Kevin Durant,Channing Frye,29100,134.0,0.0
19475,Jeremy Lin,James Harden,Torrey Craig,Jonas Jerebko,Mason Plumlee,24300,134.0,0.0
23700,Jordan Clarkson,Kent Bazemore,Andre Iguodala,Jonas Jerebko,Kevon Looney,22500,134.0,0.0
20205,James Harden,Jamal Murray,Torrey Craig,Juancho Hernangomez,Larry Nance Jr.,29200,134.0,0.0
2820,James Harden,Jeremy Lamb,Trey Lyles,Paul Millsap,Mason Plumlee,29300,134.0,0.0
2798,Jamal Murray,James Harden,Juancho Hernangomez,Paul Millsap,Kevon Looney,30300,134.0,0.0
1936,James Harden,David Nwaba,Juancho Hernangomez,Kevon Looney,Channing Frye,24300,134.0,0.0
174,James Harden,James Ennis III,David Nwaba,Trey Lyles,Frank Kaminsky,24900,134.0,0.0
3210,Jamal Murray,James Harden,Trey Lyles,Kevon Looney,Larry Nance Jr.,30700,134.0,0.0
3992,Jamal Murray,Nicolas Batum,James Ennis III,Kevin Durant,Mason Plumlee,30800,134.0,0.0
7698,Jeremy Lin,Rodney Hood,Kevin Durant,Kevon Looney,Larry Nance Jr.,29400,134.0,0.0
27168,Jordan Clarkson,Eric Gordon,James Ennis III,Kevin Durant,Frank Kaminsky,28800,134.0,0.0
45838,Eric Gordon,James Harden,Jonas Jerebko,Frank Kaminsky,Kevon Looney,25900,134.0,0.0
17581,James Harden,David Nwaba,Andre Iguodala,Trey Lyles,Paul Millsap,27700,134.0,0.0
38357,Jordan Clarkson,Jeremy Lamb,Kent Bazemore,Juancho Hernangomez,Paul Millsap,26000,134.0,0.0
17678,James Harden,Kent Bazemore,James Ennis III,Frank Kaminsky,Paul Millsap,28600,134.0,0.0
23370,James Harden,Jamal Murray,Trey Lyles,Kevon Looney,Larry Nance Jr.,30700,134.0,0.0
386,Eric Gordon,Andre Iguodala,Kevin Durant,Jonas Jerebko,Mason Plumlee,27200,134.0,0.0
3688,Jordan Clarkson,Jamal Murray,Andre Iguodala,Jonas Jerebko,Paul Millsap,25000,134.0,0.0
31015,James Harden,Andre Iguodala,Nicolas Batum,Larry Nance Jr.,Frank Kaminsky,28300,134.0,0.0
9128,Jordan Clarkson,James Harden,Juancho Hernangomez,Trey Lyles,Mason Plumlee,28200,134.0,0.0
34621,James Harden,Jeremy Lin,Nicolas Batum,Frank Kaminsky,Larry Nance Jr.,28300,134.0,0.0
5201,James Harden,Torrey Craig,Andre Iguodala,Jonas Jerebko,Mason Plumlee,24300,134.0,0.0
5999,Jordan Clarkson,James Ennis III,Nicolas Batum,Marvin Williams,Larry Nance Jr.,24500,134.0,0.0
38115,James Harden,Rodney Hood,Andre Iguodala,Marvin Williams,Mason Plumlee,27500,134.0,0.0
15517,James Harden,Nicolas Batum,David Nwaba,Channing Frye,Kevon Looney,26300,134.0,0.0
36678,Eric Gordon,Jeremy Lin,Kevin Durant,Jonas Jerebko,Mason Plumlee,27200,134.0,0.0
7285,James Harden,Eric Gordon,Jonas Jerebko,Kevon Looney,Frank Kaminsky,25900,134.0,0.0
10947,Jeremy Lin,David Nwaba,Marvin Williams,Kevin Durant,Mason Plumlee,26000,134.0,0.0
42311,James Harden,Nicolas Batum,Andre Iguodala,Larry Nance Jr.,Frank Kaminsky,28300,134.0,0.0
5189,James Harden,Andre Iguodala,Rodney Hood,Marvin Williams,Mason Plumlee,27500,134.0,0.0
23315,James Harden,Jamal Murray,Juancho Hernangomez,Kevon Looney,Paul Millsap,30300,134.0,0.0
5213,Jordan Clarkson,Andre Iguodala,Kent Bazemore,Jonas Jerebko,Kevon Looney,22500,134.0,0.0
12496,Jordan Clarkson,James Harden,Nicolas Batum,Trey Lyles,Mason Plumlee,30200,134.0,0.0
36489,Eric Gordon,Jordan Clarkson,James Ennis III,Kevin Durant,Frank Kaminsky,28800,134.0,0.0
27273,Jeremy Lin,David Nwaba,Jonas Jerebko,Larry Nance Jr.,Kevon Looney,19300,134.0,0.0
6300,James Harden,Eric Gordon,James Ennis III,Juancho Hernangomez,Mason Plumlee,26800,134.0,0.0
25050,James Harden,James Ennis III,Kent Bazemore,Paul Millsap,Frank Kaminsky,28600,134.0,0.0
10652,James Harden,Jeremy Lin,Juancho Hernangomez,Larry Nance Jr.,Frank Kaminsky,26300,134.0,0.0
25679,Jamal Murray,Jordan Clarkson,Andre Iguodala,Jonas Jerebko,Paul Millsap,25000,134.0,0.0
39871,James Harden,Jeremy Lamb,Andre Iguodala,Trey Lyles,Frank Kaminsky,26900,134.0,0.0
10945,James Harden,James Ennis III,Marvin Williams,Channing Frye,Paul Millsap,26900,133.75,0.0
28487,Eric Gordon,Jeremy Lamb,Kevin Durant,Kevon Looney,Paul Millsap,30900,133.75,0.0
10874,James Harden,David Nwaba,Juancho Hernangomez,Paul Millsap,Channing Frye,26100,133.75,0.0
1922,Eric Gordon,Torrey Craig,Jeremy Lamb,Kevin Durant,Larry Nance Jr.,29800,133.75,0.0
23115,Jordan Clarkson,James Harden,Torrey Craig,Juancho Hernangomez,Kevon Looney,26900,133.75,0.0
127,James Harden,Nicolas Batum,Jeremy Lamb,Frank Kaminsky,Channing Frye,27300,133.75,0.0
4720,James Harden,David Nwaba,Marvin Williams,Frank Kaminsky,Paul Millsap,26500,133.75,0.0
42545,Jamal Murray,Kent Bazemore,Juancho Hernangomez,Jonas Jerebko,Larry Nance Jr.,24800,133.75,0.0
37589,Jamal Murray,Rodney Hood,Jeremy Lamb,Marvin Williams,Larry Nance Jr.,26400,133.75,0.0
24072,James Harden,David Nwaba,Marvin Williams,Paul Millsap,Frank Kaminsky,26500,133.75,0.0
16417,James Harden,Jordan Clarkson,Rodney Hood,Frank Kaminsky,Mason Plumlee,28200,133.75,0.0
16230,James Harden,David Nwaba,Trey Lyles,Juancho Hernangomez,Kevon Looney,25900,133.75,0.0
7277,James Harden,Jeremy Lamb,Juancho Hernangomez,Frank Kaminsky,Channing Frye,25300,133.75,0.0
37299,Jordan Clarkson,Jamal Murray,Juancho Hernangomez,Jonas Jerebko,Kevon Looney,23200,133.75,0.0
1405,James Harden,Nicolas Batum,David Nwaba,Paul Millsap,Channing Frye,28100,133.75,0.0
22711,Jordan Clarkson,Kent Bazemore,Andre Iguodala,Jonas Jerebko,Paul Millsap,24300,133.75,0.0
11786,Jordan Clarkson,David Nwaba,Jeremy Lamb,Mason Plumlee,Kevon Looney,21300,133.75,0.0
31317,Jordan Clarkson,Kent Bazemore,James Ennis III,Jonas Jerebko,Frank Kaminsky,21500,133.75,0.0
42757,Jordan Clarkson,David Nwaba,Jeremy Lamb,Kevon Looney,Mason Plumlee,21300,133.75,0.0
22637,Eric Gordon,James Harden,Marvin Williams,Mason Plumlee,Larry Nance Jr.,28800,133.75,0.0
24096,James Harden,James Ennis III,Trey Lyles,Marvin Williams,Kevon Looney,26700,133.75,0.0
47345,Jordan Clarkson,James Harden,Rodney Hood,Frank Kaminsky,Mason Plumlee,28200,133.75,0.0
24862,Jordan Clarkson,Jeremy Lin,Andre Iguodala,Kevin Durant,Channing Frye,27500,133.75,0.0
26149,Jordan Clarkson,Eric Gordon,Kevin Durant,Juancho Hernangomez,Kevon Looney,29800,133.75,0.0
41228,James Harden,Torrey Craig,Jeremy Lamb,Kevon Looney,Paul Millsap,28000,133.75,0.0
14579,Jeremy Lin,Andre Iguodala,Kevin Durant,Larry Nance Jr.,Kevon Looney,27800,133.75,0.0
23866,Eric Gordon,Jeremy Lamb,David Nwaba,Marvin Williams,Larry Nance Jr.,22900,133.75,0.0
41264,Jordan Clarkson,Jeremy Lamb,David Nwaba,Mason Plumlee,Kevon Looney,21300,133.75,0.0
43506,Jordan Clarkson,David Nwaba,Kevin Durant,Mason Plumlee,Frank Kaminsky,26700,133.75,0.0
12700,Jamal Murray,David Nwaba,Kent Bazemore,Kevin Durant,Frank Kaminsky,29900,133.75,0.0
33123,James Harden,Jordan Clarkson,Torrey Craig,Channing Frye,Larry Nance Jr.,27500,133.75,0.0
37209,James Harden,Rodney Hood,Jonas Jerebko,Frank Kaminsky,Channing Frye,25200,133.75,0.0
27730,Jordan Clarkson,Jamal Murray,Jonas Jerebko,Juancho Hernangomez,Kevon Looney,23200,133.75,0.0
34405,James Harden,Torrey Craig,Jeremy Lamb,Paul Millsap,Kevon Looney,28000,133.75,0.0
22758,Eric Gordon,James Ennis III,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,20800,133.75,0.0
22401,Jamal Murray,Jeremy Lamb,Jonas Jerebko,Paul Millsap,Kevon Looney,24300,133.75,0.0
25721,James Harden,Jordan Clarkson,Torrey Craig,Juancho Hernangomez,Kevon Looney,26900,133.75,0.0
29348,Jamal Murray,Kent Bazemore,James Ennis III,Kevin Durant,Channing Frye,30300,133.75,0.0
22743,James Harden,Jordan Clarkson,Rodney Hood,Mason Plumlee,Frank Kaminsky,28200,133.75,0.0
15006,James Harden,Jordan Clarkson,Torrey Craig,Larry Nance Jr.,Channing Frye,27500,133.75,0.0
27311,Eric Gordon,James Harden,Marvin Williams,Larry Nance Jr.,Mason Plumlee,28800,133.75,0.0
10823,Eric Gordon,Jordan Clarkson,Kevin Durant,Larry Nance Jr.,Channing Frye,30400,133.75,0.0
27664,Jordan Clarkson,Jamal Murray,Jonas Jerebko,Channing Frye,Larry Nance Jr.,23800,133.75,0.0
20872,James Harden,David Nwaba,Nicolas Batum,Channing Frye,Paul Millsap,28100,133.75,0.0
20121,Jeremy Lin,Jeremy Lamb,Jonas Jerebko,Larry Nance Jr.,Frank Kaminsky,20300,133.75,0.0
10935,James Harden,Kent Bazemore,Juancho Hernangomez,Kevon Looney,Paul Millsap,29600,133.75,0.0
966,Jordan Clarkson,Nicolas Batum,Jonas Jerebko,Mason Plumlee,Larry Nance Jr.,23600,133.75,0.0
42381,James Harden,David Nwaba,Juancho Hernangomez,Channing Frye,Paul Millsap,26100,133.75,0.0
44350,Jeremy Lin,Rodney Hood,Kevin Durant,Larry Nance Jr.,Paul Millsap,31200,133.75,0.0
34411,Jordan Clarkson,James Harden,Torrey Craig,Channing Frye,Larry Nance Jr.,27500,133.75,0.0
35534,James Harden,Kent Bazemore,Trey Lyles,Larry Nance Jr.,Kevon Looney,30000,133.75,0.0
8511,Jordan Clarkson,Nicolas Batum,Jonas Jerebko,Larry Nance Jr.,Mason Plumlee,23600,133.75,0.0
24844,Jeremy Lin,Andre Iguodala,Kevin Durant,Kevon Looney,Larry Nance Jr.,27800,133.75,0.0
340,Eric Gordon,Jeremy Lamb,Kevin Durant,Paul Millsap,Kevon Looney,30900,133.75,0.0
1943,James Harden,Jamal Murray,Kent Bazemore,Kevon Looney,Mason Plumlee,30400,133.75,0.0
9805,James Harden,Jeremy Lamb,Torrey Craig,Kevon Looney,Paul Millsap,28000,133.75,0.0
31136,Eric Gordon,Jordan Clarkson,Kevin Durant,Channing Frye,Larry Nance Jr.,30400,133.75,0.0
48161,Jamal Murray,Jeremy Lamb,Rodney Hood,Marvin Williams,Larry Nance Jr.,26400,133.75,0.0
18953,Jordan Clarkson,James Harden,Rodney Hood,Mason Plumlee,Frank Kaminsky,28200,133.75,0.0
26717,James Harden,Kent Bazemore,Torrey Craig,Juancho Hernangomez,Larry Nance Jr.,28500,133.75,0.0
29834,Jeremy Lin,Rodney Hood,Kevin Durant,Paul Millsap,Larry Nance Jr.,31200,133.75,0.0
39728,Eric Gordon,David Nwaba,Jeremy Lamb,Marvin Williams,Larry Nance Jr.,22900,133.75,0.0
8383,Jordan Clarkson,Eric Gordon,Juancho Hernangomez,Kevin Durant,Kevon Looney,29800,133.75,0.0
46658,Jordan Clarkson,James Ennis III,Kent Bazemore,Jonas Jerebko,Frank Kaminsky,21500,133.75,0.0
43144,Eric Gordon,James Harden,Jonas Jerebko,Frank Kaminsky,Paul Millsap,27700,133.75,0.0
33535,Jordan Clarkson,James Ennis III,Kevin Durant,Channing Frye,Mason Plumlee,27100,133.75,0.0
29840,Jamal Murray,James Harden,Kent Bazemore,Kevon Looney,Mason Plumlee,30400,133.75,0.0
33257,Jeremy Lin,Jeremy Lamb,Jonas Jerebko,Frank Kaminsky,Larry Nance Jr.,20300,133.75,0.0
14824,Eric Gordon,Jeremy Lamb,James Ennis III,Jonas Jerebko,Mason Plumlee,20800,133.75,0.0
7343,Jamal Murray,Jeremy Lamb,Jonas Jerebko,Kevon Looney,Paul Millsap,24300,133.75,0.0
13312,Jordan Clarkson,Jeremy Lamb,David Nwaba,Kevon Looney,Mason Plumlee,21300,133.75,0.0
12469,Eric Gordon,Jordan Clarkson,Kevin Durant,Juancho Hernangomez,Kevon Looney,29800,133.75,0.0
24775,James Harden,Jordan Clarkson,Kent Bazemore,Trey Lyles,Channing Frye,29700,133.75,0.0
327,Jamal Murray,Kent Bazemore,Jonas Jerebko,Juancho Hernangomez,Larry Nance Jr.,24800,133.75,0.0
23974,Jordan Clarkson,Eric Gordon,Kevin Durant,Larry Nance Jr.,Channing Frye,30400,133.75,0.0
9358,Jeremy Lin,Jordan Clarkson,Kent Bazemore,Jonas Jerebko,Paul Millsap,24300,133.75,0.0
4893,Eric Gordon,James Harden,Jonas Jerebko,Paul Millsap,Frank Kaminsky,27700,133.75,0.0
18270,Jamal Murray,Jeremy Lamb,Torrey Craig,Jonas Jerebko,Larry Nance Jr.,23200,133.75,0.0
26077,Eric Gordon,Kent Bazemore,Kevin Durant,Juancho Hernangomez,Larry Nance Jr.,31400,133.75,0.0
15554,James Harden,Eric Gordon,Marvin Williams,Mason Plumlee,Larry Nance Jr.,28800,133.75,0.0
48229,Jamal Murray,Jordan Clarkson,Nicolas Batum,Jonas Jerebko,Kevon Looney,25200,133.75,0.0
15658,Jeremy Lin,David Nwaba,Jonas Jerebko,Larry Nance Jr.,Paul Millsap,21100,133.75,0.0
9803,James Harden,Nicolas Batum,David Nwaba,Trey Lyles,Kevon Looney,27900,133.75,0.0
44222,James Harden,Kent Bazemore,Trey Lyles,Kevon Looney,Larry Nance Jr.,30000,133.75,0.0
20702,Jordan Clarkson,Jeremy Lamb,Jonas Jerebko,Trey Lyles,Mason Plumlee,22200,133.75,0.0
1773,James Harden,Eric Gordon,Jonas Jerebko,Frank Kaminsky,Paul Millsap,27700,133.75,0.0
3669,James Harden,James Ennis III,Marvin Williams,Paul Millsap,Channing Frye,26900,133.75,0.0
3223,Jamal Murray,Nicolas Batum,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,26800,133.75,0.0
22057,Jordan Clarkson,James Harden,Torrey Craig,Larry Nance Jr.,Channing Frye,27500,133.75,0.0
18630,James Harden,Torrey Craig,Kent Bazemore,Juancho Hernangomez,Larry Nance Jr.,28500,133.75,0.0
14297,James Harden,Eric Gordon,Jonas Jerebko,Paul Millsap,Frank Kaminsky,27700,133.75,0.0
36382,Jamal Murray,Jordan Clarkson,Jonas Jerebko,Juancho Hernangomez,Kevon Looney,23200,133.75,0.0
