PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,
Hassan Whiteside,MIA,29,1,0,1,33,11,5,8,62.5,0,0,0,1,5,20,5,15,20,1,4,0,4,5,44.5,1,0,1,
Iman Shumpert,SAC,28,1,1,0,32,17,5,16,31.3,4,11,36.4,3,3,100,1,1,2,2,1,1,0,2,24.4,0,0,11,
Ish Smith,DET,30,1,1,0,23,10,4,9,44.4,2,4,50,0,0,0,0,1,1,3,0,0,1,4,18.7,0,0,7,
JJ Redick,PHI,34,1,1,0,37,17,7,16,43.8,2,9,22.2,1,1,100,0,2,2,4,1,0,0,1,24.4,0,0,8,
Jae Crowder,UTA,28,1,1,0,30,20,8,15,53.3,4,9,44.4,0,0,0,0,6,6,4,1,1,1,3,38.2,0,0,-1,
Jamal Murray,DEN,21,1,0,1,40,16,5,14,35.7,0,1,0,6,6,100,1,1,2,5,2,1,0,5,26.9,0,0,-6,
James Nunnally,MIN,28,1,0,1,4,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,
Jared Dudley,BKN,33,1,1,0,24,4,1,5,20,1,4,25,1,2,50,1,3,4,1,2,0,1,3,11.3,0,0,9,
Jarell Martin,ORL,24,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,12,
Jarrett Allen,BKN,20,1,1,0,31,18,7,14,50,0,0,0,4,8,50,4,5,9,2,0,1,5,3,49.8,0,0,-5,
Jaylen Brown,BOS,22,1,0,1,30,9,4,17,23.5,1,7,14.3,0,0,0,1,3,4,1,0,0,1,4,18.3,0,0,-17,
Jayson Tatum,BOS,20,1,0,1,36,21,7,14,50,2,4,50,5,6,83.3,1,2,3,4,1,5,0,4,44.6,0,0,0,
Jeff Green,WAS,32,1,0,1,24,14,4,5,80,2,3,66.7,4,4,100,1,2,3,0,0,0,1,0,20.6,0,0,0,
Jeremy Lamb,CHA,26,1,0,1,24,17,6,12,50,3,4,75,2,2,100,0,3,3,1,1,2,1,1,30.1,0,0,5,
Jeremy Lin,ATL,30,1,0,1,22,19,5,9,55.6,2,4,50,7,7,100,0,3,3,4,0,3,0,2,37.6,0,0,4,
Jerian Grant,ORL,26,1,1,0,23,13,5,5,100,2,2,100,1,1,100,1,2,3,2,1,1,1,2,24.6,0,0,5,
Jimmy Butler,MIN,29,1,0,1,41,13,3,12,25,0,2,0,7,10,70,2,6,8,8,3,2,0,1,37.6,0,0,-6,
Joe Harris,BKN,27,1,1,0,27,11,4,6,66.7,2,2,100,1,1,100,1,3,4,0,3,1,0,4,15.8,0,0,-2,
Joe Ingles,UTA,31,1,1,0,35,27,10,14,71.4,5,9,55.6,2,2,100,0,5,5,7,1,1,1,3,48.5,0,0,23,
Joel Embiid,PHI,24,1,1,0,39,42,11,18,61.1,1,2,50,19,22,86.4,2,16,18,4,3,0,4,4,78.6,1,0,9,
John Wall,WAS,28,1,0,1,42,19,9,21,42.9,0,3,0,1,2,50,0,7,7,12,3,2,1,2,51.4,1,0,3,
Jon Leuer,DET,29,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7,
Jonah Bolden,PHI,22,1,1,0,11,5,2,4,50,1,3,33.3,0,0,0,0,4,4,1,1,0,0,4,10.3,0,0,6,
Jonathon Simmons,ORL,29,1,1,0,15,6,2,6,33.3,0,1,0,2,2,100,0,1,1,0,0,1,0,2,10.2,0,0,10,
Jose Calderon,DET,37,1,1,0,22,5,2,4,50,0,2,0,1,1,100,0,1,1,4,0,0,0,4,12.2,0,0,-7,
Josh Okogie,MIN,20,1,0,1,27,6,2,7,28.6,0,2,0,2,2,100,0,2,2,1,2,0,0,3,7.9,0,0,-5,
Josh Richardson,MIA,25,1,0,1,29,18,6,17,35.3,2,6,33.3,4,5,80,0,0,0,6,6,2,0,5,27,0,0,-2,
Juancho Hernangomez,DEN,23,1,0,1,14,2,1,2,50,0,1,0,0,0,0,1,1,2,0,0,0,0,1,4.4,0,0,1,
Justin Jackson,SAC,23,1,1,0,6,0,0,2,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,4.2,0,0,4,
Justise Winslow,MIA,22,1,0,1,28,11,4,13,30.8,1,2,50,2,3,66.7,0,2,2,5,3,1,0,3,20.9,0,0,-18,
Karl-Anthony Towns,MIN,22,1,0,1,40,39,15,27,55.6,2,5,40,7,7,100,9,10,19,1,4,0,1,4,62.3,1,0,-5,
Kelly Olynyk,MIA,27,1,0,1,21,20,6,8,75,3,5,60,5,7,71.4,0,4,4,2,1,0,0,1,26.8,0,0,2,
Kelly Oubre Jr.,WAS,22,1,0,1,25,19,6,10,60,2,5,40,5,6,83.3,1,3,4,0,0,2,0,2,29.8,0,0,-9,
Kemba Walker,CHA,28,1,0,1,40,30,9,29,31,3,14,21.4,9,10,90,0,7,7,9,0,1,0,1,54.9,0,0,-1,
Kent Bazemore,ATL,29,1,0,1,22,8,3,6,50,0,0,0,2,2,100,0,3,3,1,2,0,1,1,14.1,0,0,-19,
Kevin Huerter,ATL,20,1,0,1,29,2,1,5,20,0,2,0,0,0,0,0,6,6,3,0,0,0,3,13.7,0,0,-2,
Khyri Thomas,DET,22,1,1,0,4,3,1,3,33.3,1,2,50,0,0,0,0,0,0,0,1,0,0,0,2,0,0,-7,
Kosta Koufos,SAC,29,1,1,0,19,6,3,4,75,0,0,0,0,0,0,1,8,9,2,0,3,0,2,28.8,0,0,11,
Landry Shamet,PHI,21,1,1,0,19,3,1,6,16.7,1,5,20,0,0,0,0,0,0,1,0,1,1,3,10.5,0,0,1,
Langston Galloway,DET,26,1,1,0,24,16,5,9,55.6,5,9,55.6,1,1,100,0,1,1,2,0,0,1,2,23.2,0,0,14,
Malik Beasley,DEN,21,1,0,1,22,8,3,5,60,2,3,66.7,0,0,0,0,3,3,1,0,0,0,2,13.1,0,0,2,
Malik Monk,CHA,20,1,0,1,27,12,4,19,21.1,2,10,20,2,3,66.7,2,1,3,4,0,0,0,1,21.6,0,0,1,
Marcus Morris,BOS,29,1,0,1,27,16,5,11,45.5,2,4,50,4,4,100,0,5,5,2,2,2,0,1,29,0,0,9,
Marcus Smart,BOS,24,1,0,1,33,13,4,9,44.4,4,9,44.4,1,2,50,1,2,3,10,1,2,0,2,36.6,1,0,10,
Markelle Fultz,PHI,20,1,1,0,23,7,2,5,40,0,0,0,3,6,50,2,3,5,4,2,0,0,5,17,0,0,2,
Markieff Morris,WAS,29,1,0,1,26,7,3,8,37.5,1,2,50,0,0,0,1,4,5,3,3,0,0,3,14.5,0,0,-7,
Marvin Bagley III,SAC,19,1,1,0,16,6,2,7,28.6,0,1,0,2,2,100,1,1,2,0,1,0,2,0,13.4,0,0,8,
Marvin Williams,CHA,32,1,0,1,15,3,1,3,33.3,1,2,50,0,0,0,0,1,1,1,0,1,0,2,8.7,0,0,-15,
Mason Plumlee,DEN,28,1,0,1,15,4,1,2,50,0,0,0,2,4,50,0,3,3,2,0,0,0,4,10.6,0,0,-7,
Michael Kidd-Gilchrist,CHA,25,1,0,1,27,12,3,8,37.5,0,0,0,6,7,85.7,4,8,12,2,0,0,0,4,29.4,1,0,5,
Miles Bridges,CHA,20,1,0,1,28,5,2,6,33.3,1,2,50,0,0,0,2,7,9,1,0,0,2,3,23.3,0,0,6,
Miles Plumlee,ATL,30,1,0,1,17,14,7,8,87.5,0,0,0,0,2,0,1,3,4,1,1,0,1,1,22.3,0,0,9,
Mo Bamba,ORL,20,1,1,0,17,15,7,8,87.5,1,1,100,0,0,0,2,0,2,3,1,0,2,5,26.9,0,0,-3,
Monte Morris,DEN,23,1,0,1,22,15,7,11,63.6,1,2,50,0,0,0,0,6,6,2,0,1,0,2,28.2,0,0,2,
Myles Turner,IND,22,1,1,0,24,8,4,9,44.4,0,2,0,0,0,0,0,6,6,0,3,0,2,5,18.2,0,0,20,
Nemanja Bjelica,SAC,30,1,1,0,27,14,6,13,46.2,2,6,33.3,0,0,0,1,7,8,1,4,1,2,5,30.1,0,0,0,
Nicolas Batum,CHA,29,1,0,1,17,5,2,4,50,1,1,100,0,0,0,0,2,2,2,1,2,0,0,15.4,0,0,-9,
Nikola Jokic,DEN,23,1,0,1,33,37,14,22,63.6,1,1,100,8,10,80,7,14,21,3,6,1,2,5,69.7,1,0,5,
Nikola Vucevic,ORL,28,1,1,0,31,21,10,16,62.5,1,2,50,0,0,0,4,10,14,3,2,1,2,2,49.3,1,0,12,
Omari Spellman,ATL,21,1,0,1,27,14,5,10,50,2,5,40,2,2,100,3,7,10,0,1,1,0,1,28,1,0,-16,
Otto Porter Jr.,WAS,25,1,0,1,23,8,3,7,42.9,2,4,50,0,0,0,0,3,3,1,1,2,0,1,18.1,0,0,-9,
Paul Millsap,DEN,33,1,0,1,27,11,4,8,50,0,1,0,3,6,50,4,7,11,0,3,0,1,2,24.2,1,0,-1,
Reggie Bullock,DET,27,1,1,0,24,13,5,9,55.6,3,6,50,0,0,0,0,3,3,4,1,0,0,2,21.6,0,0,15,
Reggie Jackson,DET,28,1,1,0,21,10,4,9,44.4,2,4,50,0,0,0,0,2,2,3,1,1,0,4,18.9,0,0,15,
Ricky Rubio,UTA,28,1,1,0,37,17,7,13,53.8,1,5,20,2,2,100,1,5,6,7,4,0,0,4,30.7,0,0,22,
Robert Covington,PHI,27,1,1,0,30,7,2,8,25,1,7,14.3,2,2,100,1,2,3,1,0,0,4,5,24.1,0,0,-9,
Rodney McGruder,MIA,27,1,0,1,34,11,4,11,36.4,3,3,100,0,0,0,3,1,4,5,2,1,0,3,24.3,0,0,-20,
Rondae Hollis-Jefferson,BKN,23,1,1,0,18,8,2,9,22.2,1,4,25,3,4,75,2,1,3,2,0,1,1,2,20.6,0,0,-2,
Royce O'Neale,UTA,25,1,1,0,14,2,1,2,50,0,0,0,0,0,0,1,3,4,0,2,0,0,1,4.8,0,0,-17,
Rudy Gobert,UTA,26,1,1,0,36,17,6,8,75,0,0,0,5,5,100,2,13,15,2,0,0,2,3,44,1,0,26,
Semi Ojeleye,BOS,23,1,0,1,8,3,1,2,50,1,2,50,0,0,0,0,0,0,0,0,0,0,1,3,0,0,-6,
Spencer Dinwiddie,BKN,25,1,1,0,30,12,3,11,27.3,1,5,20,5,6,83.3,2,4,6,6,0,0,1,2,31.2,0,0,-1,
Stanley Johnson,DET,22,1,1,0,24,22,8,16,50,4,9,44.4,2,3,66.7,2,5,7,2,0,3,0,3,42.4,0,0,-4,
T.J. McConnell,PHI,26,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,3.9,0,0,-2,
TJ Leaf,IND,21,1,1,0,7,2,1,2,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,0,-7,
Taj Gibson,MIN,33,1,0,1,30,9,4,11,36.4,0,1,0,1,2,50,4,5,9,2,1,0,0,3,21.8,0,0,-6,
Taurean Prince,ATL,24,1,0,1,22,6,2,5,40,1,3,33.3,1,1,100,0,5,5,0,2,2,0,0,16,0,0,-14,
Terrence Ross,ORL,27,1,1,0,30,12,5,11,45.5,1,5,20,1,2,50,0,7,7,3,4,2,0,2,26.9,0,0,6,
Terry Rozier,BOS,24,1,0,1,36,22,7,13,53.8,5,8,62.5,3,3,100,1,5,6,3,0,0,0,1,33.7,0,0,-18,
Thaddeus Young,IND,30,1,1,0,17,3,1,2,50,0,0,0,1,4,25,2,2,4,1,3,1,0,1,9.3,0,0,-1,
Tomas Satoransky,WAS,27,1,0,1,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0,-10,
Tony Parker,CHA,36,1,0,1,14,4,2,5,40,0,1,0,0,0,0,0,2,2,2,0,1,0,0,12.4,0,0,-6,
Torrey Craig,DEN,27,1,0,1,9,3,1,5,20,1,4,25,0,0,0,0,1,1,1,0,0,0,2,5.7,0,0,-11,
Trae Young,ATL,20,1,0,1,23,16,4,9,44.4,0,3,0,8,8,100,1,3,4,5,6,0,0,1,22.3,0,0,-18,
Trey Lyles,DEN,23,1,0,1,21,10,3,7,42.9,0,0,0,4,6,66.7,0,3,3,2,0,0,1,0,19.6,0,0,-1,
Troy Williams,SAC,23,1,1,0,20,8,3,10,30,0,3,0,2,3,66.7,1,2,3,1,0,0,0,3,13.1,0,0,1,
Tyler Dorsey,ATL,22,1,0,1,10,2,0,3,0,0,2,0,2,6,33.3,0,1,1,1,0,0,0,0,4.7,0,0,12,
Tyler Johnson,MIA,26,1,0,1,33,15,5,12,41.7,3,6,50,2,4,50,0,2,2,5,5,0,1,2,22.9,0,0,-1,
Tyreke Evans,IND,29,1,1,0,18,8,3,10,30,0,3,0,2,2,100,0,0,0,1,4,1,0,5,8.5,0,0,-8,
Tyus Jones,MIN,22,1,0,1,26,7,2,8,25,0,3,0,3,4,75,0,3,3,3,1,1,0,1,17.1,0,0,-20,
Victor Oladipo,IND,26,1,1,0,37,22,9,22,40.9,1,5,20,3,5,60,0,5,5,10,1,4,0,3,54,1,0,15,
Vince Carter,ATL,41,1,0,1,6,2,1,2,50,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4.7,0,0,-6,
Wayne Ellington,MIA,30,1,0,1,24,3,1,4,25,1,4,25,0,0,0,0,2,2,2,1,1,0,5,10.4,0,0,-6,
Wes Iwundu,ORL,23,1,1,0,15,4,1,3,33.3,0,1,0,2,2,100,1,0,1,1,1,0,0,2,5.7,0,0,3,
Willie Cauley-Stein,SAC,25,1,1,0,29,25,11,16,68.8,1,1,100,2,4,50,3,2,5,1,1,0,0,5,31.5,0,0,0,
Willy Hernangomez,CHA,24,1,0,1,20,14,4,9,44.4,3,3,100,3,6,50,3,1,4,1,1,0,2,5,25.3,0,0,7,
Wilson Chandler,PHI,31,1,1,0,16,8,3,4,75,2,3,66.7,0,2,0,1,4,5,1,1,0,1,1,17.5,0,0,5,
Yogi Ferrell,SAC,25,1,1,0,9,8,3,4,75,1,1,100,1,1,100,0,2,2,0,0,1,0,3,13.4,0,0,5,
Zaza Pachulia,DET,34,1,1,0,12,4,1,3,33.3,0,0,0,2,2,100,3,3,6,0,2,2,0,2,15.2,0,0,0,
