Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Shaquille Harrison (11588117),Shaquille Harrison,11588117,PG/G/UTIL,3100,CHI@NO 11/07/2018 08:00PM ET,CHI,16.17
C,Robin Lopez (11588120),Robin Lopez,11588120,C/UTIL,3100,CHI@NO 11/07/2018 08:00PM ET,CHI,9.85
PF,Harry Giles (11588122),Harry Giles,11588122,PF/F/UTIL,3100,TOR@SAC 11/07/2018 10:00PM ET,SAC,8.94
SG/SF,James Nunnally (11588125),James Nunnally,11588125,SG/SF/F/G/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,MIN,6.19
SF/PF,Luol Deng (11588130),Luol Deng,11588130,SF/PF/F/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,MIN,9.5
SG/SF,C.J. Williams (11588134),C.J. Williams,11588134,SG/SF/F/G/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,MIN,2.69
SF,Keita Bates-Diop (11588139),Keita Bates-Diop,11588139,SF/F/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,MIN,4.88
C,Justin Patton (11588142),Justin Patton,11588142,C/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,MIN,0
SF/PF,Michael Beasley (11588144),Michael Beasley,11588144,SF/PF/F/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,LAL,1.92
PF,Johnathan Williams (11588148),Johnathan Williams,11588148,PF/F/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,LAL,10.38
SG,Alex Caruso (11588151),Alex Caruso,11588151,SG/G/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,LAL,0
C,Moritz Wagner (11588154),Moritz Wagner,11588154,C/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,LAL,0
SG,Sviatoslav Mykhailiuk (11588156),Sviatoslav Mykhailiuk,11588156,SG/G/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,LAL,6.3
C,Isaac Bonga (11588159),Isaac Bonga,11588159,C/UTIL,3000,MIN@LAL 11/07/2018 10:30PM ET,LAL,0
