PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,
Mikal Bridges,PHX,22,1,1,0,25,8,4,6,66.7,0,2,0,0,0,0,0,2,2,0,0,0,1,3,13.4,0,0,23,
Meyers Leonard,POR,26,1,0,1,8,7,3,5,60,1,2,50,0,0,0,0,6,6,0,0,0,0,0,14.2,0,0,-1,
Maxi Kleber,DAL,26,1,1,0,21,4,2,4,50,0,1,0,0,0,0,1,6,7,0,1,1,1,0,17.4,0,0,31,
Markieff Morris,WAS,29,1,1,0,21,11,3,6,50,3,6,50,2,2,100,1,1,2,1,0,1,0,1,17.9,0,0,7,
Markelle Fultz,PHI,20,1,0,1,21,8,4,6,66.7,0,0,0,0,0,0,2,1,3,2,1,0,0,3,13.6,0,0,0,
Mario Hezonja,NYK,23,1,0,1,22,6,3,9,33.3,0,2,0,0,0,0,1,5,6,2,3,0,1,1,16.2,0,0,-7,
Marcus Smart,BOS,24,1,1,0,18,8,3,6,50,2,4,50,0,0,0,0,1,1,2,2,1,0,3,13.2,0,0,8,
Marco Belinelli,SAS,32,1,0,1,25,10,4,12,33.3,2,6,33.3,0,0,0,0,3,3,1,0,1,1,0,21.1,0,0,-7,
Marc Gasol,MEM,33,1,1,0,38,29,10,18,55.6,6,12,50,3,5,60,1,4,5,2,5,1,1,1,39,0,0,9,
MarShon Brooks,MEM,29,1,1,0,16,7,3,6,50,1,2,50,0,0,0,0,2,2,3,2,0,1,1,14.9,0,0,-1,
Malcolm Brogdon,MIL,25,1,0,1,27,8,4,11,36.4,0,3,0,0,0,0,1,4,5,0,4,0,1,0,13,0,0,-30,
Malachi Richardson,TOR,22,1,0,1,9,0,0,2,0,0,1,0,0,0,0,0,2,2,0,1,0,0,2,1.4,0,0,-1,
Luka Doncic,DAL,19,1,1,0,25,13,5,13,38.5,2,4,50,1,2,50,1,5,6,2,3,2,1,1,29.2,0,0,17,
Lonzo Ball,LAL,21,1,1,0,32,11,4,11,36.4,3,5,60,0,0,0,5,1,6,3,2,1,0,4,23.7,0,0,7,
LeBron James,LAL,33,1,1,0,36,44,13,19,68.4,5,6,83.3,13,15,86.7,2,8,10,9,4,1,3,0,77.5,1,0,4,
Larry Nance Jr.,CLE,25,1,0,1,26,10,3,4,75,1,2,50,3,5,60,2,4,6,5,3,4,2,0,39.7,0,0,-13,
Langston Galloway,DET,26,1,1,0,31,13,5,8,62.5,2,5,40,1,1,100,0,2,2,2,2,0,0,4,16.4,0,0,7,
Landry Shamet,PHI,21,1,0,1,15,7,3,7,42.9,1,4,25,0,0,0,1,0,1,1,0,0,0,1,9.7,0,0,-15,
Lance Stephenson,LAL,28,1,1,0,13,4,2,8,25,0,5,0,0,0,0,0,4,4,2,1,1,0,1,13.8,0,0,4,
LaMarcus Aldridge,SAS,33,1,0,1,29,6,3,12,25,0,1,0,0,0,0,4,8,12,0,2,0,0,1,18.4,0,0,-11,
Kyrie Irving,BOS,26,1,1,0,28,17,6,8,75,1,1,100,4,4,100,1,5,6,7,1,2,0,1,39.7,0,0,20,
Kyle Lowry,TOR,32,1,0,1,38,14,6,10,60,1,3,33.3,1,2,50,1,6,7,7,5,0,0,1,27.9,0,0,-3,
Kyle Kuzma,LAL,23,1,1,0,25,7,3,8,37.5,1,2,50,0,0,0,0,5,5,0,1,1,0,0,15,0,0,5,
Kyle Anderson,MEM,25,1,1,0,39,6,3,5,60,0,0,0,0,0,0,1,7,8,5,2,0,1,5,24.1,0,0,1,
Khris Middleton,MIL,27,1,0,1,32,25,8,16,50,2,7,28.6,7,7,100,1,4,5,3,2,0,0,1,33.5,0,0,-19,
Kevin Knox,NYK,19,1,0,1,29,15,5,16,31.3,2,7,28.6,3,3,100,1,4,5,1,3,1,0,3,22.5,0,0,-14,
Kentavious Caldwell-Pope,LAL,25,1,1,0,17,13,4,8,50,3,4,75,2,2,100,0,4,4,2,1,2,0,2,25.8,0,0,7,
Kenneth Faried,BKN,28,1,0,1,9,5,2,4,50,0,0,0,1,2,50,1,0,1,0,0,0,0,1,6.2,0,0,3,
Kelly Oubre Jr.,WAS,22,1,1,0,18,8,3,12,25,0,5,0,2,3,66.7,0,7,7,1,2,1,1,0,21.9,0,0,14,
Kelly Olynyk,MIA,27,1,1,0,16,8,3,4,75,1,2,50,1,3,33.3,1,4,5,3,3,0,1,4,18.5,0,0,6,
Kawhi Leonard,TOR,27,1,0,1,35,26,10,18,55.6,0,2,0,6,8,75,0,9,9,4,6,3,0,2,45.8,0,0,1,
Karl-Anthony Towns,MIN,23,1,1,0,35,25,9,17,52.9,2,4,50,5,5,100,5,11,16,3,5,0,2,5,49.7,1,0,9,
Jusuf Nurkic,POR,24,1,0,1,35,21,7,13,53.8,0,0,0,7,8,87.5,6,8,14,1,2,3,4,4,58.3,1,0,0,
Justise Winslow,MIA,22,1,1,0,34,6,2,8,25,0,1,0,2,2,100,1,10,11,3,4,0,0,2,19.7,0,0,19,
Justin Holiday,CHI,29,1,0,1,32,6,2,10,20,2,7,28.6,0,0,0,1,1,2,4,1,1,0,2,16.4,0,0,-22,
Julius Randle,NOP,23,1,0,1,14,3,1,4,25,0,1,0,1,4,25,1,2,3,0,5,0,0,4,1.6,0,0,-7,
Jrue Holiday,NOP,28,1,0,1,39,14,7,18,38.9,0,3,0,0,0,0,2,2,4,10,6,0,2,3,33.8,1,0,0,
Josh Richardson,MIA,25,1,1,0,36,15,5,13,38.5,2,7,28.6,3,4,75,1,4,5,5,3,0,0,4,25.5,0,0,17,
Josh Okogie,MIN,20,1,1,0,17,11,4,9,44.4,3,5,60,0,0,0,1,4,5,1,1,3,0,3,26.5,0,0,15,
Josh Jackson,PHX,21,1,1,0,22,14,6,13,46.2,2,3,66.7,0,0,0,1,3,4,3,0,0,1,2,26.3,0,0,-3,
Josh Hart,LAL,23,1,1,0,24,6,2,7,28.6,2,6,33.3,0,0,0,0,5,5,1,2,0,1,2,14.5,0,0,5,
Jose Calderon,DET,37,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,6.2,0,0,-4,
Jordan Clarkson,CLE,26,1,0,1,27,9,4,13,30.8,0,4,0,1,1,100,0,2,2,1,6,1,0,3,9.9,0,0,-11,
Jonathon Simmons,ORL,29,1,1,0,19,12,3,4,75,2,2,100,4,4,100,0,1,1,1,1,0,0,5,13.7,0,0,5,
Jonathan Isaac,ORL,21,1,1,0,16,4,1,3,33.3,0,0,0,2,2,100,2,4,6,0,0,0,1,0,14.2,0,0,5,
Jonas Valanciunas,TOR,26,1,0,1,27,14,6,12,50,0,1,0,2,2,100,2,4,6,0,3,0,1,4,21.2,0,0,5,
Jon Leuer,DET,29,1,1,0,7,4,2,3,66.7,0,1,0,0,0,0,1,3,4,1,2,1,0,3,11.3,0,0,8,
John Wall,WAS,28,1,1,0,21,8,3,10,30,1,2,50,1,1,100,2,3,5,9,3,2,1,4,33.5,0,0,4,
John Henson,MIL,27,1,0,1,5,0,0,2,0,0,2,0,0,0,0,0,3,3,1,0,0,0,0,5.1,0,0,-7,
Joel Embiid,PHI,24,1,0,1,36,19,6,20,30,4,7,57.1,3,4,75,0,13,13,10,2,0,2,2,53.6,1,1,2,
Joe Ingles,UTA,31,1,0,1,25,8,3,8,37.5,2,5,40,0,0,0,1,2,3,2,2,0,0,1,12.6,0,0,-20,
Joe Harris,BKN,27,1,0,1,25,11,4,9,44.4,1,3,33.3,2,2,100,1,4,5,3,0,0,0,4,21.5,0,0,-18,
Jimmy Butler,PHI,29,1,0,1,33,14,6,12,50,0,1,0,2,2,100,1,3,4,2,2,0,0,3,19.8,0,0,-10,
Jerian Grant,ORL,26,1,1,0,17,5,2,3,66.7,1,2,50,0,0,0,0,0,0,2,1,1,0,3,10,0,0,2,
Jerami Grant,OKC,24,1,1,0,28,15,6,10,60,3,5,60,0,0,0,0,5,5,0,4,0,0,3,17,0,0,9,
Jeff Teague,MIN,30,1,1,0,37,14,4,13,30.8,1,5,20,5,6,83.3,0,2,2,14,3,1,1,2,40.4,1,0,-9,
Jeff Green,WAS,32,1,1,0,24,8,3,7,42.9,1,3,33.3,1,1,100,1,2,3,3,3,2,1,3,22.1,0,0,14,
Jayson Tatum,BOS,20,1,1,0,27,14,5,14,35.7,4,8,50,0,0,0,2,4,6,0,2,1,0,2,22.2,0,0,6,
Jaylen Brown,BOS,22,1,1,0,25,18,8,14,57.1,2,4,50,0,0,0,0,6,6,3,3,1,0,1,29.7,0,0,12,
Jason Smith,WAS,32,1,1,0,3,2,0,0,0,0,0,0,2,2,100,0,2,2,0,0,0,0,0,4.4,0,0,3,
Jaren Jackson Jr.,MEM,19,1,1,0,16,13,5,8,62.5,1,1,100,2,3,66.7,0,2,2,1,0,2,0,5,22.9,0,0,-1,
Jared Dudley,BKN,33,1,0,1,25,10,4,9,44.4,2,4,50,0,0,0,2,3,5,0,3,1,1,3,19,0,0,-5,
Jamal Crawford,PHX,38,1,1,0,17,11,4,5,80,2,3,66.7,1,2,50,0,1,1,4,3,0,1,0,18.2,0,0,6,
Jalen Brunson,DAL,22,1,1,0,9,9,4,4,100,0,0,0,1,1,100,0,2,2,4,1,0,0,1,16.4,0,0,19,
Jakob Poeltl,SAS,23,1,0,1,19,7,2,6,33.3,0,0,0,3,4,75,4,5,9,1,2,1,2,1,26.3,0,0,-9,
Jake Layman,POR,24,1,0,1,24,6,2,2,100,2,2,100,0,0,0,1,3,4,0,1,1,0,4,12.8,0,0,14,
Jae Crowder,UTA,28,1,0,1,22,5,2,12,16.7,1,9,11.1,0,0,0,0,1,1,1,1,1,0,1,9.7,0,0,-21,
Jabari Parker,CHI,23,1,0,1,27,14,6,13,46.2,2,4,50,0,0,0,0,5,5,2,5,0,1,1,21,0,0,-16,
JaVale McGee,LAL,30,1,1,0,24,20,9,12,75,0,0,0,2,2,100,2,2,4,0,1,2,2,3,35.8,0,0,5,
JR Smith,CLE,33,1,0,1,24,6,3,11,27.3,0,4,0,0,2,0,0,2,2,3,1,0,0,2,11.9,0,0,-11,
JJ Redick,PHI,34,1,0,1,33,22,8,13,61.5,4,7,57.1,2,2,100,0,4,4,6,4,0,0,3,31.8,0,0,8,
J.J. Barea,DAL,34,1,1,0,19,14,5,8,62.5,0,3,0,4,7,57.1,0,2,2,5,0,1,0,1,26.9,0,0,20,
Ish Smith,DET,30,1,1,0,21,8,4,8,50,0,1,0,0,0,0,0,2,2,5,0,0,1,2,20.9,0,0,-1,
Isaiah Canaan,PHX,27,1,1,0,32,19,7,8,87.5,5,5,100,0,0,0,0,4,4,1,2,1,0,3,26.3,0,0,14,
Ian Mahinmi,WAS,32,1,1,0,24,9,2,3,66.7,1,2,50,4,6,66.7,4,3,7,2,0,2,0,4,26.4,0,0,24,
Ian Clark,NOP,27,1,0,1,13,0,0,3,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,1.4,0,0,-13,
Hassan Whiteside,MIA,29,1,1,0,22,14,5,10,50,0,1,0,4,6,66.7,2,8,10,0,1,2,2,4,37,1,0,7,
Harrison Barnes,DAL,26,1,1,0,26,19,6,11,54.5,3,5,60,4,4,100,0,4,4,2,0,0,0,1,26.8,0,0,19,
Hamidou Diallo,OKC,20,1,1,0,19,11,5,11,45.5,1,1,100,0,0,0,2,2,4,0,0,2,0,2,21.8,0,0,4,
Guerschon Yabusele,BOS,22,1,1,0,6,3,0,1,0,0,0,0,3,4,75,0,1,1,1,0,0,0,0,5.7,0,0,1,
Greg Monroe,TOR,28,1,0,1,21,17,8,10,80,0,0,0,1,2,50,3,6,9,0,3,1,0,1,27.8,0,0,-7,
Grayson Allen,UTA,23,1,0,1,21,5,2,9,22.2,1,5,20,0,0,0,0,0,0,1,4,0,0,5,2.5,0,0,-26,
Gorgui Dieng,MIN,28,1,1,0,13,2,1,4,25,0,0,0,0,0,0,0,4,4,0,0,1,0,4,9.8,0,0,-2,
Gordon Hayward,BOS,28,1,1,0,29,11,4,12,33.3,1,4,25,2,3,66.7,2,2,4,4,1,3,0,1,29.8,0,0,24,
Goran Dragic,MIA,32,1,1,0,29,21,8,15,53.3,1,4,25,4,6,66.7,0,3,3,4,3,0,0,2,27.6,0,0,5,
Glenn Robinson III,DET,24,1,1,0,17,7,1,3,33.3,1,2,50,4,5,80,0,1,1,0,1,0,0,1,7.2,0,0,-7,
Giannis Antetokounmpo,MIL,23,1,0,1,35,31,10,14,71.4,0,2,0,11,12,91.7,1,8,9,4,6,1,2,4,50.8,0,0,4,
Georges Niang,UTA,25,1,0,1,6,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,
Garrett Temple,MEM,32,1,1,0,38,11,3,9,33.3,1,4,25,4,4,100,0,5,5,2,1,2,0,4,25,0,0,13,
Furkan Korkmaz,PHI,21,1,0,1,15,8,3,7,42.9,2,2,100,0,0,0,0,3,3,1,0,1,0,0,16.1,0,0,5,
Fred VanVleet,TOR,24,1,0,1,23,4,2,8,25,0,2,0,0,0,0,1,1,2,5,0,1,0,1,16.9,0,0,-16,
Frank Ntilikina,NYK,20,1,0,1,21,4,2,6,33.3,0,2,0,0,0,0,0,2,2,2,0,0,1,1,12.4,0,0,-11,
Evan Turner,POR,30,1,0,1,27,6,3,9,33.3,0,1,0,0,0,0,1,6,7,6,1,0,1,1,25.4,0,0,-21,
Evan Fournier,ORL,26,1,1,0,28,9,4,12,33.3,1,5,20,0,0,0,2,2,4,0,4,0,0,4,9.8,0,0,-3,
Ersan Ilyasova,MIL,31,1,0,1,25,6,3,7,42.9,0,2,0,0,0,0,3,2,5,0,2,0,0,3,10,0,0,-16,
Eric Bledsoe,MIL,28,1,0,1,30,15,6,11,54.5,1,3,33.3,2,4,50,1,5,6,7,1,2,0,5,37.7,0,0,16,
Enes Kanter,NYK,26,1,0,1,22,19,8,11,72.7,1,1,100,2,3,66.7,2,3,5,1,2,0,0,2,24.5,0,0,-10,
Emmanuel Mudiay,NYK,22,1,0,1,21,7,2,5,40,0,2,0,3,4,75,0,1,1,5,3,1,1,0,18.7,0,0,-13,
Ekpe Udoh,UTA,31,1,0,1,11,2,1,2,50,0,0,0,0,0,0,0,2,2,0,1,0,0,2,3.4,0,0,-22,
Ed Davis,BKN,29,1,0,1,17,8,3,6,50,0,0,0,2,2,100,4,5,9,1,1,1,0,3,22.3,0,0,-4,
E'Twaun Moore,NOP,29,1,0,1,38,31,13,23,56.5,4,8,50,1,4,25,1,3,4,4,2,1,0,4,42.8,0,0,7,
Dzanan Musa,BKN,19,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0.2,0,0,3,
Dwight Powell,DAL,27,1,1,0,26,13,4,8,50,1,4,25,4,5,80,0,5,5,4,1,1,1,4,30,0,0,34,
Dwight Howard,WAS,32,1,1,0,20,10,5,8,62.5,0,0,0,0,1,0,0,7,7,0,2,0,0,4,16.4,0,0,-2,
Duncan Robinson,MIA,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,
Dragan Bender,PHX,20,1,1,0,4,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,0,
Dorian Finney-Smith,DAL,25,1,1,0,22,11,4,4,100,3,3,100,0,2,0,2,3,5,0,1,1,1,2,22,0,0,23,
Donte DiVincenzo,MIL,21,1,0,1,6,3,1,2,50,1,2,50,0,0,0,0,0,0,0,0,0,0,2,3,0,0,-7,
Donovan Mitchell,UTA,22,1,0,1,25,10,3,9,33.3,1,3,33.3,3,3,100,2,1,3,3,5,0,1,1,16.1,0,0,-12,
Devin Harris,DAL,35,1,1,0,13,4,2,4,50,0,1,0,0,1,0,0,1,1,0,3,1,0,1,5.2,0,0,11,
Devin Booker,PHX,22,1,1,0,37,13,5,14,35.7,2,6,33.3,1,1,100,1,3,4,12,7,2,0,1,34.8,1,0,20,
Derrick White,SAS,24,1,0,1,29,16,6,12,50,1,5,20,3,4,75,1,3,4,3,5,0,0,0,20.3,0,0,-20,
Derrick Favors,UTA,27,1,0,1,22,8,4,8,50,0,1,0,0,0,0,1,3,4,0,1,1,2,3,20.8,0,0,-7,
Deonte Burton,OKC,24,1,1,0,12,7,3,6,50,1,2,50,0,0,0,1,3,4,1,1,2,1,1,21.3,0,0,5,
Dennis Smith Jr.,DAL,20,1,1,0,22,7,3,9,33.3,1,4,25,0,0,0,0,4,4,3,4,1,0,3,15.3,0,0,13,
Dennis Schroder,OKC,25,1,1,0,30,15,5,10,50,3,5,60,2,2,100,0,4,4,12,3,1,1,2,40.8,1,0,30,
Delon Wright,TOR,26,1,0,1,14,0,0,4,0,0,3,0,0,0,0,1,1,2,2,1,1,0,0,7.4,0,0,-1,
Deandre Ayton,PHX,20,1,1,0,30,17,8,11,72.7,0,1,0,1,1,100,1,9,10,3,1,1,0,2,35.5,1,0,16,
