Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG/SF,E'Twaun Moore (11615202),E'Twaun Moore,11615202,SG/SF/F/G/UTIL,4700,NO@TOR 11/12/2018 07:30PM ET,NO,21.58
PG/SG,Dwyane Wade (11615210),Dwyane Wade,11615210,PG/SG/G/UTIL,4700,PHI@MIA 11/12/2018 07:30PM ET,MIA,24.94
C,Boban Marjanovic (11615227),Boban Marjanovic,11615227,C/UTIL,4600,GS@LAC 11/12/2018 10:30PM ET,LAC,19.30
SG/SF,Dion Waiters (11615214),Dion Waiters,11615214,SG/SF/F/G/UTIL,4600,PHI@MIA 11/12/2018 07:30PM ET,MIA,0
PG/SG,Markelle Fultz (11615219),Markelle Fultz,11615219,PG/SG/G/UTIL,4600,PHI@MIA 11/12/2018 07:30PM ET,PHI,21.66
PF/C,Dirk Nowitzki (11615223),Dirk Nowitzki,11615223,PF/C/F/UTIL,4500,DAL@CHI 11/12/2018 08:00PM ET,DAL,0
SG/SF,Joe Harris (11615229),Joe Harris,11615229,SG/SF/F/G/UTIL,4500,BKN@MIN 11/12/2018 08:00PM ET,BKN,23.25
PG,Jeff Teague (11615234),Jeff Teague,11615234,PG/G/UTIL,4500,BKN@MIN 11/12/2018 08:00PM ET,MIN,27.61
SF/PF,James Johnson (11615237),James Johnson,11615237,SF/PF/F/UTIL,4500,PHI@MIA 11/12/2018 07:30PM ET,MIA,0
SF/PF,Markieff Morris (11615241),Markieff Morris,11615241,SF/PF/F/UTIL,4400,ORL@WAS 11/12/2018 07:00PM ET,WAS,21.30
PG/SG,Patty Mills (11615245),Patty Mills,11615245,PG/SG/G/UTIL,4400,SA@SAC 11/12/2018 10:00PM ET,SA,19.11
PF,Marvin Bagley III (11615249),Marvin Bagley III,11615249,PF/F/UTIL,4400,SA@SAC 11/12/2018 10:00PM ET,SAC,23.62
SG/SF,Kelly Oubre Jr. (11615252),Kelly Oubre Jr.,11615252,SG/SF/F/G/UTIL,4300,ORL@WAS 11/12/2018 07:00PM ET,WAS,22.38
PF/C,Derrick Favors (11615257),Derrick Favors,11615257,PF/C/F/UTIL,4300,UTA@MEM 11/12/2018 08:00PM ET,UTA,24.96
SG/SF,Danny Green (11615298),Danny Green,11615298,SG/SF/F/G/UTIL,4300,NO@TOR 11/12/2018 07:30PM ET,TOR,22.29
PG,Derrick White (11615261),Derrick White,11615261,PG/G/UTIL,4300,SA@SAC 11/12/2018 10:00PM ET,SA,20.62
PG,Shai Gilgeous-Alexander (11615264),Shai Gilgeous-Alexander,11615264,PG/G/UTIL,4200,GS@LAC 11/12/2018 10:30PM ET,LAC,20.96
PF/C,Rondae Hollis-Jefferson (11615267),Rondae Hollis-Jefferson,11615267,PF/C/F/UTIL,4200,BKN@MIN 11/12/2018 08:00PM ET,BKN,18.88
PG/SG,Tyler Johnson (11615271),Tyler Johnson,11615271,PG/SG/G/UTIL,4200,PHI@MIA 11/12/2018 07:30PM ET,MIA,19.96
PG,Isaiah Canaan (11615275),Isaiah Canaan,11615275,PG/G/UTIL,4200,PHO@OKC 11/12/2018 08:00PM ET,PHO,19.75
SG/SF,Marco Belinelli (11615278),Marco Belinelli,11615278,SG/SF/F/G/UTIL,4200,SA@SAC 11/12/2018 10:00PM ET,SA,18.52
PF/C,Davis Bertans (11615283),Davis Bertans,11615283,PF/C/F/UTIL,4200,SA@SAC 11/12/2018 10:00PM ET,SA,13.57
PG/SG,Patrick Beverley (11615287),Patrick Beverley,11615287,PG/SG/G/UTIL,4100,GS@LAC 11/12/2018 10:30PM ET,LAC,21.31
C,Mohamed Bamba (11615291),Mohamed Bamba,11615291,C/UTIL,4100,ORL@WAS 11/12/2018 07:00PM ET,ORL,20.12
SG/SF,Garrett Temple (11615293),Garrett Temple,11615293,SG/SF/F/G/UTIL,4100,UTA@MEM 11/12/2018 08:00PM ET,MEM,21.36
PF/C,Kelly Olynyk (11615303),Kelly Olynyk,11615303,PF/C/F/UTIL,4100,PHI@MIA 11/12/2018 07:30PM ET,MIA,18
PG/SG,Bryn Forbes (11615307),Bryn Forbes,11615307,PG/SG/G/UTIL,4100,SA@SAC 11/12/2018 10:00PM ET,SA,20.91
PG/SG,J.J. Barea (11615311),J.J. Barea,11615311,PG/SG/G/UTIL,4000,DAL@CHI 11/12/2018 08:00PM ET,DAL,21.40
SG/SF,Denzel Valentine (11615315),Denzel Valentine,11615315,SG/SF/F/G/UTIL,4000,DAL@CHI 11/12/2018 08:00PM ET,CHI,0
PF,Jordan Bell (11615320),Jordan Bell,11615320,PF/F/UTIL,4000,GS@LAC 11/12/2018 10:30PM ET,GS,10.52
SF/PF,Jeff Green (11615323),Jeff Green,11615323,SF/PF/F/UTIL,4000,ORL@WAS 11/12/2018 07:00PM ET,WAS,20.23
PG,Tyus Jones (11615327),Tyus Jones,11615327,PG/G/UTIL,4000,BKN@MIN 11/12/2018 08:00PM ET,MIN,14.73
PG/SF,Kyle Anderson (11615330),Kyle Anderson,11615330,PG/SF/F/G/UTIL,4000,UTA@MEM 11/12/2018 08:00PM ET,MEM,19.23
SF/PF,JaMychal Green (11615335),JaMychal Green,11615335,SF/PF/F/UTIL,4000,UTA@MEM 11/12/2018 08:00PM ET,MEM,21.25
PG/SG,Fred VanVleet (11615339),Fred VanVleet,11615339,PG/SG/G/UTIL,4000,NO@TOR 11/12/2018 07:30PM ET,TOR,21.17
C,Bam Adebayo (11615343),Bam Adebayo,11615343,C/UTIL,4000,PHI@MIA 11/12/2018 07:30PM ET,MIA,16.90
C,Pau Gasol (11615345),Pau Gasol,11615345,C/UTIL,4000,SA@SAC 11/12/2018 10:00PM ET,SA,21.64
SG/SF,Bogdan Bogdanovic (11615347),Bogdan Bogdanovic,11615347,SG/SF/F/G/UTIL,4000,SA@SAC 11/12/2018 10:00PM ET,SAC,13.75
PF,Jonathan Isaac (11615352),Jonathan Isaac,11615352,PF/F/UTIL,3900,ORL@WAS 11/12/2018 07:00PM ET,ORL,18.22
SG,Josh Okogie (11615355),Josh Okogie,11615355,SG/G/UTIL,3900,BKN@MIN 11/12/2018 08:00PM ET,MIN,17.89
PG,Shelvin Mack (11615358),Shelvin Mack,11615358,PG/G/UTIL,3900,UTA@MEM 11/12/2018 08:00PM ET,MEM,21.82
SG/SF,Iman Shumpert (11615361),Iman Shumpert,11615361,SG/SF/F/G/UTIL,3900,SA@SAC 11/12/2018 10:00PM ET,SAC,19.54
SF,Dorian Finney-Smith (11615366),Dorian Finney-Smith,11615366,SF/F/UTIL,3800,DAL@CHI 11/12/2018 08:00PM ET,DAL,17.90
SG/SF,Andre Iguodala (11615369),Andre Iguodala,11615369,SG/SF/F/G/UTIL,3800,GS@LAC 11/12/2018 10:30PM ET,GS,13.16
PF,Alfonzo McKinnie (11615374),Alfonzo McKinnie,11615374,PF/F/UTIL,3800,GS@LAC 11/12/2018 10:30PM ET,GS,13.81
PF/C,Kevon Looney (11615377),Kevon Looney,11615377,PF/C/F/UTIL,3800,GS@LAC 11/12/2018 10:30PM ET,GS,15.62
SG,Alec Burks (11615381),Alec Burks,11615381,SG/G/UTIL,3800,UTA@MEM 11/12/2018 08:00PM ET,UTA,13.84
PG/SG,T.J. McConnell (11615384),T.J. McConnell,11615384,PG/SG/G/UTIL,3800,PHI@MIA 11/12/2018 07:30PM ET,PHI,11.96
SG/SF,Wayne Ellington (11615388),Wayne Ellington,11615388,SG/SF/F/G/UTIL,3800,PHI@MIA 11/12/2018 07:30PM ET,MIA,15.6
PG/SG,Cameron Payne (11615393),Cameron Payne,11615393,PG/SG/G/UTIL,3700,DAL@CHI 11/12/2018 08:00PM ET,CHI,18.44
PG,Ryan Arcidiacono (11615397),Ryan Arcidiacono,11615397,PG/G/UTIL,3700,DAL@CHI 11/12/2018 08:00PM ET,CHI,18.12
PG,Jerian Grant (11615400),Jerian Grant,11615400,PG/G/UTIL,3700,ORL@WAS 11/12/2018 07:00PM ET,ORL,16.77
PF/C,Ed Davis (11615403),Ed Davis,11615403,PF/C/F/UTIL,3700,BKN@MIN 11/12/2018 08:00PM ET,BKN,17.88
PG/SG,Dante Exum (11615407),Dante Exum,11615407,PG/SG/G/UTIL,3700,UTA@MEM 11/12/2018 08:00PM ET,UTA,14.02
PF,Cheick Diallo (11615411),Cheick Diallo,11615411,PF/F/UTIL,3700,NO@TOR 11/12/2018 07:30PM ET,NO,12.28
PG/SG,Raymond Felton (11615414),Raymond Felton,11615414,PG/SG/G/UTIL,3700,PHO@OKC 11/12/2018 08:00PM ET,OKC,13.17
SG/SF,Allen Crabbe (11615418),Allen Crabbe,11615418,SG/SF/F/G/UTIL,3600,BKN@MIN 11/12/2018 08:00PM ET,BKN,14.35
SF/PF,Wesley Johnson (11615843),Wesley Johnson,11615843,SF/PF/F/UTIL,3600,NO@TOR 11/12/2018 07:30PM ET,NO,12.79
SF,Mikal Bridges (11615423),Mikal Bridges,11615423,SF/F/UTIL,3600,PHO@OKC 11/12/2018 08:00PM ET,PHO,13.23
PG,Antonio Blakeney (11615426),Antonio Blakeney,11615426,PG/G/UTIL,3500,DAL@CHI 11/12/2018 08:00PM ET,CHI,16.54
SG,Avery Bradley (11615429),Avery Bradley,11615429,SG/G/UTIL,3500,GS@LAC 11/12/2018 10:30PM ET,LAC,13.42
PF/C,Gorgui Dieng (11615432),Gorgui Dieng,11615432,PF/C/F/UTIL,3500,BKN@MIN 11/12/2018 08:00PM ET,MIN,14.73
SG,Dillon Brooks (11615436),Dillon Brooks,11615436,SG/G/UTIL,3500,UTA@MEM 11/12/2018 08:00PM ET,MEM,12.89
SF,Royce O'Neale (11615439),Royce O'Neale,11615439,SF/F/UTIL,3500,UTA@MEM 11/12/2018 08:00PM ET,UTA,9.96
SF,OG Anunoby (11615442),OG Anunoby,11615442,SF/F/UTIL,3500,NO@TOR 11/12/2018 07:30PM ET,TOR,15.38
PF/C,Mike Muscala (11615445),Mike Muscala,11615445,PF/C/F/UTIL,3500,PHI@MIA 11/12/2018 07:30PM ET,PHI,15.06
SF/PF,Wilson Chandler (11615449),Wilson Chandler,11615449,SF/PF/F/UTIL,3500,PHI@MIA 11/12/2018 07:30PM ET,PHI,11.5
SG,Furkan Korkmaz (11615851),Furkan Korkmaz,11615851,SG/G/UTIL,3500,PHI@MIA 11/12/2018 07:30PM ET,PHI,5.54
C,Nerlens Noel (11615453),Nerlens Noel,11615453,C/UTIL,3500,PHO@OKC 11/12/2018 08:00PM ET,OKC,17.35
PG,Frank Mason III (11615455),Frank Mason III,11615455,PG/G/UTIL,3500,SA@SAC 11/12/2018 10:00PM ET,SAC,15.5
C,Ian Mahinmi (11615458),Ian Mahinmi,11615458,C/UTIL,3400,ORL@WAS 11/12/2018 07:00PM ET,WAS,11.09
PG/SG,Austin Rivers (11615566),Austin Rivers,11615566,PG/SG/G/UTIL,3400,ORL@WAS 11/12/2018 07:00PM ET,WAS,14.44
SF/PF,DeMarre Carroll (11615460),DeMarre Carroll,11615460,SF/PF/F/UTIL,3400,BKN@MIN 11/12/2018 08:00PM ET,BKN,12.75
PG/SG,Ian Clark (11615464),Ian Clark,11615464,PG/SG/G/UTIL,3400,NO@TOR 11/12/2018 07:30PM ET,NO,9.86
PG,Landry Shamet (11615468),Landry Shamet,11615468,PG/G/UTIL,3400,PHI@MIA 11/12/2018 07:30PM ET,PHI,12.68
SG/SF,Alex Abrines (11615471),Alex Abrines,11615471,SG/SF/F/G/UTIL,3400,PHO@OKC 11/12/2018 08:00PM ET,OKC,12.79
PF/C,Richaun Holmes (11615476),Richaun Holmes,11615476,PF/C/F/UTIL,3400,PHO@OKC 11/12/2018 08:00PM ET,PHO,8.66
SF,Josh Jackson (11615480),Josh Jackson,11615480,SF/F/UTIL,3400,PHO@OKC 11/12/2018 08:00PM ET,PHO,13.35
SF,Justin Jackson (11615483),Justin Jackson,11615483,SF/F/UTIL,3400,SA@SAC 11/12/2018 10:00PM ET,SAC,14.21
SG,Troy Williams (11615486),Troy Williams,11615486,SG/G/UTIL,3400,SA@SAC 11/12/2018 10:00PM ET,SAC,13.42
PF/C,Dwight Powell (11615489),Dwight Powell,11615489,PF/C/F/UTIL,3300,DAL@CHI 11/12/2018 08:00PM ET,DAL,16.60
PF,Maxi Kleber (11615493),Maxi Kleber,11615493,PF/F/UTIL,3300,DAL@CHI 11/12/2018 08:00PM ET,DAL,16.02
SG,Chandler Hutchison (11615496),Chandler Hutchison,11615496,SG/G/UTIL,3300,DAL@CHI 11/12/2018 08:00PM ET,CHI,11.77
PG,Shaquille Harrison (11615499),Shaquille Harrison,11615499,PG/G/UTIL,3300,DAL@CHI 11/12/2018 08:00PM ET,CHI,16.94
C,Marcin Gortat (11615502),Marcin Gortat,11615502,C/UTIL,3300,GS@LAC 11/12/2018 10:30PM ET,LAC,13.61
SF/PF,Jonas Jerebko (11615504),Jonas Jerebko,11615504,SF/PF/F/UTIL,3300,GS@LAC 11/12/2018 10:30PM ET,GS,15.65
SG/SF,Jonathon Simmons (11615508),Jonathon Simmons,11615508,SG/SF/F/G/UTIL,3300,ORL@WAS 11/12/2018 07:00PM ET,ORL,15.75
PG/SG,Shabazz Napier (11615513),Shabazz Napier,11615513,PG/SG/G/UTIL,3300,BKN@MIN 11/12/2018 08:00PM ET,BKN,14.58
SF/PF,Anthony Tolliver (11615517),Anthony Tolliver,11615517,SF/PF/F/UTIL,3300,BKN@MIN 11/12/2018 08:00PM ET,MIN,12.67
SG,MarShon Brooks (11615521),MarShon Brooks,11615521,SG/G/UTIL,3300,UTA@MEM 11/12/2018 08:00PM ET,MEM,11.65
SG/SF,Norman Powell (11615524),Norman Powell,11615524,SG/SF/F/G/UTIL,3300,NO@TOR 11/12/2018 07:30PM ET,TOR,11
PG/SG,Tim Frazier (11615529),Tim Frazier,11615529,PG/SG/G/UTIL,3300,NO@TOR 11/12/2018 07:30PM ET,NO,8.47
PG/SG,Delon Wright (11615612),Delon Wright,11615612,PG/SG/G/UTIL,3300,NO@TOR 11/12/2018 07:30PM ET,TOR,11.25
PF/C,Amir Johnson (11615533),Amir Johnson,11615533,PF/C/F/UTIL,3300,PHI@MIA 11/12/2018 07:30PM ET,PHI,11.73
SG/SF,Andre Roberson (11615537),Andre Roberson,11615537,SG/SF/F/G/UTIL,3300,PHO@OKC 11/12/2018 08:00PM ET,OKC,0
SF,Terrance Ferguson (11615542),Terrance Ferguson,11615542,SF/F/UTIL,3300,PHO@OKC 11/12/2018 08:00PM ET,OKC,8.77
PG,Elie Okobo (11615545),Elie Okobo,11615545,PG/G/UTIL,3300,PHO@OKC 11/12/2018 08:00PM ET,PHO,12
SF/PF,Dante Cunningham (11615548),Dante Cunningham,11615548,SF/PF/F/UTIL,3300,SA@SAC 11/12/2018 10:00PM ET,SA,12.68
PG/SG,Yogi Ferrell (11615552),Yogi Ferrell,11615552,PG/SG/G/UTIL,3300,SA@SAC 11/12/2018 10:00PM ET,SAC,10.6
PG/SG,Devin Harris (11615556),Devin Harris,11615556,PG/SG/G/UTIL,3200,DAL@CHI 11/12/2018 08:00PM ET,DAL,8.88
