Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Alex Len (11636313),Alex Len,11636313,C/UTIL,4600,ATL@DEN 11/15/2018 09:00PM ET,ATL,21.91
PG,Isaiah Thomas (11636323),Isaiah Thomas,11636323,PG/G/UTIL,4500,ATL@DEN 11/15/2018 09:00PM ET,DEN,0
SF/PF,P.J. Tucker (11636315),P.J. Tucker,11636315,SF/PF/F/UTIL,4500,GS@HOU 11/15/2018 08:00PM ET,HOU,22.19
SF/PF,Carmelo Anthony (11636319),Carmelo Anthony,11636319,SF/PF/F/UTIL,4500,GS@HOU 11/15/2018 08:00PM ET,HOU,23.75
SF/PF,Trey Lyles (11636326),Trey Lyles,11636326,SF/PF/F/UTIL,4400,ATL@DEN 11/15/2018 09:00PM ET,DEN,21.27
PF/C,Dewayne Dedmon (11636330),Dewayne Dedmon,11636330,PF/C/F/UTIL,4300,ATL@DEN 11/15/2018 09:00PM ET,ATL,20.44
PF,Omari Spellman (11636334),Omari Spellman,11636334,PF/F/UTIL,4200,ATL@DEN 11/15/2018 09:00PM ET,ATL,17.5
PG,Monte Morris (11636337),Monte Morris,11636337,PG/G/UTIL,4100,ATL@DEN 11/15/2018 09:00PM ET,DEN,20.12
C,Pau Gasol (11636343),Pau Gasol,11636343,C/UTIL,4000,SA@LAC 11/15/2018 10:30PM ET,SA,21.64
SF,DeAndre' Bembry (11636340),DeAndre' Bembry,11636340,SF/F/UTIL,4000,ATL@DEN 11/15/2018 09:00PM ET,ATL,21.55
PG/SG,Bryn Forbes (11636358),Bryn Forbes,11636358,PG/SG/G/UTIL,3900,SA@LAC 11/15/2018 10:30PM ET,SA,20.40
PG/SG,Jeremy Lin (11636349),Jeremy Lin,11636349,PG/SG/G/UTIL,3900,ATL@DEN 11/15/2018 09:00PM ET,ATL,16.98
SF/PF,Jonas Jerebko (11636345),Jonas Jerebko,11636345,SF/PF/F/UTIL,3900,GS@HOU 11/15/2018 08:00PM ET,GS,16.57
SG/SF,Andre Iguodala (11636353),Andre Iguodala,11636353,SG/SF/F/G/UTIL,3900,GS@HOU 11/15/2018 08:00PM ET,GS,15.02
PG/SG,Patty Mills (11636362),Patty Mills,11636362,PG/SG/G/UTIL,3800,SA@LAC 11/15/2018 10:30PM ET,SA,19.10
SF/PF,Juancho Hernangomez (11636369),Juancho Hernangomez,11636369,SF/PF/F/UTIL,3800,ATL@DEN 11/15/2018 09:00PM ET,DEN,14.94
SF,Gary Clark (11636366),Gary Clark,11636366,SF/F/UTIL,3800,GS@HOU 11/15/2018 08:00PM ET,HOU,10.98
SG/SF,James Ennis III (11636373),James Ennis III,11636373,SG/SF/F/G/UTIL,3700,GS@HOU 11/15/2018 08:00PM ET,HOU,14.18
PF/C,Kevon Looney (11636378),Kevon Looney,11636378,PF/C/F/UTIL,3700,GS@HOU 11/15/2018 08:00PM ET,GS,16.12
C,Boban Marjanovic (11636385),Boban Marjanovic,11636385,C/UTIL,3600,SA@LAC 11/15/2018 10:30PM ET,LAC,19.30
PF,Jordan Bell (11636382),Jordan Bell,11636382,PF/F/UTIL,3600,GS@HOU 11/15/2018 08:00PM ET,GS,10.36
SG,Avery Bradley (11636387),Avery Bradley,11636387,SG/G/UTIL,3500,SA@LAC 11/15/2018 10:30PM ET,LAC,13.42
PF/C,Davis Bertans (11636395),Davis Bertans,11636395,PF/C/F/UTIL,3500,SA@LAC 11/15/2018 10:30PM ET,SA,12.77
SG/SF,Marco Belinelli (11636399),Marco Belinelli,11636399,SG/SF/F/G/UTIL,3500,SA@LAC 11/15/2018 10:30PM ET,SA,17.54
SG/SF,Gerald Green (11636390),Gerald Green,11636390,SG/SF/F/G/UTIL,3500,GS@HOU 11/15/2018 08:00PM ET,HOU,12.43
PF,Alfonzo McKinnie (11636404),Alfonzo McKinnie,11636404,PF/F/UTIL,3500,GS@HOU 11/15/2018 08:00PM ET,GS,13.05
C,Marcin Gortat (11636407),Marcin Gortat,11636407,C/UTIL,3400,SA@LAC 11/15/2018 10:30PM ET,LAC,14.55
SF/PF,Dante Cunningham (11636409),Dante Cunningham,11636409,SF/PF/F/UTIL,3400,SA@LAC 11/15/2018 10:30PM ET,SA,13.36
PF/C,Mason Plumlee (11636416),Mason Plumlee,11636416,PF/C/F/UTIL,3400,ATL@DEN 11/15/2018 09:00PM ET,DEN,17.11
PF,Isaiah Hartenstein (11636413),Isaiah Hartenstein,11636413,PF/F/UTIL,3400,GS@HOU 11/15/2018 08:00PM ET,HOU,6.19
SG,Vince Carter (11636420),Vince Carter,11636420,SG/G/UTIL,3300,ATL@DEN 11/15/2018 09:00PM ET,ATL,14.04
C,Miles Plumlee (11636423),Miles Plumlee,11636423,C/UTIL,3300,ATL@DEN 11/15/2018 09:00PM ET,ATL,13
PG,Michael Carter-Williams (11636425),Michael Carter-Williams,11636425,PG/G/UTIL,3300,GS@HOU 11/15/2018 08:00PM ET,HOU,12.5
C,Damian Jones (11636428),Damian Jones,11636428,C/UTIL,3300,GS@HOU 11/15/2018 08:00PM ET,GS,14.1
SF/PF,Mike Scott (11636430),Mike Scott,11636430,SF/PF/F/UTIL,3200,SA@LAC 11/15/2018 10:30PM ET,LAC,11.46
C,Drew Eubanks (11636439),Drew Eubanks,11636439,C/UTIL,3200,SA@LAC 11/15/2018 10:30PM ET,SA,2
SG,Kevin Huerter (11636436),Kevin Huerter,11636436,SG/G/UTIL,3200,ATL@DEN 11/15/2018 09:00PM ET,ATL,12.98
C,Nene Hilario (11636434),Nene Hilario,11636434,C/UTIL,3200,GS@HOU 11/15/2018 08:00PM ET,HOU,0
PG,Milos Teodosic (11636441),Milos Teodosic,11636441,PG/G/UTIL,3100,SA@LAC 11/15/2018 10:30PM ET,LAC,9.43
SG/SF,Torrey Craig (11636444),Torrey Craig,11636444,SG/SF/F/G/UTIL,3100,ATL@DEN 11/15/2018 09:00PM ET,DEN,10.25
SG,Malik Beasley (11636453),Malik Beasley,11636453,SG/G/UTIL,3100,ATL@DEN 11/15/2018 09:00PM ET,DEN,10.68
PF/C,Marquese Chriss (11636449),Marquese Chriss,11636449,PF/C/F/UTIL,3100,GS@HOU 11/15/2018 08:00PM ET,HOU,4.67
SF,Quincy Pondexter (11636456),Quincy Pondexter,11636456,SF/F/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,SA,5.72
C,Jakob Poeltl (11636459),Jakob Poeltl,11636459,C/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,SA,9.69
PF,Chimezie Metu (11636461),Chimezie Metu,11636461,PF/F/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,SA,3.81
PG,Dejounte Murray (11636464),Dejounte Murray,11636464,PG/G/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,SA,0
SG,Lonnie Walker IV (11636467),Lonnie Walker IV,11636467,SG/G/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,SA,0
PG/SG,Tyrone Wallace (11636470),Tyrone Wallace,11636470,PG/SG/G/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,LAC,4.71
SG,Sindarius Thornwell (11636474),Sindarius Thornwell,11636474,SG/G/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,LAC,1.38
SF,Johnathan Motley (11636477),Johnathan Motley,11636477,SF/F/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,LAC,0
SF/PF,Luc Richard Mbah a Moute (11636480),Luc Richard Mbah a Moute,11636480,SF/PF/F/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,LAC,8.94
SG,Jerome Robinson (11636484),Jerome Robinson,11636484,SG/G/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,LAC,4.46
C,Angel Delgado (11636487),Angel Delgado,11636487,C/UTIL,3000,SA@LAC 11/15/2018 10:30PM ET,LAC,0
PF,Tyler Lydon (11636489),Tyler Lydon,11636489,PF/F/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,DEN,1.06
C,Thomas Welsh (11636492),Thomas Welsh,11636492,C/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,DEN,2.75
PG,DeVaughn Akoon-Purcell (11636494),DeVaughn Akoon-Purcell,11636494,PG/G/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,DEN,1.42
SF/PF,Michael Porter Jr. (11636497),Michael Porter Jr.,11636497,SF/PF/F/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,DEN,0
SF/PF,Jarred Vanderbilt (11636501),Jarred Vanderbilt,11636501,SF/PF/F/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,DEN,0
SF,Alex Poythress (11636505),Alex Poythress,11636505,SF/F/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,ATL,11.46
SF/PF,Justin Anderson (11636508),Justin Anderson,11636508,SF/PF/F/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,ATL,0
PG,Tyler Dorsey (11636512),Tyler Dorsey,11636512,PG/G/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,ATL,6.46
SG,Daniel Hamilton (11636515),Daniel Hamilton,11636515,SG/G/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,ATL,0
PG,Jaylen Adams (11636518),Jaylen Adams,11636518,PG/G/UTIL,3000,ATL@DEN 11/15/2018 09:00PM ET,ATL,2.38
SF,Vincent Edwards (11636521),Vincent Edwards,11636521,SF/F/UTIL,3000,GS@HOU 11/15/2018 08:00PM ET,HOU,0
C,Zhou Qi (11636524),Zhou Qi,11636524,C/UTIL,3000,GS@HOU 11/15/2018 08:00PM ET,HOU,2
PG/SG,Brandon Knight (11636526),Brandon Knight,11636526,PG/SG/G/UTIL,3000,GS@HOU 11/15/2018 08:00PM ET,HOU,0
PG,Shaun Livingston (11636530),Shaun Livingston,11636530,PG/G/UTIL,3000,GS@HOU 11/15/2018 08:00PM ET,GS,10.96
SG,Damion Lee (11636533),Damion Lee,11636533,SG/G/UTIL,3000,GS@HOU 11/15/2018 08:00PM ET,GS,4.81
SF,Marcus Derrickson (11636536),Marcus Derrickson,11636536,SF/F/UTIL,3000,GS@HOU 11/15/2018 08:00PM ET,GS,3.25
SG,Jacob Evans III (11636539),Jacob Evans III,11636539,SG/G/UTIL,3000,GS@HOU 11/15/2018 08:00PM ET,GS,2.75
