Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Domantas Sabonis (11649802),Domantas Sabonis,11649802,PF/C/F/UTIL,6400,ATL@IND 11/17/2018 07:00PM ET,IND,30.98
PG/SG,Jamal Murray (11649806),Jamal Murray,11649806,PG/SG/G/UTIL,6300,DEN@NO 11/17/2018 07:00PM ET,DEN,30.85
PF,Pascal Siakam (11649814),Pascal Siakam,11649814,PF/F/UTIL,6200,TOR@CHI 11/17/2018 08:00PM ET,TOR,29.03
PF/C,Paul Millsap (11649810),Paul Millsap,11649810,PF/C/F/UTIL,6200,DEN@NO 11/17/2018 07:00PM ET,DEN,29.2
PF/C,Serge Ibaka (11649817),Serge Ibaka,11649817,PF/C/F/UTIL,6100,TOR@CHI 11/17/2018 08:00PM ET,TOR,32.82
PF/C,Al Horford (11649821),Al Horford,11649821,PF/C/F/UTIL,6100,UTA@BOS 11/17/2018 07:30PM ET,BOS,29.82
C,Willie Cauley-Stein (11649825),Willie Cauley-Stein,11649825,C/UTIL,6100,SAC@HOU 11/17/2018 08:00PM ET,SAC,33.27
C,JaVale McGee (11649827),JaVale McGee,11649827,C/UTIL,6000,LAL@ORL 11/17/2018 07:00PM ET,LAL,31.64
PF/C,DeMarcus Cousins (11649833),DeMarcus Cousins,11649833,PF/C/F/UTIL,6000,GS@DAL 11/17/2018 08:30PM ET,GS,0
SG,Gary Harris (11649837),Gary Harris,11649837,SG/G/UTIL,6000,DEN@NO 11/17/2018 07:00PM ET,DEN,29.42
SF/PF,T.J. Warren (11649829),T.J. Warren,11649829,SF/PF/F/UTIL,6000,OKC@PHO 11/17/2018 09:00PM ET,PHO,28
SF,Taurean Prince (11649840),Taurean Prince,11649840,SF/F/UTIL,5900,ATL@IND 11/17/2018 07:00PM ET,ATL,28.81
SF/PF,Jayson Tatum (11649843),Jayson Tatum,11649843,SF/PF/F/UTIL,5900,UTA@BOS 11/17/2018 07:30PM ET,BOS,31.5
SG/SF,Buddy Hield (11649847),Buddy Hield,11649847,SG/SF/F/G/UTIL,5900,SAC@HOU 11/17/2018 08:00PM ET,SAC,32.03
SG/SF,Brandon Ingram (11649852),Brandon Ingram,11649852,SG/SF/F/G/UTIL,5800,LAL@ORL 11/17/2018 07:00PM ET,LAL,25.68
SG/SF,Joe Ingles (11649857),Joe Ingles,11649857,SG/SF/F/G/UTIL,5800,UTA@BOS 11/17/2018 07:30PM ET,UTA,29.02
SF/PF,Jabari Parker (11649866),Jabari Parker,11649866,SF/PF/F/UTIL,5700,TOR@CHI 11/17/2018 08:00PM ET,CHI,27.5
SG/SF,Nicolas Batum (11649870),Nicolas Batum,11649870,SG/SF/F/G/UTIL,5700,PHI@CHA 11/17/2018 07:00PM ET,CHA,26.12
SF/PF,Kyle Kuzma (11649879),Kyle Kuzma,11649879,SF/PF/F/UTIL,5700,LAL@ORL 11/17/2018 07:00PM ET,LAL,28.41
SF/PF,Marcus Morris (11649875),Marcus Morris,11649875,SF/PF/F/UTIL,5700,UTA@BOS 11/17/2018 07:30PM ET,BOS,26.59
SF/PF,Harrison Barnes (11649862),Harrison Barnes,11649862,SF/PF/F/UTIL,5700,GS@DAL 11/17/2018 08:30PM ET,DAL,26.25
C,Jonas Valanciunas (11649883),Jonas Valanciunas,11649883,C/UTIL,5600,TOR@CHI 11/17/2018 08:00PM ET,TOR,26.77
SG/SF,Evan Fournier (11649891),Evan Fournier,11649891,SG/SF/F/G/UTIL,5600,LAL@ORL 11/17/2018 07:00PM ET,ORL,28.65
PG,Ricky Rubio (11649888),Ricky Rubio,11649888,PG/G/UTIL,5600,UTA@BOS 11/17/2018 07:30PM ET,UTA,27.95
PG,Elfrid Payton (11649885),Elfrid Payton,11649885,PG/G/UTIL,5600,DEN@NO 11/17/2018 07:00PM ET,NO,26.12
PG/SG,Kris Dunn (11649896),Kris Dunn,11649896,PG/SG/G/UTIL,5500,TOR@CHI 11/17/2018 08:00PM ET,CHI,23
C,John Collins (11649900),John Collins,11649900,C/UTIL,5500,ATL@IND 11/17/2018 07:00PM ET,ATL,0
SG/SF,Kent Bazemore (11649902),Kent Bazemore,11649902,SG/SF/F/G/UTIL,5500,ATL@IND 11/17/2018 07:00PM ET,ATL,27.22
SG/SF,JJ Redick (11649907),JJ Redick,11649907,SG/SF/F/G/UTIL,5500,PHI@CHA 11/17/2018 07:00PM ET,PHI,27.41
SG/SF,Will Barton (11649912),Will Barton,11649912,SG/SF/F/G/UTIL,5500,DEN@NO 11/17/2018 07:00PM ET,DEN,30.75
PG,Lonzo Ball (11649917),Lonzo Ball,11649917,PG/G/UTIL,5400,LAL@ORL 11/17/2018 07:00PM ET,LAL,24.57
PG,Quinn Cook (11649920),Quinn Cook,11649920,PG/G/UTIL,5400,GS@DAL 11/17/2018 08:30PM ET,GS,15.75
SG/SF,Gordon Hayward (11649928),Gordon Hayward,11649928,SG/SF/F/G/UTIL,5300,UTA@BOS 11/17/2018 07:30PM ET,BOS,24.52
PG,Dennis Smith Jr. (11649933),Dennis Smith Jr.,11649933,PG/G/UTIL,5300,GS@DAL 11/17/2018 08:30PM ET,DAL,25.46
SG/SF,E'Twaun Moore (11649923),E'Twaun Moore,11649923,SG/SF/F/G/UTIL,5300,DEN@NO 11/17/2018 07:00PM ET,NO,24.07
C,Wendell Carter Jr. (11649940),Wendell Carter Jr.,11649940,C/UTIL,5200,TOR@CHI 11/17/2018 08:00PM ET,CHI,29.27
SF/PF,Nemanja Bjelica (11649936),Nemanja Bjelica,11649936,SF/PF/F/UTIL,5200,SAC@HOU 11/17/2018 08:00PM ET,SAC,27.37
SG/SF,Jeremy Lamb (11649942),Jeremy Lamb,11649942,SG/SF/F/G/UTIL,5100,PHI@CHA 11/17/2018 07:00PM ET,CHA,24.93
SG/SF,Terrence Ross (11649947),Terrence Ross,11649947,SG/SF/F/G/UTIL,5100,LAL@ORL 11/17/2018 07:00PM ET,ORL,24.33
PF,Lauri Markkanen (11649957),Lauri Markkanen,11649957,PF/F/UTIL,5000,TOR@CHI 11/17/2018 08:00PM ET,CHI,0
PF/C,Bobby Portis (11649960),Bobby Portis,11649960,PF/C/F/UTIL,5000,TOR@CHI 11/17/2018 08:00PM ET,CHI,29.12
SG/SF,Bojan Bogdanovic (11649952),Bojan Bogdanovic,11649952,SG/SF/F/G/UTIL,5000,ATL@IND 11/17/2018 07:00PM ET,IND,22.87
PG,Rajon Rondo (11649964),Rajon Rondo,11649964,PG/G/UTIL,5000,LAL@ORL 11/17/2018 07:00PM ET,LAL,25.86
SG/SF,Wesley Matthews (11649972),Wesley Matthews,11649972,SG/SF/F/G/UTIL,4900,GS@DAL 11/17/2018 08:30PM ET,DAL,25.92
SG/SF,Eric Gordon (11649967),Eric Gordon,11649967,SG/SF/F/G/UTIL,4900,SAC@HOU 11/17/2018 08:00PM ET,HOU,23.77
PG/SG,J.J. Barea (11649977),J.J. Barea,11649977,PG/SG/G/UTIL,4800,GS@DAL 11/17/2018 08:30PM ET,DAL,22.25
PF/C,Derrick Favors (11649981),Derrick Favors,11649981,PF/C/F/UTIL,4700,UTA@BOS 11/17/2018 07:30PM ET,UTA,25
SF/PF,Trevor Ariza (11649985),Trevor Ariza,11649985,SF/PF/F/UTIL,4700,OKC@PHO 11/17/2018 09:00PM ET,PHO,24.69
C,Myles Turner (11649989),Myles Turner,11649989,C/UTIL,4600,ATL@IND 11/17/2018 07:00PM ET,IND,24.23
SF/PF,Jerami Grant (11649991),Jerami Grant,11649991,SF/PF/F/UTIL,4600,OKC@PHO 11/17/2018 09:00PM ET,OKC,23.66
PG,Darren Collison (11649995),Darren Collison,11649995,PG/G/UTIL,4500,ATL@IND 11/17/2018 07:00PM ET,IND,20.43
SG/SF,Jaylen Brown (11650005),Jaylen Brown,11650005,SG/SF/F/G/UTIL,4500,UTA@BOS 11/17/2018 07:30PM ET,BOS,20.77
SF/PF,Jae Crowder (11650010),Jae Crowder,11650010,SF/PF/F/UTIL,4500,UTA@BOS 11/17/2018 07:30PM ET,UTA,24.62
PF/C,Dirk Nowitzki (11649998),Dirk Nowitzki,11649998,PF/C/F/UTIL,4500,GS@DAL 11/17/2018 08:30PM ET,DAL,0
PG,Isaiah Thomas (11650002),Isaiah Thomas,11650002,PG/G/UTIL,4500,DEN@NO 11/17/2018 07:00PM ET,DEN,0
SG/SF,Justin Holiday (11650018),Justin Holiday,11650018,SG/SF/F/G/UTIL,4400,TOR@CHI 11/17/2018 08:00PM ET,CHI,25.28
C,Alex Len (11650027),Alex Len,11650027,C/UTIL,4400,ATL@IND 11/17/2018 07:00PM ET,ATL,21.47
PG,D.J. Augustin (11650029),D.J. Augustin,11650029,PG/G/UTIL,4400,LAL@ORL 11/17/2018 07:00PM ET,ORL,21.88
SF/PF,P.J. Tucker (11650023),P.J. Tucker,11650023,SF/PF/F/UTIL,4400,SAC@HOU 11/17/2018 08:00PM ET,HOU,21.29
SF/PF,Trey Lyles (11650014),Trey Lyles,11650014,SF/PF/F/UTIL,4400,DEN@NO 11/17/2018 07:00PM ET,DEN,21.72
PF/C,Dewayne Dedmon (11650040),Dewayne Dedmon,11650040,PF/C/F/UTIL,4300,ATL@IND 11/17/2018 07:00PM ET,ATL,20.44
SF/PF,Thaddeus Young (11650044),Thaddeus Young,11650044,SF/PF/F/UTIL,4300,ATL@IND 11/17/2018 07:00PM ET,IND,21.05
SG,Malik Monk (11650048),Malik Monk,11650048,SG/G/UTIL,4300,PHI@CHA 11/17/2018 07:00PM ET,CHA,20.34
SG/SF,Bogdan Bogdanovic (11650035),Bogdan Bogdanovic,11650035,SG/SF/F/G/UTIL,4300,SAC@HOU 11/17/2018 08:00PM ET,SAC,18.94
PG,Monte Morris (11650032),Monte Morris,11650032,PG/G/UTIL,4300,DEN@NO 11/17/2018 07:00PM ET,DEN,19.82
PF,Omari Spellman (11650051),Omari Spellman,11650051,PF/F/UTIL,4200,ATL@IND 11/17/2018 07:00PM ET,ATL,18.82
PF,Marvin Bagley III (11650054),Marvin Bagley III,11650054,PF/F/UTIL,4200,SAC@HOU 11/17/2018 08:00PM ET,SAC,22.05
C,Cody Zeller (11650064),Cody Zeller,11650064,C/UTIL,4100,PHI@CHA 11/17/2018 07:00PM ET,CHA,20.75
SF/PF,Juancho Hernangomez (11650057),Juancho Hernangomez,11650057,SF/PF/F/UTIL,4100,DEN@NO 11/17/2018 07:00PM ET,DEN,16.75
PG,Isaiah Canaan (11650061),Isaiah Canaan,11650061,PG/G/UTIL,4100,OKC@PHO 11/17/2018 09:00PM ET,PHO,19.67
SG/SF,Denzel Valentine (11650071),Denzel Valentine,11650071,SG/SF/F/G/UTIL,4000,TOR@CHI 11/17/2018 08:00PM ET,CHI,0
PG,Ryan Arcidiacono (11650087),Ryan Arcidiacono,11650087,PG/G/UTIL,4000,TOR@CHI 11/17/2018 08:00PM ET,CHI,18.68
SF,DeAndre' Bembry (11650076),DeAndre' Bembry,11650076,SF/F/UTIL,4000,ATL@IND 11/17/2018 07:00PM ET,ATL,20.65
SF/PF,Michael Kidd-Gilchrist (11650079),Michael Kidd-Gilchrist,11650079,SF/PF/F/UTIL,4000,PHI@CHA 11/17/2018 07:00PM ET,CHA,21.06
SF/PF,Marvin Williams (11650090),Marvin Williams,11650090,SF/PF/F/UTIL,4000,PHI@CHA 11/17/2018 07:00PM ET,CHA,18.25
SG,Josh Hart (11650094),Josh Hart,11650094,SG/G/UTIL,4000,LAL@ORL 11/17/2018 07:00PM ET,LAL,22.79
PG/SG,Terry Rozier (11650083),Terry Rozier,11650083,PG/SG/G/UTIL,4000,UTA@BOS 11/17/2018 07:30PM ET,BOS,19.08
SG/SF,James Ennis III (11650066),James Ennis III,11650066,SG/SF/F/G/UTIL,4000,SAC@HOU 11/17/2018 08:00PM ET,HOU,15.59
SF/PF,Carmelo Anthony (11650097),Carmelo Anthony,11650097,SF/PF/F/UTIL,4000,SAC@HOU 11/17/2018 08:00PM ET,HOU,23.75
PG/SG,Fred VanVleet (11650104),Fred VanVleet,11650104,PG/SG/G/UTIL,3900,TOR@CHI 11/17/2018 08:00PM ET,TOR,19.31
SG/SF,Danny Green (11650112),Danny Green,11650112,SG/SF/F/G/UTIL,3900,TOR@CHI 11/17/2018 08:00PM ET,TOR,20.67
PG/SG,Jeremy Lin (11650108),Jeremy Lin,11650108,PG/SG/G/UTIL,3900,ATL@IND 11/17/2018 07:00PM ET,ATL,17.8
SG/SF,Tyreke Evans (11650117),Tyreke Evans,11650117,SG/SF/F/G/UTIL,3900,ATL@IND 11/17/2018 07:00PM ET,IND,21.27
PG,Tony Parker (11650122),Tony Parker,11650122,PG/G/UTIL,3900,PHI@CHA 11/17/2018 07:00PM ET,CHA,19.73
SF,Gary Clark (11650101),Gary Clark,11650101,SF/F/UTIL,3900,SAC@HOU 11/17/2018 08:00PM ET,HOU,12.15
SF,OG Anunoby (11650125),OG Anunoby,11650125,SF/F/UTIL,3800,TOR@CHI 11/17/2018 08:00PM ET,TOR,15.73
SF,Miles Bridges (11650128),Miles Bridges,11650128,SF/F/UTIL,3800,PHI@CHA 11/17/2018 07:00PM ET,CHA,16.44
PG/SG,Marcus Smart (11650131),Marcus Smart,11650131,PG/SG/G/UTIL,3800,UTA@BOS 11/17/2018 07:30PM ET,BOS,18.15
SG/SF,Andre Iguodala (11650135),Andre Iguodala,11650135,SG/SF/F/G/UTIL,3800,GS@DAL 11/17/2018 08:30PM ET,GS,14.91
SF,Dorian Finney-Smith (11650140),Dorian Finney-Smith,11650140,SF/F/UTIL,3800,GS@DAL 11/17/2018 08:30PM ET,DAL,18.04
C,Greg Monroe (11650143),Greg Monroe,11650143,C/UTIL,3700,TOR@CHI 11/17/2018 08:00PM ET,TOR,7.57
SF/PF,Wilson Chandler (11650145),Wilson Chandler,11650145,SF/PF/F/UTIL,3700,PHI@CHA 11/17/2018 07:00PM ET,PHI,12.58
C,Mohamed Bamba (11650156),Mohamed Bamba,11650156,C/UTIL,3700,LAL@ORL 11/17/2018 07:00PM ET,ORL,18.27
PF/C,Kevon Looney (11650149),Kevon Looney,11650149,PF/C/F/UTIL,3700,GS@DAL 11/17/2018 08:30PM ET,GS,16.41
SF/PF,Jonas Jerebko (11650158),Jonas Jerebko,11650158,SF/PF/F/UTIL,3700,GS@DAL 11/17/2018 08:30PM ET,GS,16.36
SF,Mikal Bridges (11650153),Mikal Bridges,11650153,SF/F/UTIL,3700,OKC@PHO 11/17/2018 09:00PM ET,PHO,14.27
PG,Cory Joseph (11650170),Cory Joseph,11650170,PG/G/UTIL,3600,ATL@IND 11/17/2018 07:00PM ET,IND,18.57
PG/SG,Markelle Fultz (11650173),Markelle Fultz,11650173,PG/SG/G/UTIL,3600,PHI@CHA 11/17/2018 07:00PM ET,PHI,20.28
PF,Jonathan Isaac (11650167),Jonathan Isaac,11650167,PF/F/UTIL,3600,LAL@ORL 11/17/2018 07:00PM ET,ORL,17.83
SG/SF,Iman Shumpert (11650162),Iman Shumpert,11650162,SG/SF/F/G/UTIL,3600,SAC@HOU 11/17/2018 08:00PM ET,SAC,19.21
PG,Shaquille Harrison (11650181),Shaquille Harrison,11650181,PG/G/UTIL,3500,TOR@CHI 11/17/2018 08:00PM ET,CHI,18.29
C,Guillermo Hernangomez (11650184),Guillermo Hernangomez,11650184,C/UTIL,3500,PHI@CHA 11/17/2018 07:00PM ET,CHA,17.29
PF/C,Dwight Powell (11650177),Dwight Powell,11650177,PF/C/F/UTIL,3500,GS@DAL 11/17/2018 08:30PM ET,DAL,17.93
PG,Frank Mason III (11650186),Frank Mason III,11650186,PG/G/UTIL,3500,SAC@HOU 11/17/2018 08:00PM ET,SAC,14.88
SF/PF,Wesley Johnson (11650189),Wesley Johnson,11650189,SF/PF/F/UTIL,3500,DEN@NO 11/17/2018 07:00PM ET,NO,13.08
C,Nerlens Noel (11650193),Nerlens Noel,11650193,C/UTIL,3500,OKC@PHO 11/17/2018 09:00PM ET,OKC,17.5
PF/C,Mike Muscala (11650220),Mike Muscala,11650220,PF/C/F/UTIL,3400,PHI@CHA 11/17/2018 07:00PM ET,PHI,16.30
SG/SF,Jonathon Simmons (11650198),Jonathon Simmons,11650198,SG/SF/F/G/UTIL,3400,LAL@ORL 11/17/2018 07:00PM ET,ORL,15.64
C,Tyson Chandler (11650203),Tyson Chandler,11650203,C/UTIL,3400,LAL@ORL 11/17/2018 07:00PM ET,LAL,13.91
PG,Jerian Grant (11650224),Jerian Grant,11650224,PG/G/UTIL,3400,LAL@ORL 11/17/2018 07:00PM ET,ORL,15.95
C,Aron Baynes (11650205),Aron Baynes,11650205,C/UTIL,3400,UTA@BOS 11/17/2018 07:30PM ET,BOS,14.23
SG,Alec Burks (11650235),Alec Burks,11650235,SG/G/UTIL,3400,UTA@BOS 11/17/2018 07:30PM ET,UTA,13.54
PF,Alfonzo McKinnie (11650227),Alfonzo McKinnie,11650227,PF/F/UTIL,3400,GS@DAL 11/17/2018 08:30PM ET,GS,12.86
PF,Jordan Bell (11650238),Jordan Bell,11650238,PF/F/UTIL,3400,GS@DAL 11/17/2018 08:30PM ET,GS,10.35
SG,Troy Williams (11650207),Troy Williams,11650207,SG/G/UTIL,3400,SAC@HOU 11/17/2018 08:00PM ET,SAC,14.43
SF,Justin Jackson (11650210),Justin Jackson,11650210,SF/F/UTIL,3400,SAC@HOU 11/17/2018 08:00PM ET,SAC,13.91
PF,Isaiah Hartenstein (11650213),Isaiah Hartenstein,11650213,PF/F/UTIL,3400,SAC@HOU 11/17/2018 08:00PM ET,HOU,6.81
SG/SF,Gerald Green (11650230),Gerald Green,11650230,SG/SF/F/G/UTIL,3400,SAC@HOU 11/17/2018 08:00PM ET,HOU,11.56
PF/C,Mason Plumlee (11650216),Mason Plumlee,11650216,PF/C/F/UTIL,3400,DEN@NO 11/17/2018 07:00PM ET,DEN,16.78
SF,Josh Jackson (11650195),Josh Jackson,11650195,SF/F/UTIL,3400,OKC@PHO 11/17/2018 09:00PM ET,PHO,13.57
PG/SG,Raymond Felton (11650241),Raymond Felton,11650241,PG/SG/G/UTIL,3400,OKC@PHO 11/17/2018 09:00PM ET,OKC,13
SG,Kevin Huerter (11650245),Kevin Huerter,11650245,SG/G/UTIL,3300,ATL@IND 11/17/2018 07:00PM ET,ATL,13.29
SG,Furkan Korkmaz (11650248),Furkan Korkmaz,11650248,SG/G/UTIL,3300,PHI@CHA 11/17/2018 07:00PM ET,PHI,8.68
SG/SF,Lance Stephenson (11650251),Lance Stephenson,11650251,SG/SF/F/G/UTIL,3300,LAL@ORL 11/17/2018 07:00PM ET,LAL,17.46
C,Damian Jones (11650256),Damian Jones,11650256,C/UTIL,3300,GS@DAL 11/17/2018 08:30PM ET,GS,14.02
PF,Maxi Kleber (11650258),Maxi Kleber,11650258,PF/F/UTIL,3300,GS@DAL 11/17/2018 08:30PM ET,DAL,16.36
PG/SG,Yogi Ferrell (11650261),Yogi Ferrell,11650261,PG/SG/G/UTIL,3300,SAC@HOU 11/17/2018 08:00PM ET,SAC,10.6
PF,Cheick Diallo (11650269),Cheick Diallo,11650269,PF/F/UTIL,3300,DEN@NO 11/17/2018 07:00PM ET,NO,12.23
PF/C,Richaun Holmes (11650265),Richaun Holmes,11650265,PF/C/F/UTIL,3300,OKC@PHO 11/17/2018 09:00PM ET,PHO,9.62
SG/SF,Alex Abrines (11650272),Alex Abrines,11650272,SG/SF/F/G/UTIL,3300,OKC@PHO 11/17/2018 09:00PM ET,OKC,12.36
SG/SF,C.J. Miles (11650283),C.J. Miles,11650283,SG/SF/F/G/UTIL,3200,TOR@CHI 11/17/2018 08:00PM ET,TOR,10.31
SG/SF,Norman Powell (11650288),Norman Powell,11650288,SG/SF/F/G/UTIL,3200,TOR@CHI 11/17/2018 08:00PM ET,TOR,11
PG/SG,Delon Wright (11650293),Delon Wright,11650293,PG/SG/G/UTIL,3200,TOR@CHI 11/17/2018 08:00PM ET,TOR,11.86
PG,Antonio Blakeney (11650297),Antonio Blakeney,11650297,PG/G/UTIL,3200,TOR@CHI 11/17/2018 08:00PM ET,CHI,16.22
SG,Chandler Hutchison (11650321),Chandler Hutchison,11650321,SG/G/UTIL,3200,TOR@CHI 11/17/2018 08:00PM ET,CHI,12.08
SG,Vince Carter (11650324),Vince Carter,11650324,SG/G/UTIL,3200,ATL@IND 11/17/2018 07:00PM ET,ATL,14.02
C,Miles Plumlee (11650327),Miles Plumlee,11650327,C/UTIL,3200,ATL@IND 11/17/2018 07:00PM ET,ATL,12.48
PG,Landry Shamet (11650300),Landry Shamet,11650300,PG/G/UTIL,3200,PHI@CHA 11/17/2018 07:00PM ET,PHI,12.32
PG/SG,T.J. McConnell (11650303),T.J. McConnell,11650303,PG/SG/G/UTIL,3200,PHI@CHA 11/17/2018 07:00PM ET,PHI,11.56
SG,Wes Iwundu (11650307),Wes Iwundu,11650307,SG/G/UTIL,3200,LAL@ORL 11/17/2018 07:00PM ET,ORL,11.04
PG/SG,Dante Exum (11650329),Dante Exum,11650329,PG/SG/G/UTIL,3200,UTA@BOS 11/17/2018 07:30PM ET,UTA,13.5
PG/SG,Devin Harris (11650310),Devin Harris,11650310,PG/SG/G/UTIL,3200,GS@DAL 11/17/2018 08:30PM ET,DAL,10.06
C,Kosta Koufos (11650314),Kosta Koufos,11650314,C/UTIL,3200,SAC@HOU 11/17/2018 08:00PM ET,SAC,14.93
C,Nene Hilario (11650316),Nene Hilario,11650316,C/UTIL,3200,SAC@HOU 11/17/2018 08:00PM ET,HOU,0
PG,Michael Carter-Williams (11650333),Michael Carter-Williams,11650333,PG/G/UTIL,3200,SAC@HOU 11/17/2018 08:00PM ET,HOU,11.41
SG,Malik Beasley (11650277),Malik Beasley,11650277,SG/G/UTIL,3200,DEN@NO 11/17/2018 07:00PM ET,DEN,11.65
SF/PF,Darius Miller (11650336),Darius Miller,11650336,SF/PF/F/UTIL,3200,DEN@NO 11/17/2018 07:00PM ET,NO,10.48
SG,Hamidou Diallo (11650280),Hamidou Diallo,11650280,SG/G/UTIL,3200,OKC@PHO 11/17/2018 09:00PM ET,OKC,11.75
SF,Terrance Ferguson (11650318),Terrance Ferguson,11650318,SF/F/UTIL,3200,OKC@PHO 11/17/2018 09:00PM ET,OKC,9.68
PG/SG,Cameron Payne (11650362),Cameron Payne,11650362,PG/SG/G/UTIL,3100,TOR@CHI 11/17/2018 08:00PM ET,CHI,16.29
