Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG/SF,Kyle Korver (11619786),Kyle Korver,11619786,SG/SF/F/G/UTIL,3400,CHA@CLE 11/13/2018 07:00PM ET,CLE,9.84
PG,Michael Carter-Williams (11619795),Michael Carter-Williams,11619795,PG/G/UTIL,3300,HOU@DEN 11/13/2018 09:00PM ET,HOU,12.5
C,Damian Jones (11619791),Damian Jones,11619791,C/UTIL,3300,ATL@GS 11/13/2018 10:30PM ET,GS,14.05
C,Miles Plumlee (11619793),Miles Plumlee,11619793,C/UTIL,3300,ATL@GS 11/13/2018 10:30PM ET,ATL,13.22
SF/PF,Jonas Jerebko (11619798),Jonas Jerebko,11619798,SF/PF/F/UTIL,3300,ATL@GS 11/13/2018 10:30PM ET,GS,15.12
SG,Kevin Huerter (11619802),Kevin Huerter,11619802,SG/G/UTIL,3300,ATL@GS 11/13/2018 10:30PM ET,ATL,13.60
SG/SF,David Nwaba (11619805),David Nwaba,11619805,SG/SF/F/G/UTIL,3200,CHA@CLE 11/13/2018 07:00PM ET,CLE,6.62
C,Ante Zizic (11619810),Ante Zizic,11619810,C/UTIL,3200,CHA@CLE 11/13/2018 07:00PM ET,CLE,8
C,Nene Hilario (11619812),Nene Hilario,11619812,C/UTIL,3200,HOU@DEN 11/13/2018 09:00PM ET,HOU,0
SG,Malik Beasley (11619814),Malik Beasley,11619814,SG/G/UTIL,3200,HOU@DEN 11/13/2018 09:00PM ET,DEN,11.14
PF/C,Marquese Chriss (11619817),Marquese Chriss,11619817,PF/C/F/UTIL,3100,HOU@DEN 11/13/2018 09:00PM ET,HOU,4.67
SG/SF,Torrey Craig (11619824),Torrey Craig,11619824,SG/SF/F/G/UTIL,3100,HOU@DEN 11/13/2018 09:00PM ET,DEN,10.48
SG,Vince Carter (11619821),Vince Carter,11619821,SG/G/UTIL,3100,ATL@GS 11/13/2018 10:30PM ET,ATL,13.27
C,Bismack Biyombo (11619829),Bismack Biyombo,11619829,C/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CHA,8.54
PF/C,Frank Kaminsky (11619831),Frank Kaminsky,11619831,PF/C/F/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CHA,2.62
PG,Joe Chealey (11619835),Joe Chealey,11619835,PG/G/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CHA,0
PG,Devonte' Graham (11619838),Devonte' Graham,11619838,PG/G/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CHA,7
SG,J.P. Macura (11619841),J.P. Macura,11619841,SG/G/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CHA,0
SG,Dwayne Bacon (11619844),Dwayne Bacon,11619844,SG/G/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CHA,9.6
PF,Billy Preston (11619847),Billy Preston,11619847,PF/F/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CLE,0
PF/C,Channing Frye (11619850),Channing Frye,11619850,PF/C/F/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CLE,12
PG,Andrew Harrison (11619854),Andrew Harrison,11619854,PG/G/UTIL,3000,CHA@CLE 11/13/2018 07:00PM ET,CLE,2.12
SF,Vincent Edwards (11619857),Vincent Edwards,11619857,SF/F/UTIL,3000,HOU@DEN 11/13/2018 09:00PM ET,HOU,0
C,Zhou Qi (11619860),Zhou Qi,11619860,C/UTIL,3000,HOU@DEN 11/13/2018 09:00PM ET,HOU,2
PG/SG,Brandon Knight (11619862),Brandon Knight,11619862,PG/SG/G/UTIL,3000,HOU@DEN 11/13/2018 09:00PM ET,HOU,0
PF,Tyler Lydon (11619866),Tyler Lydon,11619866,PF/F/UTIL,3000,HOU@DEN 11/13/2018 09:00PM ET,DEN,1.06
C,Thomas Welsh (11619869),Thomas Welsh,11619869,C/UTIL,3000,HOU@DEN 11/13/2018 09:00PM ET,DEN,2.75
PG,DeVaughn Akoon-Purcell (11619871),DeVaughn Akoon-Purcell,11619871,PG/G/UTIL,3000,HOU@DEN 11/13/2018 09:00PM ET,DEN,1.42
SF/PF,Michael Porter Jr. (11619874),Michael Porter Jr.,11619874,SF/PF/F/UTIL,3000,HOU@DEN 11/13/2018 09:00PM ET,DEN,0
SF/PF,Jarred Vanderbilt (11619878),Jarred Vanderbilt,11619878,SF/PF/F/UTIL,3000,HOU@DEN 11/13/2018 09:00PM ET,DEN,0
SG,Damion Lee (11619882),Damion Lee,11619882,SG/G/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,GS,4.81
PG,Shaun Livingston (11619885),Shaun Livingston,11619885,PG/G/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,GS,11.9
SF,Marcus Derrickson (11619888),Marcus Derrickson,11619888,SF/F/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,GS,3.25
SG,Jacob Evans III (11619891),Jacob Evans III,11619891,SG/G/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,GS,2.75
SF/PF,Justin Anderson (11619894),Justin Anderson,11619894,SF/PF/F/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,ATL,0
SF,Alex Poythress (11619898),Alex Poythress,11619898,SF/F/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,ATL,11.2
PG,Tyler Dorsey (11619901),Tyler Dorsey,11619901,PG/G/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,ATL,6.46
SG,Daniel Hamilton (11619904),Daniel Hamilton,11619904,SG/G/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,ATL,0
PG,Jaylen Adams (11619907),Jaylen Adams,11619907,PG/G/UTIL,3000,ATL@GS 11/13/2018 10:30PM ET,ATL,2.38
