PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,
LaMarcus Aldridge,SAS,33,1,0,1,38,10,3,15,20,0,0,0,4,4,100,6,10,16,1,3,2,2,2,39.7,1,0,8,
Klay Thompson,GSW,28,1,0,1,29.5,10,5,16,31.3,0,5,0,0,0,0,1,2,3,0,3,0,2,2,16.6,0,0,-7,
Kevon Looney,GSW,22,1,0,1,18.2,12,5,7,71.4,0,1,0,2,3,66.7,5,0,5,1,2,0,1,0,20.5,0,0,-11,
Kevin Huerter,ATL,20,1,0,1,28.1,10,4,10,40,2,6,33.3,0,1,0,1,2,3,1,2,1,0,1,16.1,0,0,-20,
Kevin Durant,GSW,30,1,0,1,29.7,20,6,15,40,0,2,0,8,8,100,1,4,5,2,2,0,1,1,30,0,0,-11,
Kent Bazemore,ATL,29,1,0,1,21,14,4,8,50,1,4,25,5,5,100,1,1,2,0,1,0,0,0,15.4,0,0,-25,
Juancho Hernangomez,DEN,23,1,1,0,31.2,25,9,12,75,2,5,40,5,7,71.4,4,5,9,1,1,1,0,3,39.3,0,0,46,
Jordan Bell,GSW,23,1,0,1,12.7,2,1,2,50,0,0,0,0,0,0,1,2,3,3,0,0,0,2,10.1,0,0,-2,
Jonas Jerebko,GSW,31,1,0,1,20.4,8,3,6,50,0,1,0,2,2,100,0,3,3,1,0,0,0,3,13.1,0,0,-21,
Jeremy Lin,ATL,30,1,0,1,25.2,16,4,10,40,3,7,42.9,5,7,71.4,2,3,5,5,4,0,0,5,25.5,0,0,-27,
James Harden,HOU,29,1,1,0,32.1,27,8,23,34.8,4,14,28.6,7,8,87.5,0,3,3,3,1,2,0,4,40.1,0,0,11,
James Ennis III,HOU,28,1,1,0,32.7,19,7,11,63.6,2,6,33.3,3,5,60,3,2,5,1,0,1,0,3,29.5,0,0,17,
Jamal Murray,DEN,21,1,1,0,23.1,14,4,10,40,3,6,50,3,3,100,0,4,4,5,1,0,1,1,28.3,0,0,18,
Jakob Poeltl,SAS,23,1,0,1,10,6,2,4,50,0,0,0,2,4,50,2,2,4,0,0,0,1,3,13.8,0,0,-11,
Jacob Evans,GSW,21,1,0,1,11.1,3,1,3,33.3,1,2,50,0,0,0,0,3,3,1,1,0,0,3,7.1,0,0,0,
Isaiah Hartenstein,HOU,20,1,1,0,14.7,6,2,4,50,1,1,100,1,1,100,2,3,5,1,0,0,0,1,13.5,0,0,27,
Gerald Green,HOU,32,1,1,0,3.7,2,1,4,25,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-5,
Gary Harris,DEN,24,1,1,0,27.3,18,7,9,77.8,2,3,66.7,2,3,66.7,0,3,3,4,1,0,2,2,32.6,0,0,34,
Gary Clark,HOU,24,1,1,0,27.5,9,3,7,42.9,3,7,42.9,0,0,0,3,4,7,2,0,0,2,1,26.4,0,0,15,
Eric Gordon,HOU,29,1,1,0,29.1,17,5,13,38.5,3,9,33.3,4,4,100,0,0,0,3,2,1,0,3,22.5,0,0,23,
Draymond Green,GSW,28,1,0,1,23.8,0,0,3,0,0,2,0,0,0,0,0,5,5,5,5,1,0,3,11.5,0,0,-10,
Derrick White,SAS,24,1,0,1,16.6,0,0,5,0,0,1,0,0,0,0,0,2,2,1,1,0,0,2,2.9,0,0,-28,
DeVaughn Akoon-Purcell,DEN,25,1,1,0,5.9,2,1,3,33.3,0,2,0,0,0,0,0,2,2,2,0,1,0,2,10.4,0,0,12,
DeMar DeRozan,SAS,29,1,0,1,40.8,34,14,30,46.7,0,3,0,6,8,75,0,6,6,5,1,3,1,4,59.7,0,0,11,
DeAndre' Bembry,ATL,24,1,0,1,16.1,2,1,8,12.5,0,2,0,0,0,0,0,2,2,1,0,0,1,3,8.9,0,0,-24,
Davis Bertans,SAS,26,1,0,1,2.5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7,
Dante Cunningham,SAS,31,1,0,1,16.9,6,2,4,50,0,1,0,2,2,100,2,1,3,1,0,1,1,3,17.1,0,0,-14,
Danilo Gallinari,LAC,30,1,1,0,30.8,19,4,9,44.4,2,4,50,9,10,90,0,6,6,1,1,0,0,1,26.7,0,0,-2,
Daniel Hamilton,ATL,23,1,0,1,7.9,1,0,2,0,0,1,0,1,2,50,0,0,0,0,1,0,0,0,0,0,0,-11,
Damian Jones,GSW,23,1,0,1,18.5,5,1,2,50,0,0,0,3,4,75,3,2,5,0,1,0,1,3,13,0,0,4,
Clint Capela,HOU,24,1,1,0,29.6,10,3,9,33.3,0,0,0,4,4,100,4,6,10,1,0,1,0,1,26.5,1,0,-1,
Chris Paul,HOU,33,1,1,0,28.2,10,4,10,40,2,4,50,0,0,0,0,5,5,7,2,3,2,1,39.5,0,0,20,
Bryn Forbes,SAS,25,1,0,1,33.3,17,5,11,45.5,5,8,62.5,2,3,66.7,0,1,1,2,0,0,0,0,21.2,0,0,-5,
Andre Iguodala,GSW,34,1,0,1,23.1,5,2,4,50,0,0,0,1,2,50,1,5,6,1,1,0,0,1,12.7,0,0,1,
Alfonzo McKinnie,GSW,26,1,0,1,12.4,8,3,6,50,0,1,0,2,3,66.7,0,2,2,0,1,0,0,1,9.4,0,0,-9,
Alex Poythress,ATL,25,1,0,1,23.8,11,5,8,62.5,0,3,0,1,2,50,3,1,4,4,1,1,0,2,23.8,0,0,-11,
Alex Len,ATL,25,1,0,1,12.7,6,2,6,33.3,0,1,0,2,3,66.7,3,2,5,0,2,0,2,3,16,0,0,-14,
