Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Derrick Rose (11629531),Derrick Rose,11629531,PG/SG/G/UTIL,7200,NO@MIN 11/14/2018 08:00PM ET,MIN,32.31
C,Marc Gasol (11629535),Marc Gasol,11629535,C/UTIL,7100,MEM@MIL 11/14/2018 08:00PM ET,MEM,38.33
SG/SF,Tim Hardaway Jr. (11629537),Tim Hardaway Jr.,11629537,SG/SF/F/G/UTIL,7000,NY@OKC 11/14/2018 08:00PM ET,NY,34.64
PF/C,Julius Randle (11629542),Julius Randle,11629542,PF/C/F/UTIL,6900,NO@MIN 11/14/2018 08:00PM ET,NO,34.06
PG,Luka Doncic (11629546),Luka Doncic,11629546,PG/G/UTIL,6900,UTA@DAL 11/14/2018 08:30PM ET,DAL,35.62
PG,Mike Conley (11629549),Mike Conley,11629549,PG/G/UTIL,6800,MEM@MIL 11/14/2018 08:00PM ET,MEM,34.46
SG/SF,Josh Richardson (11629552),Josh Richardson,11629552,SG/SF/F/G/UTIL,6800,MIA@BKN 11/14/2018 07:30PM ET,MIA,34.33
SG/SF,Khris Middleton (11629561),Khris Middleton,11629561,SG/SF/F/G/UTIL,6700,MEM@MIL 11/14/2018 08:00PM ET,MIL,35.06
PG/SG,D'Angelo Russell (11629557),D'Angelo Russell,11629557,PG/SG/G/UTIL,6700,MIA@BKN 11/14/2018 07:30PM ET,BKN,31.89
PG/SG,CJ McCollum (11629566),CJ McCollum,11629566,PG/SG/G/UTIL,6600,POR@LAL 11/14/2018 10:30PM ET,POR,31.52
SF/PF,Jayson Tatum (11629570),Jayson Tatum,11629570,SF/PF/F/UTIL,6600,CHI@BOS 11/14/2018 07:30PM ET,BOS,31.64
C,Enes Kanter (11629574),Enes Kanter,11629574,C/UTIL,6600,NY@OKC 11/14/2018 08:00PM ET,NY,35.46
C,Jusuf Nurkic (11629576),Jusuf Nurkic,11629576,C/UTIL,6500,POR@LAL 11/14/2018 10:30PM ET,POR,34.12
C,DeAndre Jordan (11629578),DeAndre Jordan,11629578,C/UTIL,6500,UTA@DAL 11/14/2018 08:30PM ET,DAL,35.31
PF/C,Al Horford (11629582),Al Horford,11629582,PF/C/F/UTIL,6400,CHI@BOS 11/14/2018 07:30PM ET,BOS,29.73
C,Deandre Ayton (11629580),Deandre Ayton,11629580,C/UTIL,6400,SA@PHO 11/14/2018 09:00PM ET,PHO,36.15
PG/SG,Eric Bledsoe (11629586),Eric Bledsoe,11629586,PG/SG/G/UTIL,6300,MEM@MIL 11/14/2018 08:00PM ET,MIL,31.79
PG,Goran Dragic (11629590),Goran Dragic,11629590,PG/G/UTIL,6300,MIA@BKN 11/14/2018 07:30PM ET,MIA,30.3
SG/SF,Evan Fournier (11629597),Evan Fournier,11629597,SG/SF/F/G/UTIL,6200,PHI@ORL 11/14/2018 07:00PM ET,ORL,29.80
PF/C,Serge Ibaka (11629593),Serge Ibaka,11629593,PF/C/F/UTIL,6200,DET@TOR 11/14/2018 07:30PM ET,TOR,32.95
SG/SF,Joe Ingles (11629602),Joe Ingles,11629602,SG/SF/F/G/UTIL,6100,UTA@DAL 11/14/2018 08:30PM ET,UTA,30.19
SF/PF,Kyle Kuzma (11629607),Kyle Kuzma,11629607,SF/PF/F/UTIL,6000,POR@LAL 11/14/2018 10:30PM ET,LAL,29.42
SF,Caris LeVert (11629611),Caris LeVert,11629611,SF/F/UTIL,6000,MIA@BKN 11/14/2018 07:30PM ET,BKN,32.04
PF,Pascal Siakam (11629614),Pascal Siakam,11629614,PF/F/UTIL,5900,DET@TOR 11/14/2018 07:30PM ET,TOR,28.25
SF/PF,Rudy Gay (11629617),Rudy Gay,11629617,SF/PF/F/UTIL,5900,SA@PHO 11/14/2018 09:00PM ET,SA,29.22
C,Tristan Thompson (11629625),Tristan Thompson,11629625,C/UTIL,5800,CLE@WAS 11/14/2018 07:00PM ET,CLE,28.98
C,Dwight Howard (11629634),Dwight Howard,11629634,C/UTIL,5800,CLE@WAS 11/14/2018 07:00PM ET,WAS,28.17
SF/PF,Marcus Morris (11629627),Marcus Morris,11629627,SF/PF/F/UTIL,5800,CHI@BOS 11/14/2018 07:30PM ET,BOS,27.15
PG,Ricky Rubio (11629631),Ricky Rubio,11629631,PG/G/UTIL,5800,UTA@DAL 11/14/2018 08:30PM ET,UTA,28.44
SF/PF,T.J. Warren (11629621),T.J. Warren,11629621,SF/PF/F/UTIL,5800,SA@PHO 11/14/2018 09:00PM ET,PHO,26.79
PG/SF,Brandon Ingram (11629643),Brandon Ingram,11629643,PG/SF/F/G/UTIL,5700,POR@LAL 11/14/2018 10:30PM ET,LAL,25.42
SG/SF,Andrew Wiggins (11629636),Andrew Wiggins,11629636,SG/SF/F/G/UTIL,5700,NO@MIN 11/14/2018 08:00PM ET,MIN,29.38
C,Wendell Carter Jr. (11629641),Wendell Carter Jr.,11629641,C/UTIL,5700,CHI@BOS 11/14/2018 07:30PM ET,CHI,30.07
C,JaVale McGee (11629666),JaVale McGee,11629666,C/UTIL,5600,POR@LAL 11/14/2018 10:30PM ET,LAL,31.58
PF,Jaren Jackson Jr. (11629651),Jaren Jackson Jr.,11629651,PF/F/UTIL,5600,MEM@MIL 11/14/2018 08:00PM ET,MEM,25.08
PG/SG,Jordan Clarkson (11629654),Jordan Clarkson,11629654,PG/SG/G/UTIL,5600,CLE@WAS 11/14/2018 07:00PM ET,CLE,24.46
PG,Jeff Teague (11629648),Jeff Teague,11629648,PG/G/UTIL,5600,NO@MIN 11/14/2018 08:00PM ET,MIN,30.06
SF/PF,Jabari Parker (11629658),Jabari Parker,11629658,SF/PF/F/UTIL,5600,CHI@BOS 11/14/2018 07:30PM ET,CHI,27.23
PG/SG,Reggie Jackson (11629662),Reggie Jackson,11629662,PG/SG/G/UTIL,5600,DET@TOR 11/14/2018 07:30PM ET,DET,26.04
PF/C,Larry Nance Jr. (11629672),Larry Nance Jr.,11629672,PF/C/F/UTIL,5500,CLE@WAS 11/14/2018 07:00PM ET,CLE,22.16
SF/PF,Harrison Barnes (11629668),Harrison Barnes,11629668,SF/PF/F/UTIL,5500,UTA@DAL 11/14/2018 08:30PM ET,DAL,26
PG,Lonzo Ball (11629676),Lonzo Ball,11629676,PG/G/UTIL,5400,POR@LAL 11/14/2018 10:30PM ET,LAL,24.5
PG/SG,Kris Dunn (11629679),Kris Dunn,11629679,PG/SG/G/UTIL,5400,CHI@BOS 11/14/2018 07:30PM ET,CHI,23
PG,Dennis Smith Jr. (11629683),Dennis Smith Jr.,11629683,PG/G/UTIL,5400,UTA@DAL 11/14/2018 08:30PM ET,DAL,26.21
SG/SF,JJ Redick (11629686),JJ Redick,11629686,SG/SF/F/G/UTIL,5300,PHI@ORL 11/14/2018 07:00PM ET,PHI,27.27
PG/SF,Justise Winslow (11629691),Justise Winslow,11629691,PG/SF/F/G/UTIL,5300,MIA@BKN 11/14/2018 07:30PM ET,MIA,24.75
PG,Rajon Rondo (11629718),Rajon Rondo,11629718,PG/G/UTIL,5200,POR@LAL 11/14/2018 10:30PM ET,LAL,27.4
PG/SG,Malcolm Brogdon (11629700),Malcolm Brogdon,11629700,PG/SG/G/UTIL,5200,MEM@MIL 11/14/2018 08:00PM ET,MIL,26.02
SF,Cedi Osman (11629704),Cedi Osman,11629704,SF/F/UTIL,5200,CLE@WAS 11/14/2018 07:00PM ET,CLE,23.07
PG,Elfrid Payton (11629707),Elfrid Payton,11629707,PG/G/UTIL,5200,NO@MIN 11/14/2018 08:00PM ET,NO,30.8
PF/C,Rondae Hollis-Jefferson (11629696),Rondae Hollis-Jefferson,11629696,PF/C/F/UTIL,5200,MIA@BKN 11/14/2018 07:30PM ET,BKN,20.48
SG/SF,Rodney McGruder (11629721),Rodney McGruder,11629721,SG/SF/F/G/UTIL,5200,MIA@BKN 11/14/2018 07:30PM ET,MIA,27.67
PF/C,Bobby Portis (11629710),Bobby Portis,11629710,PF/C/F/UTIL,5200,CHI@BOS 11/14/2018 07:30PM ET,CHI,29.12
SF/PF,Jae Crowder (11629714),Jae Crowder,11629714,SF/PF/F/UTIL,5200,UTA@DAL 11/14/2018 08:30PM ET,UTA,26.38
SG/SF,Rodney Hood (11629738),Rodney Hood,11629738,SG/SF/F/G/UTIL,5100,CLE@WAS 11/14/2018 07:00PM ET,CLE,21.75
C,Jarrett Allen (11629731),Jarrett Allen,11629731,C/UTIL,5100,MIA@BKN 11/14/2018 07:30PM ET,BKN,28.88
SG/SF,Gordon Hayward (11629726),Gordon Hayward,11629726,SG/SF/F/G/UTIL,5100,CHI@BOS 11/14/2018 07:30PM ET,BOS,23.25
SG/SF,Wesley Matthews (11629733),Wesley Matthews,11629733,SG/SF/F/G/UTIL,5100,UTA@DAL 11/14/2018 08:30PM ET,DAL,26.46
PF/C,Noah Vonleh (11629743),Noah Vonleh,11629743,PF/C/F/UTIL,5100,NY@OKC 11/14/2018 08:00PM ET,NY,23.04
C,Brook Lopez (11629747),Brook Lopez,11629747,C/UTIL,5000,MEM@MIL 11/14/2018 08:00PM ET,MIL,24.35
PG,Collin Sexton (11629749),Collin Sexton,11629749,PG/G/UTIL,5000,CLE@WAS 11/14/2018 07:00PM ET,CLE,19.15
SG/SF,Terrence Ross (11629752),Terrence Ross,11629752,SG/SF/F/G/UTIL,5000,PHI@ORL 11/14/2018 07:00PM ET,ORL,24.18
PF,Lauri Markkanen (11629757),Lauri Markkanen,11629757,PF/F/UTIL,5000,CHI@BOS 11/14/2018 07:30PM ET,CHI,0
C,Jonas Valanciunas (11629760),Jonas Valanciunas,11629760,C/UTIL,5000,DET@TOR 11/14/2018 07:30PM ET,TOR,27.61
SF/PF,Al-Farouq Aminu (11629771),Al-Farouq Aminu,11629771,SF/PF/F/UTIL,4900,POR@LAL 11/14/2018 10:30PM ET,POR,23.36
SG/SF,E'Twaun Moore (11629762),E'Twaun Moore,11629762,SG/SF/F/G/UTIL,4900,NO@MIN 11/14/2018 08:00PM ET,NO,22.96
PG/SG,Spencer Dinwiddie (11629767),Spencer Dinwiddie,11629767,PG/SG/G/UTIL,4900,MIA@BKN 11/14/2018 07:30PM ET,BKN,25.07
PG/SF,Kyle Anderson (11629778),Kyle Anderson,11629778,PG/SF/F/G/UTIL,4800,MEM@MIL 11/14/2018 08:00PM ET,MEM,20.31
SF/PF,Otto Porter Jr. (11629783),Otto Porter Jr.,11629783,SF/PF/F/UTIL,4800,CLE@WAS 11/14/2018 07:00PM ET,WAS,23.19
PF,Taj Gibson (11629775),Taj Gibson,11629775,PF/F/UTIL,4800,NO@MIN 11/14/2018 08:00PM ET,MIN,26.5
SF/PF,Robert Covington (11629810),Robert Covington,11629810,SF/PF/F/UTIL,4700,NO@MIN 11/14/2018 08:00PM ET,MIN,27.02
PG,D.J. Augustin (11629803),D.J. Augustin,11629803,PG/G/UTIL,4700,PHI@ORL 11/14/2018 07:00PM ET,ORL,22.20
SG/SF,Joe Harris (11629790),Joe Harris,11629790,SG/SF/F/G/UTIL,4700,MIA@BKN 11/14/2018 07:30PM ET,BKN,22.88
PG/SG,Dwyane Wade (11629795),Dwyane Wade,11629795,PG/SG/G/UTIL,4700,MIA@BKN 11/14/2018 07:30PM ET,MIA,24.94
SG/SF,Justin Holiday (11629814),Justin Holiday,11629814,SG/SF/F/G/UTIL,4700,CHI@BOS 11/14/2018 07:30PM ET,CHI,25.09
SF/PF,Jerami Grant (11629799),Jerami Grant,11629799,SF/PF/F/UTIL,4700,NY@OKC 11/14/2018 08:00PM ET,OKC,23.88
PG,Derrick White (11629787),Derrick White,11629787,PG/G/UTIL,4700,SA@PHO 11/14/2018 09:00PM ET,SA,20.58
SF/PF,Trevor Ariza (11629806),Trevor Ariza,11629806,SF/PF/F/UTIL,4700,SA@PHO 11/14/2018 09:00PM ET,PHO,24.69
SF/PF,Markieff Morris (11629823),Markieff Morris,11629823,SF/PF/F/UTIL,4600,CLE@WAS 11/14/2018 07:00PM ET,WAS,21.98
PF/C,Derrick Favors (11629819),Derrick Favors,11629819,PF/C/F/UTIL,4600,UTA@DAL 11/14/2018 08:30PM ET,UTA,25.58
PF,Dario Saric (11629838),Dario Saric,11629838,PF/F/UTIL,4500,NO@MIN 11/14/2018 08:00PM ET,MIN,23.38
SF/PF,James Johnson (11629827),James Johnson,11629827,SF/PF/F/UTIL,4500,MIA@BKN 11/14/2018 07:30PM ET,MIA,0
PF/C,Dirk Nowitzki (11629831),Dirk Nowitzki,11629831,PF/C/F/UTIL,4500,UTA@DAL 11/14/2018 08:30PM ET,DAL,0
PG,Allonzo Trier (11629835),Allonzo Trier,11629835,PG/G/UTIL,4500,NY@OKC 11/14/2018 08:00PM ET,NY,18.62
SG/SF,Evan Turner (11629841),Evan Turner,11629841,SG/SF/F/G/UTIL,4400,POR@LAL 11/14/2018 10:30PM ET,POR,23.77
SF/PF,Sam Dekker (11629846),Sam Dekker,11629846,SF/PF/F/UTIL,4400,CLE@WAS 11/14/2018 07:00PM ET,CLE,14.86
SG/SF,Jaylen Brown (11629850),Jaylen Brown,11629850,SG/SF/F/G/UTIL,4400,CHI@BOS 11/14/2018 07:30PM ET,BOS,20.48
PG/SG,Terry Rozier (11629859),Terry Rozier,11629859,PG/SG/G/UTIL,4300,CHI@BOS 11/14/2018 07:30PM ET,BOS,19.65
PG/SG,J.J. Barea (11629855),J.J. Barea,11629855,PG/SG/G/UTIL,4300,UTA@DAL 11/14/2018 08:30PM ET,DAL,21.81
SG,Josh Hart (11629867),Josh Hart,11629867,SG/G/UTIL,4200,POR@LAL 11/14/2018 10:30PM ET,LAL,23.33
SF/PF,Jeff Green (11629863),Jeff Green,11629863,SF/PF/F/UTIL,4200,CLE@WAS 11/14/2018 07:00PM ET,WAS,21.29
PF/C,Ed Davis (11629873),Ed Davis,11629873,PF/C/F/UTIL,4200,MIA@BKN 11/14/2018 07:30PM ET,BKN,18.71
PG,Ish Smith (11629870),Ish Smith,11629870,PG/G/UTIL,4200,DET@TOR 11/14/2018 07:30PM ET,DET,19.83
PF/C,Ersan Ilyasova (11629908),Ersan Ilyasova,11629908,PF/C/F/UTIL,4100,MEM@MIL 11/14/2018 08:00PM ET,MIL,20.98
SG/SF,Kelly Oubre Jr. (11629899),Kelly Oubre Jr.,11629899,SG/SF/F/G/UTIL,4100,CLE@WAS 11/14/2018 07:00PM ET,WAS,21.29
SF/PF,DeMarre Carroll (11629877),DeMarre Carroll,11629877,SF/PF/F/UTIL,4100,MIA@BKN 11/14/2018 07:30PM ET,BKN,15.08
PF/C,Kelly Olynyk (11629889),Kelly Olynyk,11629889,PF/C/F/UTIL,4100,MIA@BKN 11/14/2018 07:30PM ET,MIA,18.56
PG/SG,Tyler Johnson (11629895),Tyler Johnson,11629895,PG/SG/G/UTIL,4100,MIA@BKN 11/14/2018 07:30PM ET,MIA,20.12
PG,Ryan Arcidiacono (11629881),Ryan Arcidiacono,11629881,PG/G/UTIL,4100,CHI@BOS 11/14/2018 07:30PM ET,CHI,18.83
SG/SF,Reggie Bullock (11629884),Reggie Bullock,11629884,SG/SF/F/G/UTIL,4100,DET@TOR 11/14/2018 07:30PM ET,DET,18.69
C,Mitchell Robinson (11629893),Mitchell Robinson,11629893,C/UTIL,4100,NY@OKC 11/14/2018 08:00PM ET,NY,16.12
PG/SG,Patty Mills (11629904),Patty Mills,11629904,PG/SG/G/UTIL,4100,SA@PHO 11/14/2018 09:00PM ET,SA,19.08
SF/PF,JaMychal Green (11629915),JaMychal Green,11629915,SF/PF/F/UTIL,4000,MEM@MIL 11/14/2018 08:00PM ET,MEM,21.25
SG/SF,Garrett Temple (11629939),Garrett Temple,11629939,SG/SF/F/G/UTIL,4000,MEM@MIL 11/14/2018 08:00PM ET,MEM,20.25
SG/SF,J.R. Smith (11629919),J.R. Smith,11629919,SG/SF/F/G/UTIL,4000,CLE@WAS 11/14/2018 07:00PM ET,CLE,15.78
PG/SG,George Hill (11629924),George Hill,11629924,PG/SG/G/UTIL,4000,CLE@WAS 11/14/2018 07:00PM ET,CLE,21.48
PG/SG,Markelle Fultz (11629949),Markelle Fultz,11629949,PG/SG/G/UTIL,4000,PHI@ORL 11/14/2018 07:00PM ET,PHI,21.22
SG/SF,Dion Waiters (11629953),Dion Waiters,11629953,SG/SF/F/G/UTIL,4000,MIA@BKN 11/14/2018 07:30PM ET,MIA,0
SG/SF,Denzel Valentine (11629928),Denzel Valentine,11629928,SG/SF/F/G/UTIL,4000,CHI@BOS 11/14/2018 07:30PM ET,CHI,0
PG/SG,Fred VanVleet (11629933),Fred VanVleet,11629933,PG/SG/G/UTIL,4000,DET@TOR 11/14/2018 07:30PM ET,TOR,21
SG/SF,Danny Green (11629944),Danny Green,11629944,SG/SF/F/G/UTIL,4000,DET@TOR 11/14/2018 07:30PM ET,TOR,21.32
SG,Damyean Dotson (11629912),Damyean Dotson,11629912,SG/G/UTIL,4000,NY@OKC 11/14/2018 08:00PM ET,NY,21.83
C,Pau Gasol (11629937),Pau Gasol,11629937,C/UTIL,4000,SA@PHO 11/14/2018 09:00PM ET,SA,21.64
PF,Jonathan Isaac (11629966),Jonathan Isaac,11629966,PF/F/UTIL,3900,PHI@ORL 11/14/2018 07:00PM ET,ORL,18.22
SG/SF,Wayne Ellington (11629961),Wayne Ellington,11629961,SG/SF/F/G/UTIL,3900,MIA@BKN 11/14/2018 07:30PM ET,MIA,16.46
C,Bam Adebayo (11629969),Bam Adebayo,11629969,C/UTIL,3900,MIA@BKN 11/14/2018 07:30PM ET,MIA,16.90
PG/SG,Marcus Smart (11629971),Marcus Smart,11629971,PG/SG/G/UTIL,3900,CHI@BOS 11/14/2018 07:30PM ET,BOS,19.02
PG/SG,Langston Galloway (11629975),Langston Galloway,11629975,PG/SG/G/UTIL,3900,DET@TOR 11/14/2018 07:30PM ET,DET,16.41
SF,Kevin Knox (11629958),Kevin Knox,11629958,SF/F/UTIL,3900,NY@OKC 11/14/2018 08:00PM ET,NY,12.5
PG,Frank Ntilikina (11629979),Frank Ntilikina,11629979,PG/G/UTIL,3900,NY@OKC 11/14/2018 08:00PM ET,NY,17.66
PG/SG,Bryn Forbes (11629982),Bryn Forbes,11629982,PG/SG/G/UTIL,3900,SA@PHO 11/14/2018 09:00PM ET,SA,20.71
PG,Isaiah Canaan (11629986),Isaiah Canaan,11629986,PG/G/UTIL,3900,SA@PHO 11/14/2018 09:00PM ET,PHO,18.90
PF,Zach Collins (11630001),Zach Collins,11630001,PF/F/UTIL,3800,POR@LAL 11/14/2018 10:30PM ET,POR,20.14
PG,Shelvin Mack (11629998),Shelvin Mack,11629998,PG/G/UTIL,3800,MEM@MIL 11/14/2018 08:00PM ET,MEM,21.77
C,Mohamed Bamba (11630004),Mohamed Bamba,11630004,C/UTIL,3800,PHI@ORL 11/14/2018 07:00PM ET,ORL,18.93
SG/SF,Allen Crabbe (11629989),Allen Crabbe,11629989,SG/SF/F/G/UTIL,3800,MIA@BKN 11/14/2018 07:30PM ET,BKN,13.98
SF/PF,Mario Hezonja (11629994),Mario Hezonja,11629994,SF/PF/F/UTIL,3800,NY@OKC 11/14/2018 08:00PM ET,NY,17.21
SG,Josh Okogie (11630019),Josh Okogie,11630019,SG/G/UTIL,3700,NO@MIN 11/14/2018 08:00PM ET,MIN,17.77
PG,Tyus Jones (11630022),Tyus Jones,11630022,PG/G/UTIL,3700,NO@MIN 11/14/2018 08:00PM ET,MIN,14.10
SG,Alec Burks (11630009),Alec Burks,11630009,SG/G/UTIL,3700,UTA@DAL 11/14/2018 08:30PM ET,UTA,14.58
SF,Dorian Finney-Smith (11630012),Dorian Finney-Smith,11630012,SF/F/UTIL,3700,UTA@DAL 11/14/2018 08:30PM ET,DAL,17.71
SF/PF,Stanley Johnson (11630015),Stanley Johnson,11630015,SF/PF/F/UTIL,3700,DET@TOR 11/14/2018 07:30PM ET,DET,18.14
PG,Emmanuel Mudiay (11630025),Emmanuel Mudiay,11630025,PG/G/UTIL,3700,NY@OKC 11/14/2018 08:00PM ET,NY,16.61
SF,Mikal Bridges (11630006),Mikal Bridges,11630006,SF/F/UTIL,3700,SA@PHO 11/14/2018 09:00PM ET,PHO,14.42
PF,Cheick Diallo (11630035),Cheick Diallo,11630035,PF/F/UTIL,3600,NO@MIN 11/14/2018 08:00PM ET,NO,12.75
SF/PF,Wilson Chandler (11630028),Wilson Chandler,11630028,SF/PF/F/UTIL,3600,PHI@ORL 11/14/2018 07:00PM ET,PHI,11.69
SF,OG Anunoby (11630032),OG Anunoby,11630032,SF/F/UTIL,3600,DET@TOR 11/14/2018 07:30PM ET,TOR,16.34
SF/PF,Glenn Robinson III (11630038),Glenn Robinson III,11630038,SF/PF/F/UTIL,3600,DET@TOR 11/14/2018 07:30PM ET,DET,10.07
PG/SG,Raymond Felton (11630042),Raymond Felton,11630042,PG/SG/G/UTIL,3600,NY@OKC 11/14/2018 08:00PM ET,OKC,12.61
PF/C,Davis Bertans (11630046),Davis Bertans,11630046,PF/C/F/UTIL,3600,SA@PHO 11/14/2018 09:00PM ET,SA,13.27
SG/SF,Marco Belinelli (11630050),Marco Belinelli,11630050,SG/SF/F/G/UTIL,3600,SA@PHO 11/14/2018 09:00PM ET,SA,17.31
SG,Dillon Brooks (11630058),Dillon Brooks,11630058,SG/G/UTIL,3500,MEM@MIL 11/14/2018 08:00PM ET,MEM,12.89
PF/C,Mike Muscala (11630061),Mike Muscala,11630061,PF/C/F/UTIL,3500,PHI@ORL 11/14/2018 07:00PM ET,PHI,16.28
PG,Jerian Grant (11630067),Jerian Grant,11630067,PG/G/UTIL,3500,PHI@ORL 11/14/2018 07:00PM ET,ORL,16.38
PG/SG,T.J. McConnell (11630074),T.J. McConnell,11630074,PG/SG/G/UTIL,3500,PHI@ORL 11/14/2018 07:00PM ET,PHI,11.56
SG,Chandler Hutchison (11630055),Chandler Hutchison,11630055,SG/G/UTIL,3500,CHI@BOS 11/14/2018 07:30PM ET,CHI,12.58
PG/SG,Dante Exum (11630070),Dante Exum,11630070,PG/SG/G/UTIL,3500,UTA@DAL 11/14/2018 08:30PM ET,UTA,13.75
C,Nerlens Noel (11630065),Nerlens Noel,11630065,C/UTIL,3500,NY@OKC 11/14/2018 08:00PM ET,OKC,17.56
C,Tyson Chandler (11630078),Tyson Chandler,11630078,C/UTIL,3400,POR@LAL 11/14/2018 10:30PM ET,LAL,14
PG/SG,Austin Rivers (11630093),Austin Rivers,11630093,PG/SG/G/UTIL,3400,CLE@WAS 11/14/2018 07:00PM ET,WAS,14.12
SF/PF,Wesley Johnson (11630108),Wesley Johnson,11630108,SF/PF/F/UTIL,3400,NO@MIN 11/14/2018 08:00PM ET,NO,12.11
SG/SF,Jonathon Simmons (11630080),Jonathon Simmons,11630080,SG/SF/F/G/UTIL,3400,PHI@ORL 11/14/2018 07:00PM ET,ORL,15.67
SG,Furkan Korkmaz (11630102),Furkan Korkmaz,11630102,SG/G/UTIL,3400,PHI@ORL 11/14/2018 07:00PM ET,PHI,7.91
