Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Enes Kanter (11611861),Enes Kanter,11611861,C/UTIL,6600,ORL@NY 11/11/2018 07:30PM ET,NY,35.33
SG/SF,Evan Fournier (11611863),Evan Fournier,11611863,SG/SF/F/G/UTIL,6500,ORL@NY 11/11/2018 07:30PM ET,ORL,30.06
C,Jusuf Nurkic (11611868),Jusuf Nurkic,11611868,C/UTIL,6400,BOS@POR 11/11/2018 09:00PM ET,POR,33.35
C,Clint Capela (11611870),Clint Capela,11611870,C/UTIL,6400,IND@HOU 11/11/2018 07:00PM ET,HOU,36.96
PG/SG,CJ McCollum (11611872),CJ McCollum,11611872,PG/SG/G/UTIL,6200,BOS@POR 11/11/2018 09:00PM ET,POR,32.48
SF/PF,Jayson Tatum (11611876),Jayson Tatum,11611876,SF/PF/F/UTIL,6200,BOS@POR 11/11/2018 09:00PM ET,BOS,30.69
C,JaVale McGee (11611880),JaVale McGee,11611880,C/UTIL,6100,ATL@LAL 11/11/2018 09:30PM ET,LAL,31.85
SF/PF,Kyle Kuzma (11611882),Kyle Kuzma,11611882,SF/PF/F/UTIL,6000,ATL@LAL 11/11/2018 09:30PM ET,LAL,29.08
PG/SF,Brandon Ingram (11611886),Brandon Ingram,11611886,PG/SF/F/G/UTIL,6000,ATL@LAL 11/11/2018 09:30PM ET,LAL,26.81
PG/SG,Eric Bledsoe (11611891),Eric Bledsoe,11611891,PG/SG/G/UTIL,6000,MIL@DEN 11/11/2018 08:00PM ET,MIL,31.56
PF/C,Al Horford (11611895),Al Horford,11611895,PF/C/F/UTIL,6000,BOS@POR 11/11/2018 09:00PM ET,BOS,29.54
SG/SF,Kent Bazemore (11611899),Kent Bazemore,11611899,SG/SF/F/G/UTIL,5800,ATL@LAL 11/11/2018 09:30PM ET,ATL,27.12
SF,Taurean Prince (11611904),Taurean Prince,11611904,SF/F/UTIL,5800,ATL@LAL 11/11/2018 09:30PM ET,ATL,27.57
SF/PF,Marcus Morris (11611907),Marcus Morris,11611907,SF/PF/F/UTIL,5800,BOS@POR 11/11/2018 09:00PM ET,BOS,27.5
SG,Gary Harris (11611911),Gary Harris,11611911,SG/G/UTIL,5600,MIL@DEN 11/11/2018 08:00PM ET,DEN,29.62
PG,Rajon Rondo (11611914),Rajon Rondo,11611914,PG/G/UTIL,5500,ATL@LAL 11/11/2018 09:30PM ET,LAL,28.61
C,John Collins (11611917),John Collins,11611917,C/UTIL,5500,ATL@LAL 11/11/2018 09:30PM ET,ATL,0
SG/SF,Will Barton (11611919),Will Barton,11611919,SG/SF/F/G/UTIL,5500,MIL@DEN 11/11/2018 08:00PM ET,DEN,30.75
PG/SG,Eric Gordon (11611924),Eric Gordon,11611924,PG/SG/G/UTIL,5500,IND@HOU 11/11/2018 07:00PM ET,HOU,25.69
PF/C,Noah Vonleh (11611928),Noah Vonleh,11611928,PF/C/F/UTIL,5400,ORL@NY 11/11/2018 07:30PM ET,NY,23.60
PF/C,Paul Millsap (11611932),Paul Millsap,11611932,PF/C/F/UTIL,5100,MIL@DEN 11/11/2018 08:00PM ET,DEN,26.77
PG,Lonzo Ball (11611936),Lonzo Ball,11611936,PG/G/UTIL,5000,ATL@LAL 11/11/2018 09:30PM ET,LAL,23.58
SG/SF,Evan Turner (11611939),Evan Turner,11611939,SG/SF/F/G/UTIL,5000,BOS@POR 11/11/2018 09:00PM ET,POR,24.81
PG/SG,Malcolm Brogdon (11611944),Malcolm Brogdon,11611944,PG/SG/G/UTIL,4900,MIL@DEN 11/11/2018 08:00PM ET,MIL,24.90
PG,Isaiah Thomas (11611948),Isaiah Thomas,11611948,PG/G/UTIL,4900,MIL@DEN 11/11/2018 08:00PM ET,DEN,0
SF/PF,Al-Farouq Aminu (11611951),Al-Farouq Aminu,11611951,SF/PF/F/UTIL,4900,BOS@POR 11/11/2018 09:00PM ET,POR,23
SG/SF,Gordon Hayward (11611955),Gordon Hayward,11611955,SG/SF/F/G/UTIL,4900,BOS@POR 11/11/2018 09:00PM ET,BOS,22.84
SG/SF,Terrence Ross (11611960),Terrence Ross,11611960,SG/SF/F/G/UTIL,4900,ORL@NY 11/11/2018 07:30PM ET,ORL,22.69
SF/PF,Trey Lyles (11611965),Trey Lyles,11611965,SF/PF/F/UTIL,4800,MIL@DEN 11/11/2018 08:00PM ET,DEN,21.94
PG,D.J. Augustin (11611969),D.J. Augustin,11611969,PG/G/UTIL,4800,ORL@NY 11/11/2018 07:30PM ET,ORL,22.17
C,Myles Turner (11611972),Myles Turner,11611972,C/UTIL,4700,IND@HOU 11/11/2018 07:00PM ET,IND,23.77
SF/PF,Carmelo Anthony (11611974),Carmelo Anthony,11611974,SF/PF/F/UTIL,4700,IND@HOU 11/11/2018 07:00PM ET,HOU,23.75
SF/PF,Thaddeus Young (11611978),Thaddeus Young,11611978,SF/PF/F/UTIL,4600,IND@HOU 11/11/2018 07:00PM ET,IND,21.65
PF/C,Ersan Ilyasova (11611982),Ersan Ilyasova,11611982,PF/C/F/UTIL,4500,MIL@DEN 11/11/2018 08:00PM ET,MIL,21.60
PG/SG,Terry Rozier (11611986),Terry Rozier,11611986,PG/SG/G/UTIL,4500,BOS@POR 11/11/2018 09:00PM ET,BOS,20.54
SG/SF,Bojan Bogdanovic (11611990),Bojan Bogdanovic,11611990,SG/SF/F/G/UTIL,4500,IND@HOU 11/11/2018 07:00PM ET,IND,21.23
SG,Damyean Dotson (11611995),Damyean Dotson,11611995,SG/G/UTIL,4500,ORL@NY 11/11/2018 07:30PM ET,NY,23.30
PG,Allonzo Trier (11611998),Allonzo Trier,11611998,PG/G/UTIL,4500,ORL@NY 11/11/2018 07:30PM ET,NY,17.96
SG,Josh Hart (11612001),Josh Hart,11612001,SG/G/UTIL,4400,ATL@LAL 11/11/2018 09:30PM ET,LAL,24
PF,Omari Spellman (11612004),Omari Spellman,11612004,PF/F/UTIL,4400,ATL@LAL 11/11/2018 09:30PM ET,ATL,18.91
C,Brook Lopez (11612007),Brook Lopez,11612007,C/UTIL,4400,MIL@DEN 11/11/2018 08:00PM ET,MIL,22.71
SG/SF,Jaylen Brown (11612009),Jaylen Brown,11612009,SG/SF/F/G/UTIL,4400,BOS@POR 11/11/2018 09:00PM ET,BOS,21.46
PG,Darren Collison (11612014),Darren Collison,11612014,PG/G/UTIL,4400,IND@HOU 11/11/2018 07:00PM ET,IND,20.64
SF/PF,P.J. Tucker (11612017),P.J. Tucker,11612017,SF/PF/F/UTIL,4400,IND@HOU 11/11/2018 07:00PM ET,HOU,21.89
PF/C,Dewayne Dedmon (11612021),Dewayne Dedmon,11612021,PF/C/F/UTIL,4300,ATL@LAL 11/11/2018 09:30PM ET,ATL,20.44
SF,DeAndre' Bembry (11612025),DeAndre' Bembry,11612025,SF/F/UTIL,4200,ATL@LAL 11/11/2018 09:30PM ET,ATL,21.60
PG/SG,Marcus Smart (11612028),Marcus Smart,11612028,PG/SG/G/UTIL,4100,BOS@POR 11/11/2018 09:00PM ET,BOS,19.52
C,Mitchell Robinson (11612032),Mitchell Robinson,11612032,C/UTIL,4100,ORL@NY 11/11/2018 07:30PM ET,NY,15.14
PG,Frank Ntilikina (11612034),Frank Ntilikina,11612034,PG/G/UTIL,4100,ORL@NY 11/11/2018 07:30PM ET,NY,18.85
C,Alex Len (11612037),Alex Len,11612037,C/UTIL,4000,ATL@LAL 11/11/2018 09:30PM ET,ATL,20.73
PF,Zach Collins (11612039),Zach Collins,11612039,PF/F/UTIL,4000,BOS@POR 11/11/2018 09:00PM ET,POR,20.35
SG/SF,Tyreke Evans (11612042),Tyreke Evans,11612042,SG/SF/F/G/UTIL,4000,IND@HOU 11/11/2018 07:00PM ET,IND,19.75
C,Mohamed Bamba (11612047),Mohamed Bamba,11612047,C/UTIL,4000,ORL@NY 11/11/2018 07:30PM ET,ORL,19.33
PG,Emmanuel Mudiay (11612049),Emmanuel Mudiay,11612049,PG/G/UTIL,4000,ORL@NY 11/11/2018 07:30PM ET,NY,18.42
PG/SG,Jeremy Lin (11612052),Jeremy Lin,11612052,PG/SG/G/UTIL,3900,ATL@LAL 11/11/2018 09:30PM ET,ATL,17.23
SF/PF,Juancho Hernangomez (11612056),Juancho Hernangomez,11612056,SF/PF/F/UTIL,3900,MIL@DEN 11/11/2018 08:00PM ET,DEN,14.30
PF,Jonathan Isaac (11612060),Jonathan Isaac,11612060,PF/F/UTIL,3900,ORL@NY 11/11/2018 07:30PM ET,ORL,18.22
PF/C,Mason Plumlee (11612063),Mason Plumlee,11612063,PF/C/F/UTIL,3800,MIL@DEN 11/11/2018 08:00PM ET,DEN,18.15
SG/SF,James Ennis III (11612067),James Ennis III,11612067,SG/SF/F/G/UTIL,3800,IND@HOU 11/11/2018 07:00PM ET,HOU,13.31
SF/PF,Mario Hezonja (11612072),Mario Hezonja,11612072,SF/PF/F/UTIL,3800,ORL@NY 11/11/2018 07:30PM ET,NY,16.79
PG,Monte Morris (11612076),Monte Morris,11612076,PG/G/UTIL,3700,MIL@DEN 11/11/2018 08:00PM ET,DEN,18.71
PG,Cory Joseph (11612079),Cory Joseph,11612079,PG/G/UTIL,3700,IND@HOU 11/11/2018 07:00PM ET,IND,18.14
SF,Gary Clark (11612082),Gary Clark,11612082,SF/F/UTIL,3700,IND@HOU 11/11/2018 07:00PM ET,HOU,10.58
PG,Jerian Grant (11612085),Jerian Grant,11612085,PG/G/UTIL,3600,ORL@NY 11/11/2018 07:30PM ET,ORL,15.96
SF,Kevin Knox (11612088),Kevin Knox,11612088,SF/F/UTIL,3600,ORL@NY 11/11/2018 07:30PM ET,NY,11
SG/SF,Gerald Green (11612091),Gerald Green,11612091,SG/SF/F/G/UTIL,3500,IND@HOU 11/11/2018 07:00PM ET,HOU,12.43
PG/SG,Lance Stephenson (11612096),Lance Stephenson,11612096,PG/SG/G/UTIL,3400,ATL@LAL 11/11/2018 09:30PM ET,LAL,17.81
SG,Kevin Huerter (11612100),Kevin Huerter,11612100,SG/G/UTIL,3400,ATL@LAL 11/11/2018 09:30PM ET,ATL,14.70
SG,Donte DiVincenzo (11612103),Donte DiVincenzo,11612103,SG/G/UTIL,3400,MIL@DEN 11/11/2018 08:00PM ET,MIL,14.88
SG/SF,Nik Stauskas (11612106),Nik Stauskas,11612106,SG/SF/F/G/UTIL,3400,BOS@POR 11/11/2018 09:00PM ET,POR,15.79
SG/SF,Jonathon Simmons (11612111),Jonathon Simmons,11612111,SG/SF/F/G/UTIL,3400,ORL@NY 11/11/2018 07:30PM ET,ORL,14.78
C,John Henson (11612116),John Henson,11612116,C/UTIL,3300,MIL@DEN 11/11/2018 08:00PM ET,MIL,17.73
SG/SF,Torrey Craig (11612118),Torrey Craig,11612118,SG/SF/F/G/UTIL,3300,MIL@DEN 11/11/2018 08:00PM ET,DEN,10.48
PF,Jake Layman (11612123),Jake Layman,11612123,PF/F/UTIL,3300,BOS@POR 11/11/2018 09:00PM ET,POR,10.77
PF/C,Daniel Theis (11612126),Daniel Theis,11612126,PF/C/F/UTIL,3300,BOS@POR 11/11/2018 09:00PM ET,BOS,11.65
PG,Michael Carter-Williams (11612130),Michael Carter-Williams,11612130,PG/G/UTIL,3300,IND@HOU 11/11/2018 07:00PM ET,HOU,12.5
PG/SG,Trey Burke (11612133),Trey Burke,11612133,PG/SG/G/UTIL,3300,ORL@NY 11/11/2018 07:30PM ET,NY,17.98
SG,Vince Carter (11612137),Vince Carter,11612137,SG/G/UTIL,3200,ATL@LAL 11/11/2018 09:30PM ET,ATL,13.77
C,Miles Plumlee (11612140),Miles Plumlee,11612140,C/UTIL,3200,ATL@LAL 11/11/2018 09:30PM ET,ATL,12.64
SG/SF,Pat Connaughton (11612142),Pat Connaughton,11612142,SG/SF/F/G/UTIL,3200,MIL@DEN 11/11/2018 08:00PM ET,MIL,16.33
SG,Malik Beasley (11612147),Malik Beasley,11612147,SG/G/UTIL,3200,MIL@DEN 11/11/2018 08:00PM ET,DEN,10.60
SF/PF,Moe Harkless (11612150),Moe Harkless,11612150,SF/PF/F/UTIL,3200,BOS@POR 11/11/2018 09:00PM ET,POR,14.6
C,Meyers Leonard (11612154),Meyers Leonard,11612154,C/UTIL,3200,BOS@POR 11/11/2018 09:00PM ET,POR,11.56
C,Nene Hilario (11612156),Nene Hilario,11612156,C/UTIL,3200,IND@HOU 11/11/2018 07:00PM ET,HOU,0
C,Tyson Chandler (11612158),Tyson Chandler,11612158,C/UTIL,3100,ATL@LAL 11/11/2018 09:30PM ET,LAL,13.25
SG/SF,Tony Snell (11612160),Tony Snell,11612160,SG/SF/F/G/UTIL,3100,MIL@DEN 11/11/2018 08:00PM ET,MIL,12.02
PG/SG,Seth Curry (11612165),Seth Curry,11612165,PG/SG/G/UTIL,3100,BOS@POR 11/11/2018 09:00PM ET,POR,8.75
C,Aron Baynes (11612169),Aron Baynes,11612169,C/UTIL,3100,BOS@POR 11/11/2018 09:00PM ET,BOS,12.39
PF,Semi Ojeleye (11612171),Semi Ojeleye,11612171,PF/F/UTIL,3100,BOS@POR 11/11/2018 09:00PM ET,BOS,4.19
SF/PF,Doug McDermott (11612174),Doug McDermott,11612174,SF/PF/F/UTIL,3100,IND@HOU 11/11/2018 07:00PM ET,IND,9.27
PF/C,Marquese Chriss (11612178),Marquese Chriss,11612178,PF/C/F/UTIL,3100,IND@HOU 11/11/2018 07:00PM ET,HOU,4.67
SF/PF,Lance Thomas (11612182),Lance Thomas,11612182,SF/PF/F/UTIL,3100,ORL@NY 11/11/2018 07:30PM ET,NY,9.23
SG/SF,Kentavious Caldwell-Pope (11612186),Kentavious Caldwell-Pope,11612186,SG/SF/F/G/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,LAL,9.73
PF,Johnathan Williams (11612191),Johnathan Williams,11612191,PF/F/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,LAL,10.38
SG,Alex Caruso (11612194),Alex Caruso,11612194,SG/G/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,LAL,0
SG,Sviatoslav Mykhailiuk (11612197),Sviatoslav Mykhailiuk,11612197,SG/G/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,LAL,5.25
SF/PF,Michael Beasley (11612200),Michael Beasley,11612200,SF/PF/F/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,LAL,1.92
C,Ivica Zubac (11612204),Ivica Zubac,11612204,C/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,LAL,8.65
C,Moritz Wagner (11612206),Moritz Wagner,11612206,C/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,LAL,0
C,Isaac Bonga (11612208),Isaac Bonga,11612208,C/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,LAL,0
SF/PF,Justin Anderson (11612210),Justin Anderson,11612210,SF/PF/F/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,ATL,0
SF,Alex Poythress (11612214),Alex Poythress,11612214,SF/F/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,ATL,12.44
PG,Jaylen Adams (11612217),Jaylen Adams,11612217,PG/G/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,ATL,2.38
SG,Daniel Hamilton (11612220),Daniel Hamilton,11612220,SG/G/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,ATL,0
PG,Tyler Dorsey (11612223),Tyler Dorsey,11612223,PG/G/UTIL,3000,ATL@LAL 11/11/2018 09:30PM ET,ATL,6.46
PG/SG,Matthew Dellavedova (11612226),Matthew Dellavedova,11612226,PG/SG/G/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,MIL,6.25
SG,Jodie Meeks (11612230),Jodie Meeks,11612230,SG/G/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,MIL,0
SG,Sterling Brown (11612233),Sterling Brown,11612233,SG/G/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,MIL,5.08
PF,D.J. Wilson (11612236),D.J. Wilson,11612236,PF/F/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,MIL,0
C,Christian Wood (11612239),Christian Wood,11612239,C/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,MIL,3.25
SG,Jaylen Morris (11612241),Jaylen Morris,11612241,SG/G/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,MIL,0
PF/C,Thon Maker (11612244),Thon Maker,11612244,PF/C/F/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,MIL,12.65
PG,Trevon Duval (11612248),Trevon Duval,11612248,PG/G/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,MIL,0
PF,Tyler Lydon (11612251),Tyler Lydon,11612251,PF/F/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,DEN,1.06
SF/PF,Michael Porter Jr. (11612254),Michael Porter Jr.,11612254,SF/PF/F/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,DEN,0
SF/PF,Jarred Vanderbilt (11612258),Jarred Vanderbilt,11612258,SF/PF/F/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,DEN,0
PG,DeVaughn Akoon-Purcell (11612262),DeVaughn Akoon-Purcell,11612262,PG/G/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,DEN,1.42
C,Thomas Welsh (11612265),Thomas Welsh,11612265,C/UTIL,3000,MIL@DEN 11/11/2018 08:00PM ET,DEN,2.75
PG,Wade Baldwin IV (11612267),Wade Baldwin IV,11612267,PG/G/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,POR,1.75
PF,Caleb Swanigan (11612270),Caleb Swanigan,11612270,PF/F/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,POR,10.39
SG,Gary Trent Jr. (11612273),Gary Trent Jr.,11612273,SG/G/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,POR,4
SG,Anfernee Simons (11612276),Anfernee Simons,11612276,SG/G/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,POR,1
SG,Jabari Bird (11612279),Jabari Bird,11612279,SG/G/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,BOS,0
PG/SG,Brad Wanamaker (11612282),Brad Wanamaker,11612282,PG/SG/G/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,BOS,3.38
PG,Walt Lemon Jr. (11612286),Walt Lemon Jr.,11612286,PG/G/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,BOS,0
PG,PJ Dozier (11612289),PJ Dozier,11612289,PG/G/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,BOS,0
PF,Guerschon Yabusele (11612292),Guerschon Yabusele,11612292,PF/F/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,BOS,2.62
C,Robert Williams (11612295),Robert Williams,11612295,C/UTIL,3000,BOS@POR 11/11/2018 09:00PM ET,BOS,4.38
PF,TJ Leaf (11612297),TJ Leaf,11612297,PF/F/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,IND,3.84
PF,Alize Johnson (11612300),Alize Johnson,11612300,PF/F/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,IND,2.33
PF/C,Ike Anigbogu (11612303),Ike Anigbogu,11612303,PF/C/F/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,IND,2.75
PG,Aaron Holiday (11612307),Aaron Holiday,11612307,PG/G/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,IND,1.65
PF/C,Kyle O'Quinn (11612310),Kyle O'Quinn,11612310,PF/C/F/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,IND,10.07
PG,Edmond Sumner (11612314),Edmond Sumner,11612314,PG/G/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,IND,1.25
C,Zhou Qi (11612317),Zhou Qi,11612317,C/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,HOU,2
PF,Isaiah Hartenstein (11612319),Isaiah Hartenstein,11612319,PF/F/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,HOU,6.38
PG/SG,Brandon Knight (11612322),Brandon Knight,11612322,PG/SG/G/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,HOU,0
SF,Vincent Edwards (11612326),Vincent Edwards,11612326,SF/F/UTIL,3000,IND@HOU 11/11/2018 07:00PM ET,HOU,0
C,Timofey Mozgov (11612329),Timofey Mozgov,11612329,C/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,ORL,0
PF/C,Jarell Martin (11612331),Jarell Martin,11612331,PF/C/F/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,ORL,6.75
PF,Amile Jefferson (11612335),Amile Jefferson,11612335,PF/F/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,ORL,0
PF,Khem Birch (11612338),Khem Birch,11612338,PF/F/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,ORL,5.83
SG,Troy Caupain (11612341),Troy Caupain,11612341,SG/G/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,ORL,0
SG,Wes Iwundu (11612344),Wes Iwundu,11612344,SG/G/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,ORL,8.38
SF,Melvin Frazier (11612347),Melvin Frazier,11612347,SF/F/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,ORL,0
PG,Isaiah Briscoe (11612350),Isaiah Briscoe,11612350,PG/G/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,ORL,5
SG/SF,Courtney Lee (11612353),Courtney Lee,11612353,SG/SF/F/G/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,NY,0
PG/SG,Ron Baker (11612358),Ron Baker,11612358,PG/SG/G/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,NY,3.64
PF,Luke Kornet (11612362),Luke Kornet,11612362,PF/F/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,NY,0.62
PF,Isaiah Hicks (11612365),Isaiah Hicks,11612365,PF/F/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,NY,0
PF/C,Kristaps Porzingis (11612368),Kristaps Porzingis,11612368,PF/C/F/UTIL,3000,ORL@NY 11/11/2018 07:30PM ET,NY,0
