PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,
33,Steven Adams,OKC,25,1,1,0,33,18,9,13,69.2,0,0,0,0,0,0,5,2,7,1,3,4,2,1,42.9,0,0,23
33,Shai Gilgeous-Alexander,LAC,20,1,1,0,38,18,8,11,72.7,0,3,0,2,2,100,0,5,5,3,4,2,1,1,33.5,0,0,-3
37,Tobias Harris,LAC,26,1,1,0,42,17,7,18,38.9,2,5,40,1,2,50,0,8,8,5,3,2,0,4,37.1,0,0,5
37,Taj Gibson,MIN,33,1,1,0,33,17,5,8,62.5,0,0,0,7,8,87.5,3,6,9,1,2,1,1,4,33.3,0,0,12
37,Josh Richardson,MIA,25,1,0,1,37,17,4,8,50,4,5,80,5,5,100,0,1,1,0,3,1,1,3,21.2,0,0,0
37,OG Anunoby,TOR,21,1,0,1,24,17,6,13,46.2,2,8,25,3,5,60,0,2,2,0,1,3,0,2,27.4,0,0,-9
37,Julius Randle,NOP,23,1,1,0,35,17,7,12,58.3,0,1,0,3,5,60,2,10,12,4,2,0,0,2,35.4,1,0,15
37,Nikola Vucevic,ORL,28,1,0,1,32,17,8,17,47.1,1,3,33.3,0,0,0,4,7,11,3,2,1,0,2,35.7,1,0,0
37,Dwight Howard,WAS,32,1,1,0,29,17,6,9,66.7,0,0,0,5,7,71.4,2,6,8,0,1,2,1,3,34.6,0,0,-8
44,Marc Gasol,MEM,33,1,0,1,35,16,7,13,53.8,0,4,0,2,4,50,0,5,5,3,2,1,2,4,33.5,0,0,-4
44,Jabari Parker,CHI,23,1,0,1,29,16,6,17,35.3,0,4,0,4,4,100,2,4,6,2,1,0,0,6,25.2,0,0,-1
44,Furkan Korkmaz,PHI,21,1,1,0,22,16,5,9,55.6,3,6,50,3,3,100,1,3,4,0,0,1,0,5,23.8,0,0,7
44,Markieff Morris,WAS,29,1,1,0,39,16,5,9,55.6,1,3,33.3,5,6,83.3,2,6,8,1,1,0,1,3,29.1,0,0,3
48,D.J. Augustin,ORL,31,1,0,1,31,15,6,10,60,3,5,60,0,1,0,0,1,1,4,1,0,0,3,21.2,0,0,-2
48,Rudy Gobert,UTA,26,1,1,0,32,15,5,7,71.4,0,0,0,5,7,71.4,3,13,16,2,3,0,3,4,43.2,1,0,15
50,Danilo Gallinari,LAC,30,1,1,0,37,14,3,12,25,2,6,33.3,6,7,85.7,1,6,7,1,1,0,0,2,22.9,0,0,-3
50,Rondae Hollis-Jefferson,BKN,23,1,0,1,27,14,5,10,50,0,0,0,4,6,66.7,4,2,6,5,1,3,1,4,39.7,0,0,-8
50,Buddy Hield,SAC,24,1,1,0,26,14,5,13,38.5,2,5,40,2,4,50,1,1,2,4,1,2,0,1,27.4,0,0,7
50,J.J. Barea,DAL,34,1,1,0,24,14,6,12,50,1,2,50,1,2,50,1,4,5,5,3,0,0,1,24.5,0,0,21
50,Wayne Ellington,MIA,30,1,0,1,26,14,4,11,36.4,4,10,40,2,2,100,1,2,3,1,1,0,0,1,18.1,0,0,6
50,Spencer Dinwiddie,BKN,25,1,0,1,28,14,5,10,50,2,7,28.6,2,2,100,0,0,0,3,3,1,0,6,18.5,0,0,0
50,Justin Holiday,CHI,29,1,0,1,36,14,5,9,55.6,3,7,42.9,1,1,100,0,3,3,0,1,2,0,3,22.6,0,0,13
50,Andre Iguodala,GSW,34,1,0,1,33,14,5,7,71.4,2,3,66.7,2,5,40,1,4,5,4,1,0,1,3,28,0,0,3
50,Rudy Gay,SAS,32,1,0,1,21,14,6,12,50,2,5,40,0,0,0,2,7,9,0,1,0,1,1,26.8,0,0,10
50,LaMarcus Aldridge,SAS,33,1,0,1,34,14,6,12,50,0,0,0,2,2,100,3,15,18,0,4,0,3,1,40.6,1,0,-18
50,Deandre Ayton,PHX,20,1,0,1,35,14,6,10,60,0,0,0,2,2,100,2,5,7,2,5,0,1,4,23.4,0,0,-15
61,Kelly Olynyk,MIA,27,1,0,1,22,13,3,5,60,1,3,33.3,6,6,100,1,6,7,2,4,1,0,5,23.4,0,0,8
61,Andrew Wiggins,MIN,23,1,1,0,37,13,5,12,41.7,2,3,66.7,1,2,50,1,5,6,3,2,1,1,2,28.7,0,0,7
61,Hassan Whiteside,MIA,29,1,0,1,22,13,5,8,62.5,1,2,50,2,4,50,1,10,11,0,1,0,1,5,28.2,1,0,-15
61,Jamal Crawford,PHX,38,1,0,1,17,13,4,8,50,2,5,40,3,3,100,1,2,3,3,4,0,0,1,17.1,0,0,8
61,Mike Muscala,PHI,27,1,1,0,27,13,3,11,27.3,3,10,30,4,5,80,0,8,8,1,0,0,0,4,24.1,0,0,4
61,Ben Simmons,PHI,22,1,1,0,35,13,5,7,71.4,0,0,0,3,4,75,2,5,7,7,4,1,0,0,30.9,0,0,20
61,Willie Cauley-Stein,SAC,25,1,1,0,32,13,6,14,42.9,0,0,0,1,2,50,0,13,13,3,0,1,0,3,36.1,1,0,7
61,Mikal Bridges,PHX,22,1,0,1,26,13,3,8,37.5,1,4,25,6,6,100,1,3,4,3,3,1,2,4,28.3,0,0,13
69,Marcin Gortat,LAC,34,1,1,0,21,12,4,5,80,0,0,0,4,4,100,2,4,6,1,0,1,0,2,23.7,0,0,9
69,Donovan Mitchell,UTA,22,1,1,0,36,12,3,14,21.4,0,2,0,6,6,100,0,1,1,4,1,1,0,3,21.2,0,0,15
69,Tyler Johnson,MIA,26,1,0,1,27,12,4,11,36.4,1,4,25,3,3,100,2,2,4,2,1,0,1,4,21.8,0,0,1
69,Harry Giles III,SAC,20,1,1,0,16,12,6,10,60,0,0,0,0,0,0,2,4,6,1,3,1,0,5,20.7,0,0,-2
69,Derrick Favors,UTA,27,1,1,0,28,12,4,5,80,2,2,100,2,2,100,3,5,8,3,2,2,1,3,33.1,0,0,0
74,Nemanja Bjelica,SAC,30,1,1,0,27,11,4,5,80,3,3,100,0,0,0,1,5,6,0,0,1,0,1,21.2,0,0,3
74,Derrick White,SAS,24,1,0,1,26,11,4,10,40,1,3,33.3,2,2,100,0,0,0,5,1,1,0,0,20.5,0,0,-15
74,DeMarre Carroll,BKN,32,1,0,1,24,11,3,8,37.5,2,6,33.3,3,4,75,1,4,5,2,3,0,0,1,17,0,0,-13
74,Dwight Powell,DAL,27,1,1,0,17,11,3,5,60,1,3,33.3,4,6,66.7,2,2,4,0,0,1,2,1,24.8,0,0,16
74,Dennis Smith Jr.,DAL,20,1,1,0,24,11,5,11,45.5,1,5,20,0,0,0,1,4,5,3,4,0,1,4,20.5,0,0,-16
74,Luka Doncic,DAL,19,1,1,0,32,11,3,12,25,2,7,28.6,3,4,75,2,4,6,3,3,1,0,1,22.7,0,0,-13
80,Bryn Forbes,SAS,25,1,0,1,29,10,4,11,36.4,2,7,28.6,0,0,0,0,0,0,4,1,1,0,3,18,0,0,-11
80,MarShon Brooks,MEM,29,1,0,1,23,10,4,9,44.4,1,2,50,1,2,50,0,2,2,1,2,0,1,2,14.9,0,0,-6
80,Maxi Kleber,DAL,26,1,1,0,16,10,4,4,100,2,2,100,0,0,0,0,2,2,1,1,1,2,1,21.9,0,0,15
80,Jaren Jackson Jr.,MEM,19,1,0,1,27,10,4,9,44.4,0,1,0,2,2,100,5,6,11,3,4,1,5,3,41.7,1,0,-6
80,Alec Burks,UTA,27,1,1,0,23,10,3,12,25,1,4,25,3,3,100,1,3,4,2,0,1,0,1,20.8,0,0,-1
80,Fred VanVleet,TOR,24,1,0,1,22,10,4,8,50,2,4,50,0,0,0,0,0,0,3,0,2,0,0,20.5,0,0,-12
80,Jerami Grant,OKC,24,1,1,0,31,10,4,8,50,1,2,50,1,2,50,1,7,8,0,1,0,1,0,21.6,0,0,22
80,Landry Shamet,PHI,21,1,1,0,24,10,3,5,60,2,4,50,2,2,100,0,0,0,1,0,0,0,4,11.5,0,0,10
80,Delon Wright,TOR,26,1,0,1,16,10,3,5,60,2,3,66.7,2,2,100,2,0,2,0,2,1,0,0,13.4,0,0,-3
80,Caris LeVert,BKN,24,1,0,1,17,10,5,12,41.7,0,3,0,0,0,0,3,2,5,4,1,0,0,3,21,0,0,-2
90,Hamidou Diallo,OKC,20,1,1,0,14,9,3,7,42.9,0,1,0,3,3,100,0,1,1,0,2,1,0,2,11.2,0,0,-6
90,Chandler Hutchison,CHI,22,1,0,1,18,9,4,7,57.1,1,1,100,0,0,0,1,8,9,0,1,1,0,1,21.8,0,0,-5
90,Antonio Blakeney,CHI,22,1,0,1,19,9,3,7,42.9,1,1,100,2,2,100,1,0,1,0,2,1,0,2,11.2,0,0,-18
90,Ryan Arcidiacono,CHI,24,1,0,1,35,9,3,9,33.3,2,7,28.6,1,2,50,0,5,5,6,0,0,0,5,24,0,0,6
90,Dante Cunningham,SAS,31,1,0,1,29,9,4,7,57.1,1,1,100,0,0,0,4,3,7,0,1,1,0,3,19.4,0,0,-12
90,Dante Exum,UTA,23,1,1,0,21,9,3,7,42.9,1,4,25,2,4,50,0,0,0,1,1,0,0,2,9.5,0,0,2
90,Shelvin Mack,MEM,28,1,0,1,29,9,4,9,44.4,0,3,0,1,2,50,0,3,3,2,1,2,1,3,23.6,0,0,4
90,Davis Bertans,SAS,26,1,0,1,8,9,3,4,75,3,4,75,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2
90,Kevon Looney,GSW,22,1,0,1,26,9,4,7,57.1,0,0,0,1,2,50,2,2,4,2,0,0,2,4,22.8,0,0,5
90,Nerlens Noel,OKC,24,1,1,0,15,9,3,6,50,0,0,0,3,3,100,3,3,6,1,0,0,1,1,20.7,0,0,-6
100,Cheick Diallo,NOP,22,1,1,0,19,8,4,8,50,0,0,0,0,0,0,2,4,6,0,1,0,1,3,17.2,0,0,2
100,Shaun Livingston,GSW,33,1,0,1,18,8,3,4,75,0,0,0,2,3,66.7,2,0,2,0,2,0,0,2,8.4,0,0,-9
100,Josh Okogie,MIN,20,1,1,0,20,8,3,7,42.9,1,4,25,1,2,50,0,4,4,1,1,0,1,1,16.3,0,0,4
100,Richaun Holmes,PHX,25,1,0,1,13,8,4,5,80,0,0,0,0,0,0,3,4,7,0,0,0,0,4,16.4,0,0,-2
100,Joe Harris,BKN,27,1,0,1,34,8,3,15,20,2,9,22.2,0,0,0,2,4,6,1,0,0,0,3,16.7,0,0,-3
100,Dorian Finney-Smith,DAL,25,1,1,0,33,8,2,6,33.3,1,5,20,3,4,75,0,2,2,1,2,1,1,4,15.9,0,0,-8
100,Alex Abrines,OKC,25,1,1,0,20,8,2,6,33.3,2,6,33.3,2,2,100,0,2,2,2,1,2,1,4,21.4,0,0,-11
100,Bam Adebayo,MIA,21,1,0,1,19,8,3,6,50,0,0,0,2,4,50,1,3,4,2,2,0,1,3,16.8,0,0,1
100,Wes Iwundu,ORL,23,1,0,1,15,8,3,4,75,2,2,100,0,1,0,0,1,1,4,0,0,0,2,15.2,0,0,4
100,Trevor Ariza,PHX,33,1,0,1,29,8,3,9,33.3,2,6,33.3,0,0,0,1,2,3,3,1,1,1,2,21.1,0,0,-22
100,Jared Dudley,BKN,33,1,0,1,28,8,3,9,33.3,2,5,40,0,0,0,1,3,4,4,0,1,1,5,24.8,0,0,8
111,Ed Davis,BKN,29,1,0,1,21,7,2,4,50,0,0,0,3,4,75,8,6,14,2,0,1,0,4,29.8,0,0,1
111,Marvin Bagley III,SAC,19,1,1,0,21,7,3,9,33.3,0,2,0,1,1,100,2,4,6,0,3,0,1,2,14.2,0,0,2
111,Quinn Cook,GSW,25,1,0,1,22,7,3,7,42.9,1,3,33.3,0,0,0,1,0,1,2,2,1,0,1,12.2,0,0,-7
111,Wendell Carter Jr.,CHI,19,1,0,1,27,7,3,9,33.3,0,3,0,1,1,100,3,7,10,1,3,1,2,3,26.5,0,0,10
111,Ricky Rubio,UTA,28,1,1,0,24,7,3,11,27.3,1,5,20,0,0,0,2,2,4,2,2,1,0,6,15.8,0,0,5
111,Kyle Anderson,MEM,25,1,0,1,38,7,3,11,27.3,0,1,0,1,2,50,2,11,13,5,1,1,0,4,32.1,0,0,-6
111,Devin Harris,DAL,35,1,1,0,18,7,3,5,60,1,3,33.3,0,0,0,0,1,1,2,2,2,1,4,18.2,0,0,19
111,Tomas Satoransky,WAS,27,1,1,0,12,7,2,4,50,1,3,33.3,2,2,100,0,1,1,1,0,0,0,0,9.7,0,0,9
119,DeAndre Jordan,DAL,30,1,1,0,31,6,3,5,60,0,0,0,0,2,0,0,16,16,2,1,0,0,5,27.2,0,0,-12
119,Rodney McGruder,MIA,27,1,0,1,26,6,2,4,50,0,0,0,2,2,100,1,1,2,2,1,1,0,2,13.4,0,0,-11
119,Ian Clark,NOP,27,1,1,0,21,6,3,6,50,0,1,0,0,0,0,1,3,4,0,1,0,0,2,9.8,0,0,-1
119,Wayne Selden,MEM,24,1,0,1,18,6,2,4,50,0,1,0,2,2,100,1,1,2,2,3,2,0,3,14.4,0,0,0
119,Draymond Green,GSW,28,1,0,1,43,6,3,9,33.3,0,2,0,0,0,0,1,13,14,2,4,3,0,3,30.8,0,0,-2
119,Austin Rivers,WAS,26,1,1,0,18,6,2,5,40,1,2,50,1,2,50,0,1,1,2,1,0,0,2,9.2,0,0,12
119,Otto Porter Jr.,WAS,25,1,1,0,22,6,2,4,50,2,4,50,0,0,0,0,1,1,4,0,0,1,3,16.2,0,0,-10
119,Mike Scott,LAC,30,1,1,0,17,6,3,5,60,0,1,0,0,0,0,0,7,7,0,0,1,0,1,17.4,0,0,6
119,Allen Crabbe,BKN,26,1,0,1,24,6,2,9,22.2,1,5,20,1,1,100,0,0,0,0,2,2,0,1,10,0,0,-4
119,Garrett Temple,MEM,32,1,0,1,34,6,2,8,25,0,4,0,2,2,100,0,2,2,0,1,0,0,5,7.4,0,0,-22
119,Darius Miller,NOP,28,1,1,0,22,6,2,8,25,2,7,28.6,0,0,0,0,3,3,1,2,0,1,1,12.1,0,0,6
119,Jae Crowder,UTA,28,1,1,0,27,6,2,9,22.2,1,7,14.3,1,2,50,1,5,6,0,1,0,1,1,15.2,0,0,10
131,Wilson Chandler,PHI,31,1,1,0,23,5,2,3,66.7,1,1,100,0,0,0,1,0,1,3,2,1,0,2,11.7,0,0,6
131,Markelle Fultz,PHI,20,1,1,0,25,5,2,8,25,0,0,0,1,3,33.3,0,2,2,5,0,0,0,2,14.9,0,0,-7
131,Gorgui Dieng,MIN,28,1,1,0,11,5,2,4,50,1,1,100,0,0,0,0,1,1,0,0,0,0,1,6.2,0,0,0
131,Jonathon Simmons,ORL,29,1,0,1,27,5,2,10,20,1,2,50,0,0,0,0,3,3,2,3,0,2,1,14.6,0,0,-14
131,Patrick Patterson,OKC,29,1,1,0,15,5,2,3,66.7,1,2,50,0,0,0,1,0,1,1,0,0,0,0,7.7,0,0,-2
131,Patty Mills,SAS,30,1,0,1,22,5,2,8,25,1,6,16.7,0,0,0,0,3,3,4,1,2,0,0,19.6,0,0,10
131,Robin Lopez,CHI,30,1,0,1,18,5,2,4,50,0,1,0,1,1,100,1,1,2,2,1,0,1,1,12.4,0,0,-6
131,Terrance Ferguson,OKC,20,1,1,0,26,5,2,7,28.6,1,3,33.3,0,0,0,1,2,3,0,0,0,1,2,11.6,0,0,30
131,Justise Winslow,MIA,22,1,0,1,21,5,2,5,40,1,1,100,0,0,0,0,3,3,3,0,0,0,2,13.1,0,0,-18
131,Wesley Johnson,NOP,31,1,1,0,21,5,2,6,33.3,1,4,25,0,0,0,1,1,2,0,0,0,0,4,7.4,0,0,4
141,Kyle Lowry,TOR,32,1,0,1,33,4,1,9,11.1,0,6,0,2,2,100,0,2,2,11,2,0,0,1,20.9,0,0,-17
141,Shabazz Napier,BKN,27,1,0,1,4,4,2,2,100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.5,0,0,-5
141,Frank Mason,SAC,24,1,1,0,17,4,2,3,66.7,0,1,0,0,0,0,1,1,2,5,0,1,1,0,19.9,0,0,1
141,Derrick Jones Jr.,MIA,21,1,0,1,10,4,2,4,50,0,2,0,0,0,0,1,1,2,2,0,0,1,1,12.4,0,0,-8
141,Patrick Beverley,LAC,30,1,1,0,24,4,2,5,40,0,0,0,0,0,0,1,1,2,5,0,1,0,2,16.9,0,0,13
146,CJ Miles,TOR,31,1,0,1,8,3,1,3,33.3,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-2
146,Marco Belinelli,SAS,32,1,0,1,18,3,1,4,25,0,2,0,1,2,50,0,0,0,1,1,0,0,1,3.5,0,0,-1
146,Danny Green,TOR,31,1,0,1,23,3,1,4,25,1,4,25,0,0,0,1,2,3,0,1,1,0,5,8.6,0,0,-2
146,Anthony Tolliver,MIN,33,1,1,0,15,3,1,4,25,1,4,25,0,0,0,2,4,6,1,1,0,0,1,10.7,0,0,-5
146,Jonas Jerebko,GSW,31,1,0,1,12,3,1,1,100,1,1,100,0,0,0,1,0,1,1,0,0,1,0,8.7,0,0,-3
146,Shaquille Harrison,CHI,25,1,0,1,13,3,1,4,25,1,3,33.3,0,0,0,0,4,4,0,1,2,0,2,12.8,0,0,-11
146,Alfonzo McKinnie,GSW,26,1,0,1,11,3,1,2,50,1,2,50,0,0,0,0,3,3,1,1,0,0,2,7.1,0,0,-5
146,Jerian Grant,ORL,26,1,0,1,17,3,1,3,33.3,1,1,100,0,0,0,1,0,1,3,0,1,0,2,11.7,0,0,-6
154,Jarell Martin,ORL,24,1,0,1,15,2,1,3,33.3,0,1,0,0,0,0,1,1,2,1,2,0,0,2,3.9,0,0,-11
154,Royce O'Neale,UTA,25,1,1,0,4,2,1,2,50,0,1,0,0,0,0,0,1,1,0,1,1,0,2,5.2,0,0,-3
154,Ekpe Udoh,UTA,31,1,1,0,1,2,1,1,100,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6.2,0,0,1
154,Elie Okobo,PHX,21,1,0,1,13,2,1,2,50,0,1,0,0,0,0,0,0,0,5,0,0,0,1,9.5,0,0,4
154,Georges Niang,UTA,25,1,1,0,8,2,1,2,50,0,1,0,0,0,0,0,2,2,0,1,0,0,1,3.4,0,0,-10
154,Tyus Jones,MIN,22,1,1,0,13,2,1,2,50,0,1,0,0,0,0,1,1,2,0,0,1,0,1,7.4,0,0,-3
154,Tyrone Wallace,LAC,24,1,1,0,12,2,1,4,25,0,0,0,0,0,0,0,2,2,1,2,1,0,1,6.9,0,0,0
154,Iman Shumpert,SAC,28,1,1,0,26,2,1,4,25,0,2,0,0,0,0,0,2,2,2,0,3,0,3,16.4,0,0,9
154,Jalen Brunson,DAL,22,1,1,0,13,2,1,3,33.3,0,0,0,0,2,0,1,2,3,0,1,1,0,1,7.6,0,0,12
154,Raymond Felton,OKC,34,1,1,0,11,2,1,4,25,0,1,0,0,0,0,0,1,1,3,1,1,0,0,9.7,0,0,0
154,Jonas Valanciunas,TOR,26,1,0,1,15,2,0,3,0,0,1,0,2,2,100,1,6,7,2,2,0,1,2,14.4,0,0,-5
154,Josh Jackson,PHX,21,1,0,1,7,2,1,4,25,0,2,0,0,2,0,0,1,1,0,0,0,0,0,3.2,0,0,-5
154,Jordan Bell,GSW,23,1,0,1,2,2,1,1,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.2,0,0,1
154,T.J. McConnell,PHI,26,1,1,0,14,2,0,4,0,0,2,0,2,2,100,0,1,1,0,0,2,0,1,9.2,0,0,-15
168,Jakob Poeltl,SAS,23,1,0,1,13,1,0,0,0,0,0,0,1,2,50,0,4,4,1,0,0,0,2,7.3,0,0,8
168,Isaiah Canaan,PHX,27,1,0,1,23,1,0,3,0,0,2,0,1,2,50,0,2,2,3,1,1,0,2,9.9,0,0,-14
168,Kelly Oubre Jr.,WAS,22,1,1,0,21,1,0,5,0,0,3,0,1,2,50,1,2,3,1,0,1,0,1,9.1,0,0,12
171,Amir Johnson,PHI,31,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5,0,0,2
171,Tim Frazier,NOP,28,1,1,0,7,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,5.4,0,0,1
171,Timothe Luwawu-Cabarrot,OKC,23,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
171,C.J. Williams,MIN,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Sindarius Thornwell,LAC,23,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,5,1.4,0,0,2
171,Cristiano Felicio,CHI,26,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-9
171,Justin Jackson,SAC,23,1,1,0,19,0,0,2,0,0,0,0,0,0,0,0,4,4,2,0,1,0,1,10.8,0,0,1
171,Chimezie Metu,SAS,21,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
171,Lorenzo Brown,TOR,28,1,0,1,7,0,0,2,0,0,2,0,0,0,0,0,2,2,1,1,0,0,0,2.9,0,0,1
171,Ian Mahinmi,WAS,32,1,1,0,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.2,0,0,8
171,Damian Jones,GSW,23,1,0,1,14,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,1,2,8.7,0,0,-8
171,Greg Monroe,TOR,28,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2.4,0,0,2
171,Malachi Richardson,TOR,22,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
171,Mo Bamba,ORL,20,1,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4.5,0,0,-7
171,Quincy Pondexter,SAS,30,1,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4
171,Deonte Burton,OKC,24,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
171,Khem Birch,ORL,26,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1
